dim_error_um,surface_ra_um,hardness_hv,roundness_um,threadfit_score,weight_g,machine_age_yrs,supplier,reject_recorded,reject
10.11,2.85,229.0,8.54,0.034,254.3,2.8,A,1,1
13.42,2.86,211.0,5.33,-0.089,255.1,5.0,A,1,1
5.21,2.17,233.0,5.91,-0.925,249.7,1.8,A,0,0
4.83,2.57,218.0,2.57,-0.338,246.5,2.6,A,0,0
8.44,2.95,227.0,6.39,1.758,246.6,4.1,B,0,0
9.84,3.14,250.0,9.41,-0.44,255.7,6.4,C,1,1
7.29,3.75,236.0,6.35,-1.215,249.9,10.3,C,0,0
8.92,3.49,224.0,11.25,0.376,247.2,7.2,B,1,1
11.65,3.69,252.0,8.61,0.81,244.9,10.3,C,1,1
4.36,1.47,240.0,5.14,-1.043,250.3,2.7,B,0,0
8.65,3.21,232.0,5.74,-2.284,245.6,4.2,B,1,1
6.52,1.48,201.0,8.22,0.127,245.6,2.6,A,0,0
10.34,2.89,243.0,7.25,0.122,238.5,7.1,C,0,0
13.88,1.73,232.0,9.09,1.137,259.3,1.5,A,1,1
8.71,3.57,213.0,4.34,-0.123,240.9,8.2,C,0,0
6.11,2.58,264.0,6.7,-0.684,254.8,2.4,A,0,0
12.0,1.65,208.0,2.55,-0.13,258.2,2.5,A,0,0
11.84,2.55,211.0,1.42,1.04,246.5,5.8,B,0,0
7.08,2.19,220.0,10.21,1.173,253.5,4.6,B,1,1
4.89,3.56,248.0,5.86,-0.04,247.0,7.8,C,0,0
4.67,2.05,222.0,4.32,1.123,243.5,2.4,A,0,0
11.1,2.0,206.0,4.8,-2.223,251.7,0.9,A,0,0
8.8,2.44,215.0,9.45,-0.877,258.6,5.8,B,1,1
8.94,3.55,223.0,0.5,0.347,250.6,5.9,B,0,0
7.86,2.71,253.0,4.65,-0.668,256.0,4.6,B,0,0
6.36,3.91,229.0,12.15,-0.067,245.1,9.1,C,0,0
13.44,3.39,243.0,4.0,-0.193,245.1,9.2,C,0,0
6.77,2.47,197.0,8.76,-0.095,248.3,5.2,B,0,0
4.97,2.66,228.0,7.7,-0.639,251.3,1.6,A,0,0
5.86,1.25,221.0,5.76,-0.285,251.1,2.0,A,0,0
9.33,2.29,212.0,5.08,-0.351,246.3,3.0,A,0,0
8.98,2.84,219.0,6.7,-0.084,248.0,9.4,C,0,0
11.2,3.06,210.0,2.89,0.543,251.2,4.4,B,0,0
16.81,2.2,240.0,8.32,-0.122,243.6,7.3,C,1,1
5.83,2.2,191.0,8.96,-0.761,239.2,2.2,A,0,0
11.48,3.24,218.0,5.71,-0.923,251.5,4.5,A,1,1
8.47,2.77,226.0,5.26,0.079,243.6,3.7,A,0,0
1.68,2.88,222.0,6.09,-0.008,248.9,6.6,B,0,0
9.48,2.51,225.0,7.37,1.473,258.6,4.0,B,0,0
3.19,1.63,183.0,9.37,0.197,253.2,3.1,A,0,0
5.93,3.65,206.0,7.16,0.627,256.8,5.0,B,0,0
3.72,2.5,202.0,3.99,-0.236,249.7,3.5,B,0,0
12.39,3.09,209.0,2.98,1.471,251.2,5.5,A,0,0
9.75,3.72,225.0,7.25,2.263,241.2,8.4,C,1,1
12.24,2.06,183.0,2.72,-0.474,256.6,1.4,A,1,1
10.53,2.55,229.0,8.4,0.103,259.2,3.6,A,0,0
8.67,1.96,197.0,4.46,-0.101,248.6,0.8,A,0,0
7.73,3.45,237.0,6.15,-0.05,254.8,9.6,C,1,0
8.71,2.85,235.0,8.36,0.238,250.1,4.5,B,1,1
4.89,3.49,224.0,7.5,-2.051,240.5,5.1,A,0,0
11.05,1.79,209.0,6.73,-0.029,248.8,3.6,B,0,0
7.02,3.07,226.0,7.29,0.431,246.0,6.9,B,0,0
6.93,2.25,237.0,8.48,-0.935,256.5,3.7,B,0,0
3.14,2.3,197.0,8.3,-0.247,261.6,2.8,B,0,0
10.43,2.84,202.0,5.38,-0.265,240.5,5.6,B,1,1
11.7,3.48,231.0,3.94,1.556,240.8,9.7,C,1,1
7.74,3.1,223.0,7.9,-0.439,256.7,7.8,C,1,0
8.95,1.22,234.0,8.79,0.734,265.9,1.4,B,1,1
6.41,2.71,218.0,7.99,0.633,250.5,5.5,B,0,0
12.26,2.32,223.0,3.86,0.989,250.8,5.1,B,0,0
12.26,1.89,219.0,12.1,0.698,243.6,2.5,B,1,1
9.16,2.86,237.0,8.24,0.182,252.0,5.2,B,0,0
9.65,2.74,204.0,9.59,-1.524,238.0,0.5,A,1,1
1.19,1.75,215.0,2.35,0.93,253.3,2.2,A,0,0
6.75,4.65,224.0,6.76,-0.276,244.4,10.6,C,0,0
8.45,2.44,278.0,4.92,0.353,245.0,6.0,B,0,0
13.13,4.49,209.0,7.34,0.291,263.1,10.0,C,1,1
5.74,3.1,213.0,6.01,-0.582,254.5,6.9,B,0,0
7.38,3.02,210.0,1.46,-0.818,245.6,2.9,B,0,0
7.95,2.4,205.0,2.04,1.247,261.1,2.8,A,0,0
5.55,3.44,247.0,8.48,0.164,250.8,8.4,C,1,0
7.44,2.08,212.0,6.2,0.856,255.8,2.7,A,0,0
4.03,2.62,217.0,6.62,-0.543,249.8,4.0,A,0,0
12.69,3.01,215.0,4.31,0.13,252.4,5.2,B,0,0
5.04,1.56,232.0,5.32,0.586,251.0,2.0,A,0,0
5.86,2.81,194.0,5.5,-0.786,247.1,3.4,B,0,0
7.03,2.96,219.0,3.52,-0.494,245.6,3.2,A,0,0
5.4,3.41,214.0,6.9,-3.01,248.9,5.3,B,1,1
12.88,3.93,230.0,3.07,-1.946,246.9,6.6,A,1,1
9.07,3.38,230.0,8.88,1.152,252.8,5.4,B,1,1
5.54,2.98,223.0,6.58,1.657,258.0,8.0,C,0,0
9.21,3.43,200.0,5.54,-0.022,245.7,4.2,B,0,0
6.39,3.43,215.0,8.36,0.371,248.6,3.2,A,0,0
9.11,3.18,250.0,8.0,-0.024,251.5,7.7,C,1,1
9.34,1.36,257.0,5.62,0.039,248.3,3.4,A,0,0
6.71,2.15,214.0,1.89,-2.604,248.5,3.9,B,1,1
8.78,2.46,224.0,4.31,0.047,249.3,0.5,A,0,0
6.55,3.92,192.0,5.48,0.056,255.9,10.4,C,0,0
6.89,3.64,208.0,2.18,0.34,262.4,9.0,C,1,0
9.18,2.22,187.0,5.72,-2.071,240.6,3.0,A,1,1
10.61,2.18,206.0,3.51,0.033,263.3,2.3,A,0,0
9.98,2.47,245.0,4.47,-1.174,254.4,1.7,A,0,0
10.5,3.04,214.0,6.72,-0.84,254.4,3.7,B,0,0
10.89,2.18,232.0,2.06,-1.937,250.1,2.3,B,0,0
8.54,1.98,225.0,8.84,-1.076,244.4,3.9,A,0,0
13.3,3.11,253.0,8.8,-1.157,257.4,9.5,C,1,1
6.08,3.39,222.0,6.55,-1.546,255.6,5.9,B,0,0
8.94,2.45,233.0,6.53,0.293,243.3,2.9,A,0,0
9.69,2.49,237.0,0.52,-0.286,250.6,3.8,B,0,0
9.77,2.72,230.0,5.19,1.58,249.9,2.4,A,0,0
10.05,4.26,216.0,5.55,2.522,248.7,9.3,C,1,0
7.47,2.82,221.0,6.78,-0.147,244.5,6.2,C,0,0
5.55,3.64,206.0,7.68,0.518,250.4,10.8,C,0,0
7.0,2.95,214.0,4.81,1.063,247.6,8.3,C,0,0
14.84,3.1,224.0,6.11,-1.891,252.0,5.5,B,1,1
9.8,2.17,206.0,2.22,-0.08,244.9,2.9,A,0,0
7.22,2.47,217.0,4.87,-0.705,245.9,4.5,A,0,0
7.64,2.33,239.0,5.12,-0.88,240.1,2.0,A,0,0
7.39,3.02,233.0,4.88,1.876,256.3,7.3,B,0,0
4.31,2.65,233.0,10.29,-1.684,243.4,4.7,B,0,0
9.78,3.34,199.0,4.33,0.409,249.4,5.4,A,0,0
12.34,3.37,203.0,12.91,0.626,257.6,8.0,C,1,1
9.59,2.38,230.0,8.26,-0.407,256.9,3.8,B,1,1
4.93,2.52,218.0,3.47,0.15,245.8,5.6,A,0,0
6.18,2.65,231.0,2.38,-0.954,252.4,6.4,B,0,0
4.7,1.59,217.0,4.24,-0.39,245.2,0.9,A,0,0
10.85,3.97,222.0,5.91,0.593,247.7,8.4,C,1,0
12.43,2.7,213.0,2.6,0.832,250.3,5.0,B,0,0
11.85,3.47,231.0,0.5,0.229,258.7,10.3,C,1,0
7.64,2.18,227.0,7.37,0.191,252.5,3.2,A,0,0
10.46,2.38,232.0,5.59,1.643,251.8,3.9,B,0,0
5.79,4.03,257.0,9.11,-0.23,257.5,5.3,A,1,1
7.19,2.47,226.0,3.98,-1.041,257.1,2.1,A,0,0
12.48,1.44,222.0,5.44,-1.716,259.7,2.1,A,0,0
8.32,2.57,248.0,10.61,0.766,259.5,0.9,A,1,1
11.87,3.81,239.0,4.28,-1.843,251.3,8.7,C,1,1
1.48,2.91,210.0,4.53,0.451,250.6,6.1,B,0,0
8.4,3.17,212.0,6.9,0.645,244.3,3.0,A,0,0
8.91,3.4,197.0,6.56,0.034,243.0,10.1,C,1,0
6.03,3.08,203.0,4.39,0.445,242.8,10.1,C,1,0
1.28,2.76,222.0,8.54,2.475,253.0,3.9,A,0,0
2.89,2.6,226.0,5.34,-1.148,261.1,2.5,A,0,0
7.0,2.71,213.0,6.11,0.461,245.8,4.3,B,0,0
9.13,2.65,223.0,3.71,0.503,248.6,1.9,A,0,0
4.44,2.46,186.0,3.43,1.102,254.0,5.2,A,0,0
7.41,2.57,210.0,3.71,0.419,254.7,7.7,C,0,0
7.19,2.41,218.0,10.82,0.045,248.6,4.6,B,1,1
8.97,3.93,232.0,3.19,-2.281,242.3,11.5,C,1,1
6.56,2.12,228.0,8.11,-0.965,251.8,3.7,A,0,0
7.84,2.52,217.0,9.04,0.53,255.3,3.7,A,0,0
5.49,2.68,247.0,4.71,1.224,246.6,3.4,B,0,0
8.33,3.16,248.0,6.1,0.411,249.5,10.1,B,0,0
4.03,2.76,233.0,4.96,1.177,249.7,3.7,B,0,0
11.95,1.83,239.0,2.38,-1.576,251.6,0.7,A,1,1
11.32,2.94,198.0,3.82,1.744,259.4,10.0,C,1,1
9.42,3.94,231.0,3.66,-0.097,256.6,9.2,C,0,0
9.5,2.44,227.0,7.03,0.647,242.6,1.4,A,0,0
2.7,2.25,251.0,1.36,-0.135,247.4,4.2,A,0,0
9.62,2.36,211.0,6.43,-1.301,250.9,4.6,A,0,0
6.99,2.62,220.0,3.07,-0.785,251.4,3.9,A,0,0
9.16,3.04,247.0,7.76,0.53,249.5,2.6,B,1,1
3.49,3.14,263.0,4.09,-0.555,245.6,8.0,C,1,0
3.32,3.76,226.0,8.37,0.59,253.9,8.4,C,0,0
5.53,2.72,200.0,7.07,-0.138,254.1,4.7,C,0,0
10.84,2.46,222.0,9.08,0.334,249.8,3.6,A,0,0
7.05,2.49,221.0,5.87,-0.242,248.0,3.2,A,0,0
5.88,1.78,235.0,4.65,-1.212,252.0,2.1,A,0,0
5.24,3.44,245.0,8.57,0.267,254.5,8.9,C,1,0
4.32,3.17,227.0,3.55,-0.555,239.7,6.2,B,0,0
8.8,2.5,233.0,7.85,0.692,247.5,4.5,B,0,0
8.91,1.95,233.0,5.94,0.29,246.1,3.3,B,0,0
11.65,2.58,195.0,7.89,-1.122,252.9,1.9,A,1,1
8.39,1.9,244.0,6.21,0.373,262.1,5.0,B,0,0
6.94,3.22,207.0,7.41,-0.842,256.6,12.1,C,1,0
5.93,1.73,229.0,6.25,-1.536,254.5,2.3,A,0,0
7.93,3.65,236.0,5.86,0.462,255.7,3.8,A,0,0
11.12,1.84,225.0,3.19,-0.414,265.8,0.5,A,0,0
7.35,2.82,212.0,10.51,-0.856,246.1,8.8,C,0,0
13.01,3.59,255.0,9.46,-1.422,248.5,10.2,C,1,1
9.97,2.42,219.0,2.64,-1.117,255.8,4.1,A,0,0
8.21,2.62,202.0,6.82,0.792,250.6,6.7,B,0,0
6.86,2.47,210.0,6.01,-0.683,253.0,3.4,A,0,0
6.88,2.53,228.0,8.56,-1.817,247.2,1.8,A,0,0
13.04,3.05,226.0,5.43,-0.584,249.1,4.5,B,0,0
10.64,4.02,264.0,4.89,-0.122,246.8,12.9,C,1,1
5.53,4.45,218.0,4.49,0.035,245.6,11.9,C,1,0
5.05,1.32,240.0,6.66,0.163,251.3,2.4,A,0,0
6.74,1.94,193.0,4.31,0.132,249.2,4.6,A,0,0
9.03,4.03,212.0,4.6,-1.162,248.1,11.2,C,1,0
0.97,1.46,234.0,7.75,1.03,249.8,1.1,A,0,0
6.93,4.82,234.0,5.61,-1.404,248.7,8.3,C,0,0
7.29,3.28,201.0,9.8,-1.757,248.3,8.3,C,1,1
9.86,3.32,229.0,3.24,0.845,240.6,4.4,A,0,0
6.92,3.36,213.0,5.87,-0.651,248.9,4.7,B,0,0
3.66,3.16,204.0,6.3,0.557,248.5,8.7,C,1,0
10.5,2.38,235.0,8.59,-1.071,247.2,3.4,B,1,1
10.43,3.57,222.0,7.54,-0.657,251.8,9.1,B,0,0
6.41,1.23,196.0,8.44,-0.693,254.6,0.5,A,1,1
6.49,1.57,230.0,6.62,-0.281,253.3,5.6,B,0,0
6.09,1.37,228.0,8.28,0.233,243.6,1.5,A,0,0
5.63,2.71,173.0,10.87,1.027,250.9,6.3,B,1,1
8.89,2.14,189.0,11.23,0.259,253.7,3.3,A,1,1
6.55,2.2,199.0,4.21,0.716,248.8,2.9,A,0,0
10.32,3.09,229.0,6.55,-0.646,250.4,6.3,B,0,0
10.57,2.23,245.0,5.69,-1.229,255.8,2.1,A,1,1
8.78,2.41,185.0,1.0,0.329,244.9,8.7,C,0,0
5.59,2.44,224.0,3.7,-0.836,253.2,4.3,A,0,0
8.48,1.86,248.0,7.23,-1.203,254.3,1.4,A,1,1
5.66,3.72,223.0,6.17,0.796,243.8,4.3,A,0,0
5.6,3.24,215.0,3.09,0.297,255.8,3.6,A,0,0
7.13,2.44,251.0,4.23,0.568,246.6,6.5,B,0,0
8.79,1.71,206.0,4.38,-0.809,249.1,1.6,A,0,0
8.94,1.26,255.0,6.58,1.147,249.4,2.4,A,0,0
9.94,3.1,221.0,6.23,0.472,252.4,4.0,B,0,0
3.29,2.65,245.0,8.43,-2.166,239.0,5.4,A,0,0
7.47,3.71,215.0,5.62,0.254,264.5,10.3,C,0,0
7.88,1.73,177.0,3.23,2.3,245.2,3.3,A,1,1
8.79,3.68,194.0,10.05,0.287,251.1,9.2,C,1,1
7.93,2.77,204.0,7.55,0.603,252.2,8.3,C,0,0
9.05,2.52,206.0,5.21,0.166,239.4,5.0,B,0,0
9.95,3.29,193.0,7.96,-0.118,238.3,5.4,B,1,1
10.64,0.7,216.0,8.4,-0.065,251.5,2.0,A,0,0
7.63,2.33,228.0,6.04,-0.385,252.4,3.1,A,0,0
10.31,3.32,220.0,5.72,0.542,251.9,8.7,C,0,0
4.54,3.26,225.0,3.37,0.617,256.3,5.2,B,0,0
11.76,3.11,206.0,7.0,-1.062,242.2,6.3,B,0,0
4.78,1.63,225.0,4.98,-2.226,252.6,4.0,A,0,0
4.37,2.37,186.0,3.65,1.714,245.4,5.9,B,0,0
6.58,2.11,236.0,4.51,-1.005,261.9,3.1,A,0,0
2.59,3.67,206.0,5.26,-0.143,245.7,8.8,C,0,0
10.88,3.13,227.0,6.57,-1.486,252.0,9.4,C,1,1
8.39,3.98,228.0,7.79,-0.937,247.3,10.0,C,0,0
8.88,2.65,204.0,7.26,0.581,255.7,4.7,A,0,0
13.54,2.43,235.0,8.42,-0.236,253.4,3.5,A,1,1
12.93,1.9,166.0,7.16,-0.256,249.7,0.5,A,1,1
8.52,3.26,236.0,8.82,0.724,250.0,6.6,B,1,1
8.88,3.42,237.0,5.75,-0.377,259.2,6.4,C,1,0
8.37,3.52,226.0,4.94,0.175,256.5,7.5,C,0,0
5.73,2.79,233.0,3.94,-0.529,259.1,4.1,B,0,0
12.74,2.86,220.0,7.77,0.767,235.4,10.7,C,1,1
8.34,2.4,198.0,8.63,-0.74,250.9,4.0,B,1,1
11.22,3.05,236.0,5.83,-0.743,257.3,6.5,B,0,0
11.42,2.6,195.0,6.95,0.022,237.6,1.3,A,1,1
13.08,2.37,200.0,0.5,-0.561,253.9,2.9,A,0,0
9.21,1.72,225.0,6.99,0.263,258.0,2.8,A,0,0
5.87,2.59,206.0,5.36,1.03,254.2,3.0,B,0,0
13.55,2.35,214.0,5.43,1.751,250.9,5.9,A,1,1
5.96,4.54,215.0,6.19,0.366,258.0,9.2,C,1,0
8.1,3.61,253.0,8.29,-1.651,245.6,9.5,C,1,1
5.45,2.57,193.0,6.21,-0.283,248.3,4.7,A,0,0
9.15,4.73,255.0,5.87,1.019,252.8,11.8,C,1,1
6.21,2.81,255.0,5.05,-0.569,246.8,7.9,B,0,0
8.1,3.18,199.0,2.41,0.326,251.2,5.3,B,0,0
10.29,3.14,189.0,2.44,-0.687,257.7,8.7,B,0,0
10.64,3.05,221.0,6.21,1.47,245.6,6.9,B,0,0
7.64,2.87,200.0,7.39,-1.737,246.0,8.0,B,0,0
3.38,3.3,205.0,5.31,0.371,257.6,8.0,C,0,0
11.62,2.05,220.0,7.74,0.853,250.7,0.7,A,0,0
6.69,3.4,230.0,8.67,-1.214,252.8,3.7,B,0,0
5.16,3.66,222.0,5.49,-1.918,259.0,4.1,A,0,0
7.59,1.93,221.0,3.54,-0.927,250.6,2.8,A,0,0
10.47,2.76,234.0,3.68,-0.357,227.4,5.7,A,0,0
8.8,2.11,229.0,4.45,-0.32,251.3,4.2,B,0,0
7.59,3.17,246.0,3.87,-0.999,247.0,9.6,C,0,0
11.93,4.14,213.0,4.68,-0.406,260.6,9.8,C,1,0
4.99,2.28,228.0,7.79,-0.713,255.8,4.7,A,0,0
6.61,2.46,253.0,8.24,0.745,252.1,0.5,A,0,0
8.9,3.94,212.0,4.82,-0.405,248.6,9.6,C,1,0
3.58,2.76,205.0,5.96,1.881,247.8,4.2,A,0,0
12.49,2.67,197.0,2.78,-1.898,241.8,4.0,B,1,1
6.42,2.61,221.0,6.29,-2.195,244.4,7.2,C,0,0
12.14,3.46,255.0,5.69,-0.093,250.0,4.9,B,1,1
11.78,1.81,209.0,5.7,1.947,253.1,0.6,A,1,1
5.04,3.22,201.0,5.42,0.1,256.9,4.8,B,0,0
10.85,3.58,230.0,9.54,0.86,245.4,6.3,B,1,1
1.98,2.46,217.0,3.33,0.772,253.6,2.4,A,0,0
6.96,2.1,205.0,6.04,0.899,255.4,0.5,A,0,0
7.53,3.17,221.0,1.67,-0.072,235.8,3.8,B,0,0
13.23,2.91,227.0,7.14,-0.322,258.9,2.3,A,1,1
7.9,1.91,252.0,8.71,0.347,242.8,2.1,B,0,0
7.64,2.56,205.0,6.1,1.159,251.8,3.9,B,0,0
6.93,2.87,235.0,4.24,-1.254,247.8,2.3,A,0,0
6.02,3.23,223.0,6.58,0.944,255.2,5.5,B,0,0
4.21,3.24,189.0,6.79,-1.333,255.0,6.4,B,0,0
11.23,2.89,246.0,7.55,0.362,251.9,8.1,B,0,0
4.2,1.98,229.0,7.42,-0.409,248.4,3.1,A,0,0
3.86,2.32,221.0,6.82,1.902,243.9,4.6,A,0,0
10.47,2.37,218.0,5.56,-1.207,247.9,1.3,A,0,0
8.26,2.44,184.0,8.5,-0.086,248.5,4.9,B,0,0
9.6,2.77,214.0,8.07,1.263,245.3,7.7,C,0,0
7.94,2.5,239.0,5.15,-0.906,250.4,2.8,A,0,0
11.35,3.81,237.0,3.9,-1.415,240.3,9.0,C,1,0
11.34,3.29,243.0,5.55,2.3,239.8,8.1,C,1,1
11.54,3.42,198.0,3.61,-0.444,246.9,9.7,C,1,0
7.51,3.12,225.0,3.3,0.988,254.9,8.7,C,1,0
5.55,3.02,220.0,6.65,-0.72,256.8,2.4,A,0,0
8.73,1.65,264.0,5.31,0.814,258.1,2.5,A,0,0
7.4,3.76,195.0,3.2,1.119,265.6,11.1,C,1,0
13.09,3.07,230.0,1.37,0.314,251.1,9.4,C,1,0
3.83,2.56,224.0,5.97,0.939,251.8,0.8,A,0,0
7.24,3.89,209.0,7.85,-1.318,257.4,9.9,C,1,0
12.27,2.34,218.0,6.96,-0.987,254.9,3.2,A,0,0
3.58,2.58,251.0,4.1,0.519,252.9,4.6,A,0,0
6.54,3.01,230.0,1.3,-1.613,246.5,9.1,C,0,0
8.94,3.14,207.0,3.5,1.449,255.2,8.6,C,1,0
4.25,4.02,205.0,8.71,1.5,251.2,8.9,C,0,0
3.9,2.92,226.0,5.97,0.873,249.2,6.0,B,0,0
12.16,2.19,211.0,6.6,-0.882,260.2,4.0,A,0,0
17.3,3.28,223.0,9.46,-2.071,248.7,7.7,C,1,1
1.31,2.98,213.0,6.58,1.475,256.6,8.0,C,0,0
14.65,1.78,222.0,7.89,0.02,252.2,3.4,A,1,1
8.7,3.37,211.0,8.28,-0.088,238.8,4.3,B,1,1
6.43,3.18,224.0,6.03,-0.965,252.0,7.2,C,0,0
8.5,4.26,228.0,7.45,1.231,253.4,9.2,C,1,1
15.61,2.48,233.0,6.35,-0.739,255.0,4.7,B,0,0
7.72,3.27,234.0,5.94,1.499,251.5,5.2,B,0,0
7.08,3.88,203.0,3.49,0.997,249.6,8.0,B,0,0
6.69,3.0,222.0,8.46,1.35,247.9,6.9,C,0,0
7.53,2.46,218.0,4.46,1.266,251.7,5.0,B,0,0
5.85,2.76,249.0,7.09,-1.169,246.8,3.0,A,0,0
2.13,2.75,222.0,6.65,0.8,249.2,6.8,B,0,0
8.77,2.44,219.0,7.16,0.995,241.5,3.6,B,0,0
7.26,4.37,206.0,5.2,1.144,254.2,11.6,C,1,0
8.36,2.33,221.0,7.45,-0.748,251.0,0.7,A,0,0
8.33,3.2,199.0,5.09,-0.094,250.1,4.3,A,0,0
8.68,3.23,223.0,2.03,1.958,251.6,4.5,B,0,0
8.85,2.3,212.0,5.64,-0.144,264.2,6.5,B,0,0
10.94,3.91,236.0,2.77,-0.759,239.9,4.9,B,0,0
9.92,2.67,234.0,2.06,0.039,252.7,0.9,A,0,0
15.81,2.23,224.0,10.29,-0.355,246.5,4.5,A,1,1
9.03,3.42,219.0,9.8,0.646,256.5,6.7,C,1,1
8.59,2.97,191.0,4.22,0.91,252.3,4.8,B,0,0
7.44,2.21,206.0,7.34,0.478,245.4,1.3,A,0,0
4.3,2.7,184.0,6.25,0.588,260.4,5.4,A,0,0
10.73,3.36,202.0,6.44,0.217,244.1,5.1,B,1,1
11.56,2.37,221.0,5.77,0.924,241.0,2.9,A,0,0
11.64,3.18,235.0,5.51,1.411,257.2,6.2,B,1,1
9.09,2.62,236.0,5.91,-0.01,243.4,2.1,A,0,0
5.29,2.62,218.0,6.68,1.609,251.0,5.4,A,0,0
13.51,1.98,202.0,7.93,-1.348,250.4,3.1,B,1,1
7.34,2.39,233.0,5.06,-0.263,257.5,6.1,C,0,0
7.69,2.32,256.0,6.65,-1.638,238.5,5.2,B,1,1
10.4,3.07,216.0,8.24,-2.081,266.4,7.7,B,1,1
2.85,2.16,232.0,7.17,1.044,239.3,3.3,B,0,0
6.84,1.87,228.0,2.09,0.654,246.7,3.1,A,0,0
9.13,3.13,203.0,6.18,0.412,249.3,8.4,C,1,0
8.9,2.97,243.0,4.23,-0.703,249.7,5.3,B,0,0
11.33,1.93,198.0,6.05,-0.396,249.5,2.7,A,0,0
5.49,3.69,236.0,4.85,-0.346,241.3,9.8,C,1,0
3.27,1.45,228.0,9.37,1.774,250.8,2.7,A,0,0
4.7,3.03,224.0,2.83,0.975,247.7,4.0,B,0,0
10.3,2.21,247.0,5.77,-0.775,253.5,3.6,B,0,0
6.59,2.38,241.0,7.36,-1.635,232.7,3.0,A,0,0
1.72,2.9,253.0,9.58,-0.859,252.6,1.7,A,0,0
11.66,2.17,227.0,2.72,-1.395,255.1,4.7,B,0,0
3.78,1.69,218.0,4.39,1.63,244.2,5.9,B,0,0
8.32,3.3,206.0,10.93,0.698,254.6,5.3,B,1,1
10.63,3.39,195.0,8.14,-0.384,248.6,4.5,A,1,1
9.32,1.87,210.0,4.69,1.012,248.5,4.2,B,0,0
6.23,2.69,228.0,6.47,-2.578,257.4,10.2,C,0,0
8.64,2.92,190.0,6.54,-0.173,254.6,4.9,A,0,0
5.98,1.74,184.0,2.62,-0.95,251.0,0.5,A,0,0
6.3,2.4,212.0,2.24,-0.648,259.0,2.5,A,0,0
9.71,2.16,219.0,3.23,0.616,252.2,2.7,A,0,0
4.56,3.11,230.0,6.36,0.011,247.1,5.6,A,0,0
3.28,2.08,210.0,9.87,0.131,246.8,2.6,A,0,0
7.54,4.41,230.0,6.0,0.256,260.5,11.3,C,0,0
3.96,1.75,219.0,5.18,-0.543,244.7,1.4,A,0,0
3.87,3.14,191.0,7.04,1.532,247.6,3.1,A,0,0
12.62,3.27,221.0,7.74,1.031,259.1,5.1,A,1,1
12.63,3.27,190.0,6.6,-2.703,254.4,5.1,A,1,1
12.13,2.99,210.0,6.91,-0.163,259.8,9.3,C,1,1
6.44,2.84,217.0,8.26,-2.396,239.8,4.5,A,0,0
7.1,2.31,198.0,5.99,-0.09,240.8,4.5,B,0,0
10.16,2.55,223.0,3.58,0.679,246.8,4.0,A,0,0
10.7,2.46,238.0,8.58,1.098,247.3,1.9,A,1,1
9.66,3.05,186.0,7.83,-0.169,245.6,4.0,B,1,1
7.05,2.65,207.0,4.48,0.344,252.5,4.7,B,0,0
10.89,2.78,199.0,7.23,1.307,236.6,2.8,A,0,0
5.08,1.89,236.0,9.18,1.042,244.6,3.7,A,0,0
9.86,1.8,184.0,5.95,0.039,247.9,2.5,B,0,0
3.48,2.69,213.0,6.21,-1.254,245.3,3.9,B,0,0
6.68,2.8,233.0,7.42,1.571,247.8,7.1,B,0,0
13.92,3.54,218.0,7.33,-1.265,255.2,5.6,B,1,1
6.42,2.56,203.0,8.68,0.281,245.6,3.8,B,0,0
10.79,1.96,206.0,1.85,0.157,259.3,0.8,A,0,0
11.54,2.35,225.0,7.64,-0.914,262.1,1.4,B,0,0
11.83,2.78,225.0,4.87,1.353,253.3,6.5,B,0,0
9.13,2.17,224.0,10.32,1.267,261.2,3.8,B,1,1
5.92,3.6,223.0,9.48,0.198,240.6,8.4,A,0,0
7.35,2.85,223.0,4.49,1.237,246.1,3.6,A,0,0
8.13,3.01,186.0,5.89,0.526,245.3,3.8,A,0,0
12.19,2.55,232.0,4.51,-1.543,248.0,5.4,B,1,1
6.08,2.83,247.0,0.5,0.001,250.8,2.7,A,0,0
3.51,2.17,221.0,5.65,0.692,242.6,2.1,A,0,0
8.67,2.62,250.0,5.48,0.376,247.7,2.7,A,0,0
7.66,3.17,216.0,8.0,-0.511,258.8,7.4,C,0,0
7.84,1.44,239.0,7.45,-0.569,252.5,2.5,B,0,0
8.58,2.7,217.0,9.32,-1.052,245.9,3.3,B,1,1
8.25,2.45,198.0,7.43,-0.457,263.5,7.5,C,0,0
13.95,1.56,247.0,7.53,-3.766,252.4,1.8,A,1,1
9.93,4.1,239.0,10.28,0.233,261.6,10.5,C,1,1
7.49,3.06,219.0,5.68,0.821,245.9,5.3,B,0,0
4.66,2.71,227.0,6.57,0.066,258.1,7.3,B,0,0
5.06,2.8,220.0,10.06,0.329,259.6,8.9,C,0,0
11.36,3.67,202.0,8.04,-1.713,253.2,8.9,C,1,1
4.73,1.28,181.0,4.17,1.637,253.0,5.2,B,0,0
6.21,3.72,190.0,5.96,-1.085,250.1,9.2,C,0,0
10.18,1.6,231.0,7.82,-1.956,241.1,2.0,A,1,1
3.75,2.21,200.0,7.29,1.872,260.6,1.4,A,0,0
8.29,2.54,201.0,8.35,0.694,246.7,7.0,B,0,0
11.59,3.63,268.0,5.7,0.265,252.3,11.2,C,1,1
9.27,2.64,206.0,2.0,-0.367,245.1,4.3,A,0,0
8.03,3.04,205.0,4.65,-0.243,252.1,4.2,B,0,0
