air_temp_c,deck_temp_c,humidity_pct,traffic_count,mid_deflection_mm,strain_g1_ue,strain_g2_ue,strain_g3_ue,natural_freq_hz,accel_rms_mg,bearing_disp_mm,pier_tilt_urad,regime,event
30.195,34.329,55.233,159.172,8.837,89.934,85.976,78.845,2.541,2.599,11.263,6.136,summer_offpeak,0
30.035,36.439,50.895,135.522,8.4,97.503,83.26,83.243,2.524,5.62,11.576,1.271,summer_offpeak,0
34.268,36.564,38.777,585.709,12.843,128.48,114.911,110.537,2.549,11.308,13.327,4.659,summer_peak,0
10.659,11.343,62.673,549.59,8.284,78.08,82.602,72.836,2.608,13.632,0.976,-0.925,winter_peak,0
29.412,31.687,52.98,602.183,11.66,118.522,112.62,96.29,2.532,14.921,10.485,7.717,summer_peak,0
36.722,39.639,54.594,600.564,13.268,134.806,120.441,107.714,2.478,11.798,14.796,7.905,summer_peak,0
35.415,37.563,43.958,582.063,13.075,132.712,119.751,112.054,2.517,12.393,13.462,6.282,summer_peak,0
33.673,37.838,51.978,674.337,13.894,132.317,126.351,116.139,2.495,15.17,12.842,6.427,summer_peak,0
30.864,31.813,49.677,504.55,10.954,117.551,112.487,96.347,2.515,12.24,9.848,11.318,summer_peak,0
28.472,30.541,54.731,35.563,6.022,82.242,78.881,70.688,2.547,2.219,9.749,-1.166,summer_offpeak,0
28.3,29.764,57.368,135.96,7.129,91.693,78.449,64.864,2.519,6.976,9.742,2.774,summer_offpeak,0
5.174,8.673,60.103,133.441,3.441,51.493,48.712,41.999,2.63,5.543,0.293,-4.871,winter_offpeak,0
34.54,38.759,39.17,620.262,13.68,137.971,116.101,107.056,2.513,14.597,12.556,3.89,summer_peak,0
9.13,11.359,65.401,511.732,7.052,82.819,72.58,70.163,2.632,10.048,2.362,-2.013,winter_peak,0
4.599,8.8,70.472,103.494,3.174,39.723,52.979,42.763,2.643,5.583,-0.624,-6.764,winter_offpeak,0
34.384,36.801,52.182,149.069,8.339,94.781,94.818,91.328,2.51,4.351,12.015,4.354,summer_offpeak,0
28.523,31.189,47.694,102.514,7.251,83.006,82.374,71.257,2.552,2.89,10.022,-3.076,summer_offpeak,0
3.256,7.799,74.419,101.674,2.704,41.324,43.207,47.011,2.674,2.342,-0.146,-2.841,winter_offpeak,0
24.804,28.817,63.341,104.982,6.458,75.798,69.262,71.13,2.561,2.447,9.551,7.135,summer_offpeak,0
5.047,8.244,74.81,127.552,3.543,51.878,43.239,37.304,2.632,6.565,-0.6,-5.449,winter_offpeak,0
31.842,32.914,46.592,500.983,10.963,105.31,102.59,94.501,2.537,10.965,10.805,10.359,summer_peak,0
8.325,12.424,59.882,621.68,8.657,96.619,86.201,73.597,2.627,15.419,2.415,-0.291,winter_peak,0
27.303,31.348,51.561,150.6,6.604,88.704,78.802,70.088,2.559,4.824,10.935,-1.114,summer_offpeak,0
4.918,9.613,63.906,33.507,2.296,46.199,35.564,45.487,2.657,3.361,1.014,-1.078,winter_offpeak,0
34.784,39.376,49.303,649.761,14.045,140.056,121.868,119.218,2.525,17.057,15.38,8.813,summer_peak,0
3.72,6.479,68.326,156.014,2.838,45.88,51.258,42.231,2.664,6.416,-0.959,-6.422,winter_offpeak,0
3.586,6.725,69.011,91.87,2.707,43.994,40.397,44.955,2.666,3.326,-2.205,0.049,winter_offpeak,0
31.559,35.445,56.011,548.668,12.158,120.778,112.322,99.7,2.529,13.634,12.204,3.852,summer_peak,0
31.256,35.731,53.662,78.834,7.644,88.149,83.561,83.171,2.529,5.397,12.298,4.247,summer_offpeak,0
34.906,40.986,47.344,634.473,15.731,191.892,121.657,71.952,2.379,17.335,14.772,6.666,summer_peak,1
35.033,39.073,56.813,565.393,13.58,124.014,118.591,115.248,2.533,15.0,13.262,11.259,summer_peak,0
6.682,10.211,61.295,558.364,8.059,80.627,68.763,78.502,2.631,13.621,0.374,-3.459,winter_peak,0
34.594,37.312,42.873,576.57,12.679,130.643,113.926,105.655,2.53,12.319,12.86,3.052,summer_peak,0
4.962,6.704,68.473,105.154,2.885,46.401,41.157,43.164,2.641,3.761,-0.512,-8.571,winter_offpeak,0
7.52,12.55,63.89,115.838,4.715,55.262,51.53,43.471,2.613,4.349,0.741,-3.302,winter_offpeak,0
8.496,12.605,61.16,507.517,8.742,86.953,76.705,62.428,2.616,13.94,1.423,0.801,winter_peak,0
6.491,9.238,63.379,551.494,7.908,88.617,81.537,62.059,2.639,11.682,1.441,-4.304,winter_peak,0
8.913,10.567,66.412,90.669,3.097,59.306,41.335,45.851,2.642,6.142,1.038,-1.845,winter_offpeak,0
26.802,31.735,54.83,122.42,7.336,91.36,73.671,66.277,2.55,4.438,10.194,5.452,summer_offpeak,0
29.752,31.586,60.688,78.359,6.805,91.082,68.453,70.256,2.562,2.115,42.522,-0.081,summer_offpeak,1
32.559,32.282,49.952,121.066,7.625,89.604,88.338,75.079,2.568,6.655,8.79,3.462,summer_offpeak,0
32.396,34.096,54.55,569.672,12.402,125.427,113.293,112.909,2.537,14.377,11.985,12.559,summer_peak,0
8.88,12.123,62.331,576.889,8.958,92.828,85.471,89.167,2.596,14.281,0.288,0.394,winter_peak,0
10.442,11.478,63.677,436.018,7.002,78.245,72.474,65.765,2.599,10.809,1.18,-6.868,winter_peak,0
34.076,35.464,57.115,585.984,12.018,132.331,120.328,108.41,2.535,18.377,13.35,9.5,summer_peak,0
34.768,40.846,41.542,639.787,14.693,140.414,129.803,119.276,2.5,13.576,13.507,9.152,summer_peak,0
5.902,7.635,74.544,487.382,6.477,77.699,76.57,62.952,2.644,10.262,-1.865,-5.124,winter_peak,0
29.726,32.711,49.305,160.556,7.628,100.56,91.08,77.938,2.536,4.558,11.389,3.174,summer_offpeak,0
31.325,33.809,57.015,573.771,12.246,125.395,116.231,104.345,2.527,13.767,10.34,3.721,summer_peak,0
7.8,9.758,72.754,552.424,8.423,82.477,87.343,74.447,2.62,11.102,0.083,-0.829,winter_peak,0
7.936,10.208,69.805,602.689,8.275,81.848,81.776,70.925,2.611,14.804,1.066,-8.881,winter_peak,0
40.706,42.064,41.564,530.919,12.698,133.086,123.212,115.849,2.496,12.022,15.272,6.445,summer_peak,0
10.009,15.568,70.674,555.517,9.392,98.456,88.254,84.689,2.618,13.197,2.6,-0.358,winter_peak,0
6.05,9.474,65.527,0.0,2.146,41.9,37.145,25.233,2.619,1.433,-0.575,-3.74,winter_offpeak,0
26.223,29.823,55.445,216.647,7.995,94.245,88.054,76.065,2.584,6.429,10.574,2.685,summer_offpeak,0
31.772,35.009,52.735,530.887,12.247,120.895,116.933,97.852,2.517,-34.964,12.154,5.716,summer_peak,1
31.813,33.925,53.683,240.116,8.493,99.639,95.995,86.454,2.558,7.783,10.519,3.78,summer_offpeak,0
26.539,27.677,54.942,129.238,6.99,67.346,75.013,69.226,2.566,3.554,8.938,2.123,summer_offpeak,0
9.822,14.578,63.018,552.202,8.034,84.873,78.138,82.256,2.618,13.881,2.772,-2.055,winter_peak,0
28.161,27.821,55.203,137.835,6.756,84.18,81.961,68.247,2.58,4.407,9.292,2.374,summer_offpeak,0
25.603,27.192,63.627,116.056,6.376,76.767,76.182,61.866,2.565,2.625,7.923,4.583,summer_offpeak,0
34.98,42.105,46.48,589.183,13.726,148.624,122.269,122.769,2.502,15.04,14.168,11.213,summer_peak,0
31.421,35.506,50.263,627.014,13.807,131.734,119.335,103.359,2.512,14.483,12.114,8.073,summer_peak,0
7.604,10.369,66.805,37.153,2.617,48.864,40.907,48.72,2.631,2.601,1.969,-8.242,winter_offpeak,0
7.252,10.898,73.6,459.752,7.361,66.219,66.327,63.799,2.616,11.021,1.02,-3.703,winter_peak,0
8.46,9.964,65.495,559.76,7.995,83.037,72.135,71.098,2.637,12.463,0.585,-3.792,winter_peak,0
5.7,9.819,72.372,559.266,7.354,76.811,78.205,70.127,2.637,14.002,0.344,2.811,winter_peak,0
29.78,33.049,57.709,105.324,6.727,103.254,72.879,71.442,2.529,5.455,11.688,3.344,summer_offpeak,0
30.858,36.093,40.318,121.285,7.599,94.69,86.571,75.173,2.522,2.777,11.281,4.412,summer_offpeak,0
28.083,31.79,57.54,140.051,7.814,83.86,81.853,77.309,2.549,4.312,10.197,2.093,summer_offpeak,0
34.384,38.6,47.79,714.771,14.584,140.843,132.409,113.088,2.53,16.537,13.244,9.363,summer_peak,0
9.007,12.282,66.024,576.153,8.71,83.385,79.734,77.98,2.605,13.879,2.517,-2.883,winter_peak,0
4.389,11.718,65.819,77.98,4.003,48.129,46.011,35.199,2.648,4.282,1.24,-3.477,winter_offpeak,0
29.774,33.587,48.909,748.901,13.875,123.638,128.671,122.671,2.527,17.321,11.637,9.06,summer_peak,0
10.146,12.528,60.382,483.045,7.462,82.309,71.607,71.598,2.614,9.606,1.207,1.393,winter_peak,0
29.502,32.582,61.871,0.0,6.337,89.655,72.361,69.91,2.551,2.629,9.832,2.246,summer_offpeak,0
2.287,4.459,68.669,0.0,1.049,36.254,34.804,30.366,2.66,2.782,-1.779,-4.616,winter_offpeak,0
7.934,11.256,61.875,435.901,7.288,79.973,64.929,67.993,2.633,11.272,0.246,4.841,winter_peak,0
3.133,3.999,76.744,120.695,2.118,47.19,46.733,44.02,2.672,4.193,-1.955,-4.299,winter_offpeak,0
30.46,33.542,53.86,147.014,8.05,91.699,92.161,75.959,2.528,4.788,12.051,4.782,summer_offpeak,0
10.387,13.203,70.626,568.984,8.448,91.539,81.158,80.461,2.637,13.583,1.918,-0.411,winter_peak,0
7.341,10.492,66.38,562.691,8.164,87.687,79.073,74.068,2.604,12.51,1.228,-1.609,winter_peak,0
9.246,12.309,64.101,496.687,7.258,87.844,72.162,72.569,2.605,12.123,1.521,-1.426,winter_peak,0
32.317,35.806,55.674,643.39,13.051,125.518,122.357,110.328,2.507,14.169,12.313,8.923,summer_peak,0
4.083,6.72,64.399,91.766,1.882,50.473,33.699,39.136,2.654,6.146,-1.114,-5.093,winter_offpeak,0
8.233,10.319,65.585,590.674,8.366,86.977,69.764,74.112,2.62,13.268,-0.065,-1.793,winter_peak,0
10.823,11.176,65.508,95.014,3.063,61.267,50.162,51.06,2.637,5.243,0.873,-0.626,winter_offpeak,0
4.222,6.897,75.275,84.972,3.039,47.362,49.132,35.767,2.662,3.546,-0.909,-6.733,winter_offpeak,0
29.464,33.547,49.236,692.595,13.572,131.738,115.331,109.366,2.525,13.996,11.326,9.264,summer_peak,0
24.772,28.47,54.134,70.988,6.722,78.153,66.544,65.809,2.581,1.685,7.93,7.313,summer_offpeak,0
34.127,39.12,57.165,570.869,13.278,134.45,127.943,115.738,2.523,12.148,12.999,7.601,summer_peak,0
8.826,11.556,61.303,105.745,3.115,46.243,44.516,52.798,2.606,2.825,0.82,0.241,winter_offpeak,0
9.124,12.407,69.183,520.989,7.724,86.529,79.85,63.088,2.621,12.282,1.163,-2.536,winter_peak,0
34.053,36.016,50.996,112.434,8.013,102.107,88.912,79.912,2.57,5.205,12.034,7.116,summer_offpeak,0
5.599,9.934,64.491,209.986,4.577,67.563,56.066,50.348,2.619,5.231,0.203,0.606,winter_offpeak,0
6.44,6.224,58.812,124.783,2.973,47.751,34.56,29.86,2.656,5.176,-1.625,-1.341,winter_offpeak,0
5.944,9.676,60.818,175.338,3.774,47.457,56.464,53.07,2.655,5.81,-0.523,-0.281,winter_offpeak,0
31.527,33.214,49.602,641.499,12.72,123.283,110.19,105.868,2.521,16.477,10.946,10.237,summer_peak,0
35.093,38.65,49.945,645.405,14.395,136.997,112.974,120.325,2.515,14.918,13.079,13.007,summer_peak,0
26.314,30.332,47.6,160.054,7.416,94.891,84.33,68.683,2.557,3.97,10.541,-2.421,summer_offpeak,0
27.348,27.922,55.953,112.824,6.371,71.367,71.524,61.017,2.542,2.819,8.678,3.618,summer_offpeak,0
6.976,8.585,71.524,107.533,3.248,40.516,53.585,34.465,2.639,6.462,-0.921,-2.485,winter_offpeak,0
9.529,10.827,58.974,576.068,7.985,88.752,74.409,80.292,2.613,12.883,-0.058,-0.056,winter_peak,0
25.536,27.808,50.622,47.272,5.779,68.639,78.235,66.851,2.574,3.42,8.815,2.983,summer_offpeak,0
32.143,34.085,58.332,605.559,12.735,126.924,116.359,107.134,2.538,14.164,9.683,5.376,summer_peak,0
30.634,32.819,55.854,643.731,12.563,127.261,111.387,115.129,2.557,14.663,10.895,3.731,summer_peak,0
26.409,30.744,55.456,99.542,6.127,86.914,80.016,67.885,2.554,2.197,9.792,5.528,summer_offpeak,0
4.306,5.215,64.171,31.795,0.986,30.188,29.086,32.165,2.675,2.905,-1.605,-6.501,winter_offpeak,0
27.303,29.629,50.542,228.201,7.901,91.351,88.247,75.02,2.578,6.212,9.205,7.786,summer_offpeak,0
29.972,30.356,54.968,159.339,7.192,87.709,81.247,77.524,2.571,7.972,9.707,5.206,summer_offpeak,0
29.039,33.042,58.763,185.545,8.333,100.58,81.277,86.834,2.533,7.234,10.428,3.123,summer_offpeak,0
2.293,6.714,62.543,116.382,2.873,58.425,45.961,27.476,2.677,3.071,-0.519,-3.521,winter_offpeak,0
30.429,31.138,46.763,703.704,13.159,124.39,107.377,102.838,2.526,16.014,10.414,1.516,summer_peak,0
6.494,10.198,61.554,49.963,3.132,50.049,42.464,39.323,2.617,3.684,2.207,-7.4,winter_offpeak,0
35.3,39.345,50.078,521.816,12.991,128.871,114.228,111.247,2.523,15.287,13.155,9.19,summer_peak,0
3.838,5.799,66.621,170.551,2.882,44.972,42.841,41.826,2.632,4.416,-0.3,-5.409,winter_offpeak,0
27.068,30.279,55.144,182.064,7.361,87.059,81.284,78.437,2.53,7.208,10.04,0.829,summer_offpeak,0
8.992,13.187,61.294,430.788,6.888,77.978,83.848,71.874,2.634,9.368,1.216,-1.001,winter_peak,0
32.537,35.688,41.87,570.073,12.45,121.958,107.76,104.214,2.565,13.599,12.628,1.706,summer_peak,0
32.832,37.268,62.738,559.094,12.797,128.779,117.572,111.02,2.518,14.72,13.839,5.263,summer_peak,0
25.546,29.69,50.106,111.123,6.761,78.628,78.268,72.377,2.533,2.605,9.012,0.517,summer_offpeak,0
32.646,34.581,52.06,613.796,12.897,126.078,110.255,110.295,2.542,15.725,12.796,4.057,summer_peak,0
34.0,36.406,44.837,651.467,12.876,133.659,124.676,114.289,2.517,15.821,11.911,5.159,summer_peak,0
3.12,7.762,63.447,96.956,2.704,49.79,50.797,31.904,2.634,2.709,-1.335,-8.793,winter_offpeak,0
7.124,13.481,70.606,499.002,7.673,84.939,79.865,78.893,2.617,11.344,3.387,-4.091,winter_peak,0
29.121,33.424,53.666,157.295,7.919,101.132,82.455,67.213,2.566,3.767,12.483,4.219,summer_offpeak,0
36.763,41.614,45.878,572.842,13.474,134.76,121.928,111.63,2.495,13.819,15.065,12.06,summer_peak,0
7.532,9.667,68.86,108.414,3.957,56.352,49.789,41.93,2.637,4.646,-0.503,-7.226,winter_offpeak,0
5.023,9.234,65.681,26.901,2.328,51.525,37.485,36.261,2.65,5.376,-0.176,0.3,winter_offpeak,0
29.291,33.738,57.654,71.565,7.371,97.871,80.369,78.262,2.545,4.187,11.041,2.77,summer_offpeak,0
3.43,7.318,67.828,97.378,2.213,40.267,41.203,40.717,2.655,5.307,-1.247,-0.13,winter_offpeak,0
4.504,7.471,67.275,160.361,3.469,49.681,46.215,51.532,2.643,4.581,-1.803,-1.823,winter_offpeak,0
1.241,5.357,67.502,126.284,2.721,53.418,38.306,33.823,2.653,4.747,-1.863,-7.71,winter_offpeak,0
27.184,29.228,55.029,167.374,7.611,86.745,87.177,79.365,2.568,5.89,8.593,6.432,summer_offpeak,0
31.87,34.151,51.311,602.973,12.293,127.292,121.284,103.72,2.537,12.881,11.57,2.623,summer_peak,0
34.047,35.366,38.917,593.479,12.145,123.874,115.388,113.677,2.541,14.157,12.342,5.915,summer_peak,0
5.205,6.851,66.436,80.556,2.227,38.629,44.363,27.925,2.638,4.751,-1.779,-4.025,winter_offpeak,0
25.957,29.594,51.031,137.98,7.269,90.583,86.036,64.817,2.568,4.343,9.239,5.086,summer_offpeak,0
29.279,31.792,50.324,196.0,7.908,90.606,84.604,76.902,2.544,3.562,9.855,5.294,summer_offpeak,0
27.853,32.39,58.249,88.527,7.249,86.622,69.253,71.486,2.544,3.762,10.474,-1.661,summer_offpeak,0
3.575,6.129,70.192,136.397,2.812,46.164,48.734,49.997,2.655,5.142,-1.428,-6.759,winter_offpeak,0
7.412,10.156,69.102,65.78,3.04,49.65,41.886,32.484,2.643,3.005,0.159,-2.615,winter_offpeak,0
4.994,10.658,71.277,142.378,3.606,54.787,49.712,44.763,2.616,2.775,0.003,-1.691,winter_offpeak,0
27.595,30.827,55.195,145.586,7.116,90.123,82.44,73.592,2.557,6.207,9.6,5.316,summer_offpeak,0
30.129,30.396,52.569,647.644,12.745,122.94,119.382,99.764,2.541,12.771,8.652,2.76,summer_peak,0
9.489,11.37,67.987,538.955,7.861,87.358,73.38,67.771,2.628,12.817,1.34,-1.974,winter_peak,0
26.712,29.19,61.901,119.848,6.481,82.202,78.013,70.052,2.569,1.692,8.258,2.33,summer_offpeak,0
4.924,7.889,72.118,444.93,6.307,64.316,62.237,69.998,2.659,13.583,-1.423,-8.04,winter_peak,0
4.618,8.211,67.53,148.377,3.363,45.439,49.863,43.007,2.658,4.755,0.384,-2.824,winter_offpeak,0
31.781,29.388,51.356,645.87,11.994,116.448,111.871,100.542,2.558,14.034,8.736,11.443,summer_peak,0
27.61,30.549,49.182,48.068,5.557,77.038,79.204,59.535,2.574,4.291,10.251,6.928,summer_offpeak,0
30.419,32.319,54.421,669.265,12.368,123.977,112.295,100.41,2.538,13.469,9.071,6.954,summer_peak,0
35.127,38.201,45.032,638.833,13.737,135.399,122.4,105.798,2.55,12.626,13.686,0.744,summer_peak,0
33.017,34.475,35.52,614.295,11.705,129.326,138.166,102.828,2.568,12.497,10.883,8.022,summer_peak,0
7.79,12.89,66.271,498.828,7.403,78.227,80.411,67.797,2.621,9.737,1.878,5.0,winter_peak,0
35.509,37.402,53.6,628.14,13.529,123.074,125.145,114.646,2.537,15.037,13.308,9.938,summer_peak,0
7.186,8.936,75.101,563.136,7.323,86.108,78.751,67.218,2.647,15.89,-0.012,-7.421,winter_peak,0
6.277,10.568,56.487,114.522,3.409,59.169,51.64,44.456,2.659,4.268,1.314,-3.167,winter_offpeak,0
27.755,29.9,54.441,55.432,6.664,80.416,69.834,66.147,2.571,4.437,9.205,0.654,summer_offpeak,0
30.883,33.299,49.11,162.502,7.893,92.0,81.169,81.44,2.554,8.023,12.79,6.64,summer_offpeak,0
29.897,33.523,55.996,635.337,13.135,115.882,111.312,102.151,2.53,15.215,10.493,6.388,summer_peak,0
7.006,6.605,71.455,519.011,7.036,70.233,67.376,66.577,2.636,12.231,-0.768,-2.941,winter_peak,0
3.221,4.958,69.522,130.56,2.906,46.989,54.155,41.087,2.691,2.953,-1.602,-31.382,winter_offpeak,1
3.382,1.35,71.306,132.496,1.512,42.701,31.813,29.788,2.643,3.961,-3.961,-8.106,winter_offpeak,0
34.325,35.531,48.819,617.492,13.376,130.192,116.811,106.942,2.525,11.325,11.315,6.612,summer_peak,0
7.148,8.693,66.784,419.042,6.351,81.171,65.814,66.953,2.645,10.588,0.716,2.912,winter_peak,0
26.808,29.564,62.804,82.261,7.064,78.928,79.294,67.834,2.561,3.725,9.087,6.452,summer_offpeak,0
35.014,37.716,47.143,559.83,12.95,117.27,118.676,105.245,2.526,12.594,13.253,0.457,summer_peak,0
7.003,11.697,66.493,527.002,7.665,88.169,72.655,58.291,2.643,13.206,0.689,-2.317,winter_peak,0
30.586,35.319,54.909,526.483,12.358,125.846,104.587,100.594,2.528,11.255,12.471,5.159,summer_peak,0
29.75,32.763,48.793,215.08,8.511,94.552,87.512,77.237,2.531,5.839,10.543,7.674,summer_offpeak,0
21.641,25.996,58.478,206.074,7.613,85.823,80.804,70.597,2.558,6.175,9.276,4.055,summer_offpeak,0
29.186,34.366,53.971,680.831,13.875,122.211,118.705,104.973,2.526,16.003,10.804,8.615,summer_peak,0
6.392,11.255,66.421,513.437,6.833,83.115,74.244,65.868,2.617,10.446,0.272,-1.654,winter_peak,0
26.019,28.666,55.139,66.357,6.238,75.454,68.399,60.629,2.583,3.085,7.555,-3.776,summer_offpeak,0
3.48,5.775,58.404,37.21,2.201,34.383,38.013,36.939,2.621,1.922,0.042,1.742,winter_offpeak,0
6.867,9.3,66.704,656.108,8.566,85.919,73.41,75.569,2.63,16.379,-0.487,5.114,winter_peak,0
34.314,39.047,53.654,670.809,13.755,141.02,127.9,122.332,2.491,16.911,12.899,5.82,summer_peak,0
3.063,5.148,69.099,510.466,6.155,76.044,73.164,58.385,2.66,13.39,-1.789,-7.785,winter_peak,0
5.364,8.603,69.022,99.388,2.984,42.312,50.034,43.919,2.676,3.854,-0.5,-2.635,winter_offpeak,0
13.656,17.116,53.504,549.495,9.397,95.387,84.909,70.488,2.601,13.032,3.708,0.273,winter_peak,0
34.459,34.338,54.444,625.634,13.164,121.031,118.504,97.408,2.536,15.446,11.053,3.745,summer_peak,0
26.471,30.762,60.536,187.318,7.628,94.993,79.763,84.755,2.543,4.379,10.302,4.245,summer_offpeak,0
28.802,30.284,56.464,0.0,5.687,72.954,69.564,74.199,2.545,0.104,9.023,-0.552,summer_offpeak,0
30.754,34.552,52.789,551.881,11.873,128.14,112.702,105.767,2.496,16.129,11.99,5.645,summer_peak,0
5.497,7.702,60.484,85.942,2.813,41.463,45.23,28.422,2.671,4.333,-0.463,-7.032,winter_offpeak,0
31.032,33.856,46.27,155.685,7.984,94.139,93.559,88.967,2.541,3.259,9.334,6.056,summer_offpeak,0
9.32,12.64,64.544,0.0,2.58,53.931,35.585,35.253,2.626,0.693,1.94,-3.756,winter_offpeak,0
3.678,6.035,70.995,42.633,1.707,43.939,42.613,35.941,2.648,2.662,-1.139,-3.679,winter_offpeak,0
25.406,28.568,59.35,120.319,7.42,78.018,76.947,69.435,2.556,2.29,8.228,4.697,summer_offpeak,0
1.192,5.834,64.11,75.531,2.32,43.088,42.341,33.534,2.649,3.529,-0.98,-2.023,winter_offpeak,0
3.8,5.305,75.612,91.697,2.835,39.924,40.31,31.288,2.637,2.815,-1.987,-2.898,winter_offpeak,0
35.854,37.815,44.456,635.905,12.976,127.912,124.491,112.69,2.52,15.554,13.769,-0.945,summer_peak,0
4.619,7.642,69.912,132.253,3.542,51.383,49.803,40.995,2.68,4.021,-1.244,-0.458,winter_offpeak,0
26.829,30.767,49.888,160.073,7.656,87.174,77.994,71.028,2.535,5.065,9.629,2.046,summer_offpeak,0
5.824,10.227,75.323,71.928,2.721,52.981,51.155,50.671,2.603,4.891,-0.335,0.706,winter_offpeak,0
5.238,7.952,62.096,34.029,2.169,36.637,35.987,38.446,2.658,4.301,-0.409,-9.56,winter_offpeak,0
23.638,25.562,60.044,15.606,4.882,64.521,67.275,55.217,2.59,1.976,7.416,-0.145,summer_offpeak,0
8.564,10.429,67.391,490.937,7.011,72.737,70.153,69.049,2.644,11.779,0.119,2.255,winter_peak,0
38.088,39.422,43.222,544.967,12.774,131.882,123.986,117.481,2.47,11.01,12.984,5.049,summer_peak,0
32.38,39.049,49.815,643.503,13.982,136.265,130.931,117.003,2.502,15.23,13.545,5.787,summer_peak,0
28.169,30.5,55.73,92.75,6.889,85.353,66.311,65.776,2.531,4.796,8.771,6.048,summer_offpeak,0
29.706,31.821,55.789,68.347,6.917,82.756,76.194,65.17,2.547,4.812,11.054,7.553,summer_offpeak,0
9.435,12.317,69.518,585.491,8.388,86.686,71.513,71.058,2.631,11.771,1.337,-6.515,winter_peak,0
30.463,31.723,54.522,97.941,7.147,87.817,74.035,79.24,2.54,5.908,10.019,1.875,summer_offpeak,0
25.019,31.672,52.937,248.132,8.649,89.697,88.487,72.715,2.526,5.405,9.595,10.536,summer_offpeak,0
3.603,6.196,66.623,141.289,5.594,87.046,37.755,9.195,2.466,6.75,-2.406,-9.943,winter_offpeak,1
8.239,9.05,77.057,138.026,3.463,53.677,41.174,44.608,2.629,4.557,1.153,1.729,winter_offpeak,0
5.834,7.229,64.786,89.194,2.042,52.858,45.061,31.122,2.634,2.919,-0.758,-2.744,winter_offpeak,0
29.333,32.575,60.577,92.473,7.031,78.174,84.609,70.614,2.562,2.653,10.086,4.278,summer_offpeak,0
5.879,7.39,71.508,486.633,6.626,77.079,73.645,62.359,2.633,8.841,-0.791,-4.743,winter_peak,0
4.794,6.875,64.896,590.084,7.649,72.725,65.916,66.033,2.654,14.642,-0.514,-2.707,winter_peak,0
6.091,8.845,59.897,86.821,2.677,52.232,36.149,40.1,2.634,2.204,-0.106,-4.398,winter_offpeak,0
8.686,13.511,60.93,465.839,7.487,86.458,73.484,64.581,2.621,14.31,2.504,0.756,winter_peak,0
30.826,33.672,50.241,628.177,12.64,122.191,123.451,103.298,2.504,11.498,10.515,6.735,summer_peak,0
31.869,35.977,45.247,529.672,11.845,122.067,112.858,113.668,2.532,11.458,11.388,7.347,summer_peak,0
7.904,12.729,64.33,0.0,2.975,51.102,50.086,44.783,2.637,0.08,1.896,-1.657,winter_offpeak,0
7.097,9.041,69.726,4.188,2.142,38.601,44.951,45.614,2.628,1.583,0.359,-5.895,winter_offpeak,0
29.454,32.727,49.066,78.158,7.093,93.171,75.519,72.988,2.555,4.191,10.791,6.197,summer_offpeak,0
26.612,29.943,45.445,63.249,6.128,91.064,69.083,59.976,2.549,3.181,8.406,3.592,summer_offpeak,0
27.092,29.052,53.168,117.079,6.808,78.532,70.591,71.94,2.556,5.192,9.582,0.72,summer_offpeak,0
32.898,35.113,48.228,553.708,12.173,123.969,113.679,98.124,2.535,14.64,11.884,2.799,summer_peak,0
33.504,36.9,45.791,617.048,12.831,130.102,120.452,105.685,2.521,14.758,12.243,2.603,summer_peak,0
1.904,4.533,68.01,109.11,2.73,43.282,37.428,34.265,2.661,5.991,-1.337,-7.114,winter_offpeak,0
7.103,13.313,64.806,522.151,8.075,79.854,74.85,75.421,2.619,10.318,2.956,-1.677,winter_peak,0
31.626,34.977,62.248,600.079,12.962,123.99,117.987,111.413,2.502,13.814,13.221,11.471,summer_peak,0
24.853,27.024,58.737,75.096,6.218,76.395,71.374,71.132,2.591,3.604,8.175,-3.863,summer_offpeak,0
8.381,10.507,64.584,61.31,3.047,49.067,38.487,45.192,2.65,0.87,0.25,-4.926,winter_offpeak,0
31.368,35.161,49.244,139.883,8.201,96.205,86.96,74.548,2.544,4.123,12.036,-0.713,summer_offpeak,0
10.38,12.926,62.196,513.625,8.088,87.893,82.824,76.904,2.618,11.58,2.621,-0.682,winter_peak,0
32.137,38.652,43.149,646.561,13.46,132.258,122.542,114.377,2.517,15.032,15.061,13.486,summer_peak,0
8.005,13.913,69.388,574.828,9.311,93.48,80.235,68.392,2.589,11.318,1.744,1.361,winter_peak,0
6.114,6.842,63.166,438.764,6.343,70.851,58.168,61.997,2.623,12.453,1.577,4.255,winter_peak,0
33.121,37.267,60.698,637.712,13.912,137.33,113.042,109.541,2.511,12.419,12.09,6.062,summer_peak,0
30.345,31.587,56.708,647.693,12.838,128.287,112.76,99.758,2.548,13.697,9.094,6.788,summer_peak,0
33.841,35.474,48.499,590.194,12.853,118.506,121.861,107.037,2.508,14.754,12.654,7.74,summer_peak,0
27.051,28.864,56.845,135.569,7.097,86.204,84.093,77.03,2.573,4.065,7.958,3.583,summer_offpeak,0
30.472,34.807,45.521,609.819,12.755,132.868,116.669,112.301,2.503,14.567,9.957,2.631,summer_peak,0
31.413,35.538,53.457,606.942,12.502,122.194,125.396,107.329,2.525,12.766,11.727,4.342,summer_peak,0
10.895,11.031,63.595,484.755,7.013,83.764,74.936,71.378,2.647,13.339,1.011,0.628,winter_peak,0
