AT,V,AP,RH,PE
27.48,63.67,1017.25,76.85,433.24
33.07,73.45,1012.52,74.37,423.44
19.97,52.34,1005.96,53.15,446.45
29.68,64.36,1011.04,79.19,426.73
19.67,50.74,1011.56,99.02,450.8
18.18,33.77,1023.31,57.3,446.88
22.43,53.36,1012.88,37.07,439.17
16.12,43.31,1002.65,74.05,458.61
29.47,59.76,1009.48,72.97,423.79
24.13,48.6,1009.3,94.32,442.69
23.89,45.37,1013.43,71.11,441.28
28.81,54.82,1006.89,25.1,430.55
14.86,35.89,1006.33,32.61,450.25
21.91,33.86,1016.73,68.35,442.38
28.07,58.13,1007.56,28.04,430.15
30.61,63.74,1020.11,84.52,424.4
25.1,64.17,1013.71,54.45,436.65
7.47,38.8,1012.07,34.01,470.67
18.98,48.63,1011.35,54.86,453.11
4.3,25.0,1015.17,32.4,476.42
10.47,33.54,1015.12,66.18,469.58
6.61,33.13,1006.95,33.5,472.88
4.55,31.14,1019.96,75.87,481.12
7.45,25.0,1010.65,53.56,477.14
6.13,31.81,1016.78,46.15,480.22
27.19,54.77,1012.75,48.31,428.61
16.91,42.67,1024.61,41.34,456.05
13.57,35.71,1012.44,35.83,466.42
8.77,33.16,1008.43,87.67,465.58
26.65,50.72,1013.17,59.79,435.64
14.35,39.24,1019.16,46.34,459.93
22.94,42.44,1011.98,51.33,447.81
9.82,38.57,1002.68,92.02,467.38
4.73,30.15,1013.35,35.22,471.55
27.01,55.06,1009.65,89.46,432.45
26.25,55.6,1021.4,82.39,432.01
26.5,52.85,1015.35,64.48,435.61
29.69,65.5,1013.46,89.95,428.66
17.31,46.64,1020.54,77.83,450.79
9.81,29.84,1012.96,81.91,462.98
33.11,65.13,1001.02,25.23,424.79
17.53,45.2,1011.18,42.02,453.01
31.22,58.93,1009.49,26.49,427.21
4.91,27.09,1014.64,62.46,473.97
2.78,25.38,1005.63,67.82,474.88
6.16,41.92,1012.18,51.48,468.72
34.21,70.03,1013.27,52.39,418.26
25.4,51.1,1009.88,25.41,438.65
25.8,63.38,1007.1,80.68,435.75
30.51,64.67,1018.58,65.89,421.83
36.0,68.05,1005.89,59.3,408.62
17.37,48.71,1021.12,38.0,447.95
5.61,25.0,1016.91,62.61,478.61
27.63,67.18,1014.87,99.81,425.43
30.74,67.66,1009.94,85.42,421.88
26.15,54.53,1012.37,79.56,437.65
8.59,30.8,1012.73,25.75,464.38
26.81,69.86,1008.49,28.41,423.54
20.7,46.91,1008.55,44.75,447.08
27.99,56.79,1015.14,46.33,431.22
25.09,59.18,1007.82,77.15,442.74
34.07,69.08,1014.16,62.51,416.84
10.82,33.22,1009.23,52.91,472.94
14.78,44.04,1006.83,82.24,453.58
3.25,25.0,1016.94,44.81,481.55
24.41,54.54,1009.72,98.76,432.89
16.93,51.66,1007.16,58.6,449.89
33.0,74.52,1009.74,51.21,417.94
7.1,25.0,1016.59,48.44,478.27
23.52,52.69,1008.27,33.26,442.65
32.76,70.84,1011.34,87.99,419.35
18.66,44.0,1003.31,27.2,444.94
23.4,55.54,1013.63,87.92,434.3
35.16,72.4,1011.91,88.7,416.0
32.19,54.54,1005.99,94.62,421.14
2.37,26.35,1015.97,27.07,485.58
22.67,51.59,1016.15,40.71,434.4
13.79,37.65,1017.95,64.83,460.34
18.01,42.76,1009.05,28.34,451.68
10.87,25.0,1005.5,28.7,465.65
36.17,70.19,1021.14,27.79,406.95
24.59,59.87,1001.42,47.86,437.07
14.83,47.9,1013.47,33.71,457.02
25.38,56.21,1013.16,90.26,438.47
7.38,28.05,1015.2,70.08,472.2
31.89,62.28,1013.26,26.23,425.1
32.74,73.64,1014.07,83.8,423.68
25.38,67.8,1011.12,75.04,435.39
7.51,29.54,1014.57,36.68,469.9
25.93,40.49,1012.02,39.35,437.48
2.04,25.0,1014.78,39.75,483.13
5.19,35.26,1028.65,34.46,472.96
17.73,36.05,1004.76,97.9,456.39
9.09,26.69,997.62,80.38,478.74
24.62,44.74,1014.6,96.59,438.85
25.99,57.31,1026.9,25.45,433.22
19.67,60.81,1007.04,36.8,445.97
9.01,37.61,1020.95,80.92,463.82
36.32,61.28,1014.0,71.05,414.88
29.25,52.74,1016.49,65.58,436.99
34.48,71.51,1010.45,97.47,417.55
6.19,25.48,1022.44,62.17,469.87
4.22,25.0,1012.81,98.21,484.38
3.18,25.0,1022.65,94.54,482.35
23.86,47.59,1028.67,63.49,440.69
31.52,66.64,1026.59,50.46,424.66
15.35,43.8,1020.21,97.56,457.94
36.59,73.04,1002.09,77.69,410.99
28.41,52.93,1015.21,49.72,429.26
10.62,28.41,1018.78,57.0,462.74
28.35,58.1,1012.0,58.17,438.61
16.4,38.22,1011.11,44.94,455.62
6.77,34.14,1008.28,54.41,472.32
2.02,27.96,1028.11,94.35,484.1
5.07,26.57,1016.16,60.02,477.13
8.03,35.09,1011.64,83.46,476.92
25.18,63.65,1011.95,80.05,438.54
12.48,30.46,1017.43,88.36,460.59
8.81,28.45,1017.76,91.34,468.28
17.85,55.54,1007.97,44.17,445.03
4.02,25.0,1013.58,31.75,481.14
23.14,48.41,1016.07,75.29,439.0
10.64,33.79,1013.87,43.5,467.21
21.52,52.2,1026.26,32.95,449.24
20.67,39.14,1016.02,69.3,448.72
29.58,61.09,1014.96,47.53,424.32
12.46,42.02,995.12,38.31,461.79
30.38,59.6,1010.58,46.89,427.81
3.77,25.0,1021.24,84.66,482.79
36.5,76.7,1024.36,30.67,414.36
11.83,30.37,1017.33,87.86,464.46
2.58,25.0,1018.99,80.07,485.66
13.48,36.47,1010.46,68.41,455.64
28.92,64.05,1008.94,72.65,425.98
8.76,28.82,1010.04,77.81,471.78
6.96,25.0,1019.34,76.72,472.8
29.24,55.75,1014.06,82.65,430.26
26.95,59.24,1006.73,77.96,429.75
16.58,52.09,1020.65,72.76,451.99
31.63,63.13,1009.38,57.51,425.98
27.44,72.65,1007.38,37.1,428.53
3.64,25.0,1012.33,25.81,469.99
10.94,30.4,1016.71,65.22,462.88
21.01,48.9,1011.3,88.07,445.82
13.3,41.91,1017.72,39.23,460.13
11.04,32.05,1013.05,60.1,465.54
16.16,45.27,1020.29,54.19,454.93
9.88,30.48,1012.69,57.75,472.34
36.25,73.42,1018.1,39.99,412.0
31.38,66.81,1010.84,97.33,418.2
20.97,49.36,1016.57,89.6,449.42
34.46,69.21,1013.86,65.12,415.96
14.72,37.84,1007.14,87.57,459.22
26.58,52.36,1021.69,44.47,437.08
19.8,64.52,1011.46,93.36,441.5
9.43,26.4,1015.63,61.26,468.85
14.28,47.2,1010.59,83.97,453.41
17.42,49.77,1013.76,76.15,456.43
2.82,25.0,1013.25,49.93,476.15
20.25,47.33,1010.19,80.14,448.42
8.29,25.82,1014.25,68.41,472.96
29.96,62.95,1013.48,28.16,432.18
4.47,25.0,1017.18,26.39,477.99
21.27,49.13,1012.33,63.18,442.37
14.34,51.18,1018.43,43.77,464.68
32.68,72.86,1011.75,89.9,420.91
12.35,27.97,1011.5,93.71,460.73
29.34,61.81,1012.15,37.81,430.98
2.96,25.0,1011.48,62.23,477.94
11.18,26.3,1013.33,46.85,466.93
5.36,32.91,1016.23,79.5,472.68
8.3,25.0,1015.12,92.1,473.72
21.67,52.68,1008.48,64.05,438.95
32.49,76.68,1004.29,91.47,418.62
2.05,30.92,1003.41,77.85,484.34
9.94,25.42,1024.02,32.27,475.01
28.02,57.61,1005.99,47.87,434.96
13.91,37.53,1012.22,76.21,466.64
2.4,25.0,1024.23,48.81,487.34
21.68,55.46,1016.62,60.51,438.27
13.75,42.36,1014.73,51.15,459.45
36.38,82.0,1010.04,59.5,411.47
7.23,25.38,1010.08,79.48,465.23
24.91,57.28,1014.43,52.1,431.71
21.23,56.93,1017.63,96.79,449.45
35.3,72.92,1018.38,71.15,416.25
33.25,55.85,1017.22,71.4,424.17
21.38,50.49,1007.48,69.93,449.71
9.63,33.97,1010.57,69.31,474.39
25.0,55.31,1012.66,40.55,436.07
2.82,25.0,1015.3,57.16,475.7
17.96,49.2,1022.95,86.93,456.63
22.87,52.34,1013.48,43.09,445.52
16.48,37.73,1010.87,88.75,456.68
25.84,59.11,1015.56,31.59,436.66
10.03,32.57,1014.81,41.42,473.04
25.21,51.98,1018.75,62.24,443.76
12.23,32.28,1013.2,69.53,470.11
35.14,63.13,1010.76,85.03,413.33
22.33,51.09,1004.99,34.47,442.65
13.06,33.97,1011.66,92.56,464.01
15.78,47.67,1014.58,96.06,464.81
3.87,25.0,1011.63,42.51,482.97
18.41,49.52,1017.57,84.88,449.14
4.62,25.0,1015.83,31.25,480.98
10.22,30.24,1016.16,50.57,463.58
17.99,44.63,1003.64,98.8,453.96
32.52,69.77,1020.47,51.98,421.24
9.29,37.14,1017.13,35.3,467.85
33.81,68.04,998.29,58.97,411.96
16.36,43.36,1009.55,47.82,455.14
5.58,29.78,1000.0,78.48,472.14
26.62,61.53,1008.63,42.9,435.02
5.9,32.99,1007.22,69.83,475.92
9.17,25.0,1005.52,66.19,480.13
36.51,76.37,1016.78,88.97,407.6
17.81,43.62,1018.32,54.45,454.68
29.57,61.7,1010.95,58.9,422.51
23.57,47.87,1006.28,51.64,439.35
10.98,38.79,1019.88,84.48,470.63
13.53,45.16,1009.09,59.56,462.02
5.25,33.01,1012.18,69.06,480.92
2.89,25.0,1016.05,91.62,476.03
10.04,25.0,1012.28,51.75,474.85
2.86,30.24,1009.58,62.46,475.97
27.22,55.24,1011.82,59.45,441.93
33.54,56.66,1015.26,26.66,425.88
25.46,60.92,1016.58,48.02,437.65
17.31,30.64,1010.89,55.93,451.19
19.33,52.33,1004.3,87.16,444.89
25.24,51.79,1015.42,65.02,443.72
11.14,45.64,1013.66,26.54,465.48
21.59,49.84,1019.86,40.31,441.07
33.8,63.62,1014.09,58.98,416.09
27.35,58.52,1010.01,62.06,428.69
9.25,26.57,1008.78,95.71,477.25
26.73,53.43,1016.81,41.16,436.46
10.82,36.4,1002.2,81.44,462.91
25.36,55.2,1012.99,53.51,437.65
5.02,25.0,1005.8,33.37,472.99
31.54,61.39,1015.19,68.96,432.78
24.25,64.15,1013.37,45.43,438.25
25.37,46.97,1013.23,77.11,438.34
26.26,59.66,1015.4,48.54,444.05
13.94,53.47,1019.5,40.48,457.38
4.56,25.0,1020.47,31.3,472.69
29.39,65.41,1010.24,46.33,426.43
28.86,60.34,1019.92,48.85,431.36
13.69,32.31,1013.87,95.02,463.92
30.07,66.59,1015.46,78.71,431.27
16.77,46.65,1013.96,49.03,447.96
17.5,43.34,1014.77,41.28,459.0
19.34,41.63,1009.52,35.63,450.91
15.35,46.27,1006.32,77.61,454.19
15.69,44.45,1008.77,77.04,460.53
33.97,65.68,1015.57,91.09,415.25
3.44,25.0,1023.35,62.69,484.73
14.93,38.02,1007.76,47.28,460.38
24.43,50.58,1019.33,29.95,444.53
26.38,52.85,1005.02,54.58,432.4
11.29,41.94,1012.02,48.54,459.1
21.08,47.98,1018.74,43.95,444.79
14.05,47.08,1019.41,53.54,465.2
29.59,68.1,1013.27,41.25,427.7
26.55,62.51,1026.11,49.03,429.56
2.65,25.08,1014.5,27.42,476.75
14.73,39.05,1012.0,41.17,465.12
31.58,63.53,1003.85,99.62,430.68
25.24,66.76,1013.31,85.47,435.36
35.26,76.01,1011.66,73.33,410.24
27.28,55.59,1010.57,62.62,430.95
7.91,33.92,1017.28,51.5,471.65
7.74,26.2,1010.27,44.67,475.82
35.85,70.02,1007.99,77.26,416.0
5.04,25.0,1009.34,64.21,476.4
10.07,27.11,1017.93,54.77,475.42
20.24,41.16,1011.84,74.14,454.68
16.91,44.77,1020.23,94.71,455.04
9.41,38.68,1018.47,48.59,471.12
25.17,54.62,1011.57,80.13,445.82
29.09,62.58,999.7,74.25,440.33
25.67,53.74,1015.14,45.87,431.31
36.74,68.27,1014.87,52.4,406.5
21.25,50.67,1019.85,42.09,445.69
3.34,25.0,1023.2,49.4,477.94
28.64,66.0,1016.55,45.46,423.65
22.92,56.01,1009.59,47.71,435.41
8.65,32.86,1008.49,61.38,465.26
19.07,45.81,1010.85,81.81,458.53
2.31,25.0,1011.22,97.8,479.03
16.75,52.03,1010.61,62.73,455.56
17.96,42.89,1012.38,68.72,453.99
32.58,61.85,1025.2,86.4,421.59
8.51,25.0,1003.7,57.28,477.5
7.73,25.0,997.17,57.2,472.99
4.66,25.0,1011.62,93.73,476.69
32.54,63.14,1010.56,80.59,424.51
15.68,44.78,1004.76,64.68,454.86
24.47,50.89,1019.9,85.24,439.79
33.48,61.73,1016.04,31.61,414.96
29.04,63.38,1020.16,25.44,432.69
5.97,25.0,1019.31,78.38,475.32
13.98,49.16,1017.45,27.75,460.85
6.37,25.0,1011.86,83.01,477.94
2.5,25.0,1008.69,66.1,480.53
4.6,25.0,1014.39,54.7,479.2
15.33,42.25,1018.02,39.27,460.76
30.6,70.53,1004.85,96.32,424.78
8.21,27.21,1007.73,52.61,475.69
5.17,25.0,1009.11,59.78,483.17
20.23,49.2,1009.57,66.8,444.14
8.41,30.7,1003.27,81.92,468.9
17.29,47.04,1010.82,70.62,455.91
9.42,26.81,1010.72,62.67,466.56
15.73,37.0,1014.13,81.19,459.99
23.2,47.14,1003.24,88.44,438.12
34.21,64.34,1005.14,75.47,420.27
27.64,57.59,1016.63,94.98,426.96
7.2,36.76,1020.74,36.89,463.06
13.87,40.86,1024.59,57.72,458.98
13.58,35.53,1020.28,92.6,468.31
13.48,28.92,1010.96,51.51,461.31
21.75,58.28,1018.2,67.25,451.74
36.74,75.32,1004.57,97.68,412.77
26.66,65.16,1019.41,56.62,439.7
31.82,47.55,1009.8,95.34,428.72
4.14,38.44,997.77,94.21,468.74
34.96,62.89,1022.26,87.13,426.33
9.16,25.0,1012.44,36.09,468.07
21.4,44.77,1020.02,61.9,452.88
16.97,39.4,1011.96,69.85,453.73
32.17,72.95,1020.04,43.41,416.57
29.68,47.23,1018.16,30.05,429.81
14.74,43.01,1016.92,69.09,455.28
2.51,29.59,1002.65,60.89,483.29
29.49,67.69,1007.75,42.2,422.69
23.52,56.27,1001.96,28.67,437.07
32.35,70.76,1016.03,74.87,420.29
14.02,36.11,1008.02,30.82,463.26
33.61,62.5,1018.7,30.65,419.22
26.14,52.06,1009.37,60.19,441.61
34.22,56.98,1011.88,47.58,418.0
14.07,44.31,1016.84,29.58,458.24
17.99,43.83,1006.73,31.37,454.54
23.69,54.56,1014.44,53.08,444.05
22.35,59.51,996.63,56.36,438.29
24.21,61.5,1007.89,66.84,436.83
12.09,39.01,1018.23,49.64,467.06
3.59,25.0,1028.34,66.57,485.33
6.75,25.0,1000.47,67.15,476.93
31.81,69.47,1022.13,57.92,428.79
5.98,25.0,1021.14,71.29,468.76
31.02,61.25,1010.27,89.06,424.0
32.8,64.78,1007.3,98.07,416.73
2.7,25.0,1011.76,74.52,477.12
9.53,32.51,1011.57,38.48,471.4
19.46,51.74,1015.18,31.87,454.44
30.53,71.04,1003.78,36.63,424.34
20.89,45.6,1013.5,56.65,449.72
8.22,25.0,1009.53,83.44,476.17
5.93,25.24,1010.87,83.43,480.16
11.15,27.64,1017.09,98.76,468.96
15.27,34.06,1015.24,63.56,456.17
35.4,70.73,999.64,44.01,416.25
15.92,47.6,1013.62,32.68,452.7
24.86,54.9,1013.11,65.62,436.18
34.39,69.38,1016.64,86.13,409.29
13.06,43.76,1014.06,98.39,460.44
8.54,34.12,1014.17,89.61,476.35
2.2,25.0,1010.9,92.49,480.47
23.78,48.86,1012.99,91.83,442.92
28.14,56.22,1017.96,35.94,436.2
19.18,54.41,1004.15,60.09,445.11
16.51,33.8,1011.27,98.6,454.92
3.82,25.0,1010.57,65.92,478.94
18.03,27.26,1008.57,31.32,457.96
28.68,56.18,999.58,82.17,428.03
13.88,32.31,1019.75,59.98,455.38
35.08,62.53,1010.54,50.72,417.25
5.03,28.79,1021.89,98.96,476.78
20.22,41.75,1027.6,90.23,444.84
26.53,64.28,1006.77,79.01,430.54
4.76,25.52,1017.77,26.35,475.81
29.15,58.26,1013.09,28.38,429.79
16.89,35.67,1016.27,82.34,453.66
14.71,49.31,1017.0,45.02,458.47
19.44,46.6,1017.69,64.38,449.61
31.81,74.58,1016.21,78.29,416.18
24.12,67.66,1013.71,94.44,438.92
22.28,50.26,1007.33,74.28,442.41
34.83,72.94,1009.5,25.86,417.14
13.38,45.69,1005.7,99.54,465.4
20.92,48.52,1004.78,89.69,447.94
15.36,30.5,1013.03,27.16,458.72
18.86,51.54,1008.33,74.93,446.77
31.58,60.6,1002.14,42.92,425.71
7.13,25.0,1001.22,79.27,476.18
35.13,65.29,1009.95,25.57,417.5
29.36,69.12,1006.58,50.25,425.08
7.24,25.0,1015.4,43.63,474.63
11.75,31.62,1013.06,53.8,468.75
14.92,33.12,1015.76,85.98,466.55
6.27,34.51,1021.41,74.2,483.1
12.7,40.84,1007.91,77.8,457.97
25.47,65.01,1015.54,59.52,437.22
13.85,44.23,1009.15,52.53,451.27
15.33,43.72,1008.48,94.37,459.12
22.44,59.9,1012.07,68.41,442.72
30.64,69.33,1002.9,98.24,422.66
22.38,52.66,1014.8,33.27,446.02
4.23,29.14,1012.98,28.26,476.15
18.42,57.28,1011.23,57.62,453.28
4.21,28.87,1013.91,68.46,474.17
5.83,25.0,1008.56,83.66,477.29
11.76,25.0,1016.06,65.2,463.07
5.13,25.0,999.33,57.09,471.22
11.01,40.99,1004.72,53.43,464.91
12.17,39.16,1014.49,65.53,464.84
7.99,34.74,1010.4,28.64,477.65
31.47,63.51,1015.16,80.57,417.29
25.24,54.01,999.22,93.57,430.06
7.23,25.72,1010.64,86.02,483.45
29.15,59.53,1009.54,32.87,426.17
6.58,27.1,1012.32,65.94,475.55
4.42,25.0,1003.74,49.92,478.5
29.23,53.39,1019.4,83.04,425.41
10.96,25.22,1015.32,98.57,465.29
5.25,33.28,1014.66,61.59,475.65
10.6,34.08,1014.47,50.49,469.41
21.41,51.35,1010.19,73.8,439.68
29.25,56.5,1007.7,47.95,433.08
28.68,59.36,1020.27,69.39,428.13
34.65,70.8,1018.04,73.84,419.12
30.75,59.99,1012.1,65.58,421.81
33.8,61.18,1006.52,91.84,425.96
14.33,41.6,1011.3,32.59,460.1
24.17,56.15,1020.77,38.09,443.61
5.58,25.0,1016.34,43.74,474.19
13.87,31.58,1022.76,66.14,469.82
16.99,49.42,1020.89,80.68,454.4
32.97,59.58,1021.34,56.46,423.3
35.16,62.61,1016.17,71.38,421.62
23.39,45.71,1012.6,30.31,441.18
19.38,46.46,1011.75,80.22,448.52
26.92,55.33,1007.14,77.44,427.12
26.65,60.63,1006.75,75.44,430.67
14.4,31.23,1015.2,46.93,457.64
34.58,63.35,1008.54,39.79,415.66
21.9,48.99,1000.26,34.09,440.76
30.05,60.41,1016.03,53.37,430.13
15.26,33.26,1005.46,92.35,456.21
25.18,51.42,1010.42,91.01,437.26
17.93,38.25,1009.62,41.48,459.32
24.11,50.72,1008.66,88.71,441.59
29.84,53.24,1020.38,28.02,434.16
2.84,27.71,1014.62,34.5,478.17
4.94,25.0,1001.94,39.18,478.8
9.45,28.68,1029.42,36.99,466.66
27.85,41.52,1012.58,64.42,439.17
15.77,35.66,1020.12,78.67,467.61
35.9,71.45,1019.13,47.69,404.49
10.82,38.33,1013.49,33.41,471.69
7.69,25.0,1003.89,68.06,478.02
15.33,50.44,1000.05,92.04,455.89
20.58,60.76,1024.46,77.01,439.65
31.72,58.75,1003.28,51.85,425.08
36.65,77.31,1018.46,69.61,414.58
10.84,27.39,1002.73,26.99,469.11
6.42,29.14,1005.89,45.48,470.59
25.35,56.61,1017.73,91.07,441.43
24.0,58.43,1008.51,73.78,431.36
34.47,69.73,1012.19,75.49,419.18
6.59,25.73,1008.38,91.27,484.28
33.64,67.36,1005.76,63.19,416.84
26.76,60.77,1019.04,82.15,432.01
19.85,43.84,1013.44,31.41,448.21
30.67,66.64,1011.16,31.65,425.94
25.34,50.67,1006.51,41.47,434.57
31.15,64.65,1004.36,26.73,419.66
19.69,52.44,1008.88,81.66,450.48
7.71,25.58,1013.75,41.33,471.24
21.35,50.95,1015.11,53.96,444.65
8.0,25.0,1014.55,94.17,471.28
28.11,55.46,1016.65,60.34,432.81
31.5,76.33,1002.56,55.02,426.68
29.69,54.93,1018.1,32.76,425.55
11.18,27.61,1008.53,56.12,470.1
31.9,69.21,1009.32,77.91,421.86
10.03,29.87,1020.29,53.38,469.43
19.05,41.32,1016.6,41.31,453.63
22.71,47.59,1010.66,48.48,449.63
33.46,72.14,1012.89,98.65,420.8
24.56,51.1,1006.07,94.6,438.03
17.41,31.99,1009.07,70.8,454.39
2.08,28.16,1015.19,56.61,482.29
2.37,28.72,1011.29,76.77,478.42
33.45,70.19,1018.6,33.47,425.45
33.17,64.89,1009.57,31.65,420.08
24.81,46.61,1014.22,73.73,434.66
26.75,67.84,1002.51,48.29,430.93
14.96,26.58,1011.98,68.99,468.96
20.97,55.53,1013.81,48.69,447.53
32.56,71.28,1010.9,98.88,424.08
4.54,28.72,1001.35,95.61,472.76
16.12,44.39,1013.33,46.6,453.97
32.3,70.65,1001.45,31.02,415.41
24.38,53.71,1009.51,40.37,443.37
24.66,59.49,1015.34,97.03,437.2
4.71,29.35,1011.7,85.35,476.58
16.76,42.99,1006.47,35.01,451.26
12.55,37.06,1014.27,37.67,467.44
8.86,31.34,1001.23,47.71,468.81
21.45,58.03,1018.26,35.8,443.14
7.78,25.0,1014.78,86.64,473.44
31.59,62.35,995.16,88.57,426.98
16.32,50.01,1012.81,49.99,447.97
24.06,48.13,1018.1,61.28,439.03
11.16,36.16,1014.13,43.28,463.14
7.95,29.37,1011.07,84.05,478.04
35.08,59.42,1004.7,41.95,415.0
15.21,40.98,1003.36,61.38,460.91
26.51,61.69,1012.95,36.42,432.6
15.5,39.28,1012.95,44.37,462.13
27.25,63.34,1020.29,49.59,432.14
35.66,72.8,1005.31,34.82,412.62
22.67,52.91,1021.84,63.08,442.96
18.82,35.44,1018.28,95.75,456.14
13.14,40.48,1015.91,45.97,456.56
3.3,25.0,1013.97,35.89,486.55
23.6,56.56,1009.72,59.09,440.04
11.13,37.96,1007.24,43.09,464.32
5.28,25.0,1014.79,70.7,470.79
34.7,64.92,1007.76,37.65,411.66
36.13,62.9,1015.63,94.35,414.7
8.8,32.31,1022.55,59.8,473.77
27.99,53.83,1022.21,32.28,431.63
30.47,70.2,1020.51,53.46,419.4
12.52,41.78,1014.8,29.2,462.23
26.33,48.85,1011.78,97.82,439.59
3.04,25.91,1020.86,67.68,475.86
8.26,26.42,1019.58,63.59,469.7
21.15,36.42,1007.89,27.24,456.8
16.96,45.62,1007.21,98.08,454.96
6.39,25.0,1013.63,88.16,475.25
18.38,41.79,1014.33,63.32,454.07
25.83,59.15,1006.9,83.43,431.06
10.53,36.69,1002.27,52.08,451.65
7.09,44.45,1011.12,77.47,473.04
3.25,25.91,1010.54,50.9,474.14
27.28,56.62,1015.16,44.47,431.91
10.22,27.6,1005.83,62.2,472.03
19.45,33.02,1014.99,73.05,454.65
13.53,34.22,1010.3,44.09,459.37
18.43,43.82,1015.41,66.62,450.07
36.15,81.44,1022.26,39.45,409.94
32.27,62.39,1016.18,31.39,424.49
25.67,45.18,1013.09,85.22,439.04
17.64,44.73,1018.71,32.27,451.08
15.65,40.71,1004.65,86.2,458.22
36.21,74.13,1010.66,83.51,423.31
2.45,25.0,1012.8,66.78,486.08
26.5,51.04,1011.6,57.9,436.43
32.32,55.06,1009.42,66.67,424.84
16.89,39.76,1024.29,63.71,451.24
7.96,27.7,1014.6,69.34,471.54
5.22,26.19,1016.48,33.68,475.06
32.84,73.23,1014.02,75.9,415.36
18.6,42.73,1003.25,52.61,455.49
19.06,41.12,1017.64,59.09,451.11
32.26,47.72,1017.35,62.05,423.82
27.67,61.9,1012.3,51.42,430.09
4.72,25.0,1011.0,32.69,481.78
7.61,25.88,1013.94,45.79,476.1
34.06,60.97,1002.65,96.38,422.44
28.05,58.56,1021.6,51.97,430.76
23.91,49.89,1009.95,53.71,442.25
29.91,58.63,1014.56,44.01,424.32
31.43,57.87,1013.56,46.17,424.96
4.17,27.82,1005.33,43.05,477.87
9.05,25.0,1014.3,27.97,476.09
32.36,61.3,1012.75,38.34,426.84
12.23,42.42,1012.9,43.14,468.8
25.87,47.98,1015.77,86.13,439.63
8.07,42.12,1006.92,29.42,466.94
10.24,29.95,1005.05,78.87,468.47
11.97,43.2,1012.56,81.76,464.07
34.47,78.8,1019.39,98.55,422.43
29.75,60.07,1017.19,31.55,426.92
17.5,45.27,1016.59,81.52,455.15
22.84,59.55,1007.43,29.07,438.66
9.33,34.91,1005.62,25.3,464.23
6.54,43.14,1017.07,54.28,466.92
17.31,48.55,1018.37,92.32,444.89
18.79,44.02,1013.66,74.83,449.2
36.44,77.93,1013.36,94.25,409.3
13.33,38.24,1011.26,50.66,461.65
30.12,73.34,1003.28,90.31,420.37
24.97,45.42,1015.32,41.39,434.99
8.57,40.9,1017.07,50.8,472.2
15.28,53.08,1015.83,76.03,451.31
11.5,44.84,1013.67,88.47,456.64
22.85,51.68,1019.34,68.36,449.19
2.63,25.0,1006.86,67.02,482.82
20.68,42.84,1003.12,98.97,445.82
32.29,64.84,1018.07,99.14,420.63
23.18,60.6,1012.67,86.96,431.05
13.14,38.33,1017.76,50.55,465.48
24.78,50.3,1013.49,97.0,436.01
14.31,40.85,1016.74,99.73,463.14
23.46,60.71,1020.81,33.5,433.58
34.74,65.99,1014.47,32.35,408.03
17.61,44.2,1005.01,93.86,455.55
31.33,65.24,1025.67,35.23,429.92
14.44,42.12,1013.36,82.69,463.94
34.17,73.15,1018.41,27.86,425.17
12.4,43.53,1012.2,74.88,463.3
36.3,61.16,1008.45,43.28,412.49
8.13,33.19,1011.03,67.22,468.46
9.7,31.57,996.63,96.06,467.94
22.98,45.99,1015.58,84.97,453.97
16.09,42.88,1008.99,91.99,460.32
5.72,26.66,1023.17,32.2,471.2
12.78,35.14,1017.06,41.69,472.23
8.99,34.42,1020.89,76.8,469.18
3.29,25.0,1017.03,33.05,474.09
7.7,31.02,1009.4,58.26,473.01
35.06,69.52,1013.95,51.92,409.45
20.61,48.24,1019.69,95.4,446.67
25.35,54.52,1012.24,46.78,437.76
3.5,25.0,1014.65,67.32,483.47
14.54,46.81,1013.93,86.93,457.24
21.33,52.77,1016.09,96.05,452.4
22.36,52.52,1013.53,61.82,443.21
34.5,73.11,1021.41,83.05,413.96
25.1,50.55,1018.54,89.37,440.31
34.69,77.15,1014.19,27.44,409.42
24.29,43.25,1015.96,72.96,440.99
11.0,31.86,1009.89,29.93,465.96
4.46,25.0,1013.22,34.71,475.2
35.13,65.41,1015.66,36.77,415.12
4.21,26.14,1015.58,66.06,469.12
13.14,37.22,1001.24,95.47,456.98
17.12,54.84,1009.94,48.49,438.22
20.99,49.76,1006.73,52.19,447.47
29.54,63.41,1026.13,94.39,422.57
19.11,45.14,1021.03,68.9,449.84
33.39,60.1,1017.08,82.55,417.12
18.41,49.32,1009.83,60.18,445.9
18.33,53.01,1012.74,95.5,453.31
35.3,61.89,1015.42,43.89,414.69
32.04,52.61,1021.69,88.02,424.62
15.45,29.62,1006.36,48.87,463.96
19.49,44.09,1008.08,83.13,460.54
27.92,59.96,1005.96,90.97,436.03
11.72,38.89,1007.1,57.57,459.32
23.45,38.03,1009.35,29.02,443.87
9.01,25.0,1011.25,53.67,466.91
28.1,59.36,1019.27,30.04,431.45
33.67,69.21,1009.2,70.9,422.87
15.18,37.34,1014.17,86.96,460.75
2.43,25.0,1011.37,89.72,488.15
19.31,48.64,1004.01,71.29,451.64
34.1,63.07,1019.5,61.29,421.92
35.54,59.02,1018.38,43.25,421.23
24.63,61.85,1012.89,50.43,434.19
31.67,69.29,1010.98,97.67,424.87
