loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_existing_loans,debt_to_income,interest_rate,home_ownership,loan_purpose,region,prior_default,collection_calls,default
LN01953,32,62000.0,8.8,591,38800.0,36,0,23.2,13.73,Rent,Home,Central,No,0,0
LN01954,33,70200.0,5.6,785,49500.0,60,1,19.8,12.11,Rent,Car,North,Yes,0,0
LN01955,54,96500.0,,695,53400.0,12,0,47.7,13.22,Mortgage,Personal,South,No,0,0
LN01956,41,30600.0,3.6,721,8700.0,24,1,33.5,12.5,Own,Education,East,No,1,0
LN01957,21,88700.0,2.4,760,19000.0,60,1,37.5,12.62,Rent,Personal,North,No,0,0
LN01958,31,49300.0,2.9,637,96100.0,12,2,40.5,15.53,Mortgage,Home,Central,No,3,1
LN01959,28,,7.4,635,91900.0,60,1,41.9,15.1,Mortgage,Business,North,No,9,1
LN01960,38,58500.0,2.9,595,23100.0,48,0,24.7,15.36,Own,Business,South,No,1,0
LN01961,21,39500.0,2.2,715,61500.0,36,2,74.1,12.72,Mortgage,Home,South,Yes,10,1
LN01962,48,52400.0,4.2,491,20600.0,24,3,22.3,21.28,Rent,Personal,West,Yes,0,0
LN01963,48,76200.0,9.8,682,10900.0,36,0,6.5,14.19,Mortgage,Personal,Central,No,0,0
LN01964,39,54200.0,2.0,675,38000.0,24,1,44.9,13.93,Mortgage,Personal,West,No,1,0
LN01965,39,71700.0,3.5,656,28300.0,24,2,16.4,14.69,Rent,Car,North,No,0,0
LN01966,39,60300.0,18.1,633,32800.0,24,1,16.1,15.49,Rent,Car,North,No,0,0
LN01967,34,87800.0,9.9,589,14000.0,36,0,21.4,16.56,Rent,Personal,Central,No,0,0
LN01968,53,78500.0,14.0,685,20100.0,48,2,32.6,13.97,Rent,Business,South,No,0,0
LN01969,28,112500.0,3.3,726,13500.0,24,0,27.2,11.49,Mortgage,Car,Central,No,0,0
LN01970,68,55500.0,3.2,660,16400.0,36,2,21.7,14.68,Rent,Personal,North,Yes,1,0
LN01971,27,24400.0,,822,16600.0,12,0,25.7,10.86,Rent,Personal,South,No,1,0
LN01972,43,39600.0,7.4,715,15800.0,36,0,34.5,11.9,Mortgage,Personal,East,Yes,5,1
LN01973,28,55600.0,8.2,682,29800.0,36,2,49.6,12.51,Mortgage,Personal,South,No,0,0
LN01974,31,76300.0,3.4,704,62100.0,48,0,37.6,12.64,Mortgage,Personal,Central,No,0,0
LN01975,38,55000.0,10.4,651,24400.0,24,0,40.0,17.17,Mortgage,Home,North,No,10,1
LN01976,22,124400.0,3.6,628,13700.0,36,0,16.5,17.54,Mortgage,Car,East,No,0,0
LN01977,46,54200.0,1.1,638,17900.0,24,0,3.2,14.04,Rent,Car,South,Yes,0,0
LN01978,42,,7.4,711,19500.0,24,2,27.4,12.12,Rent,Personal,North,No,0,0
LN01979,47,62300.0,0.6,751,29500.0,12,1,28.2,12.47,Own,Personal,Central,No,8,1
LN01980,49,62700.0,6.8,698,10500.0,48,1,36.1,14.17,Rent,Home,Central,No,0,0
LN01981,30,79300.0,,758,12300.0,36,3,22.0,12.14,Own,Home,West,No,0,0
LN01982,38,35000.0,,645,18500.0,36,2,31.2,12.65,Rent,Personal,South,Yes,0,0
LN01983,37,29600.0,4.3,645,24900.0,48,2,41.8,13.65,Rent,Education,East,Yes,4,1
LN01984,53,58800.0,3.8,623,98500.0,60,0,53.6,16.2,Mortgage,Business,South,Yes,6,1
LN01985,39,54600.0,4.6,713,32400.0,36,1,50.6,13.36,Rent,Education,North,No,9,1
LN01986,30,60300.0,5.2,583,25800.0,60,0,41.2,17.74,Mortgage,Car,East,No,0,0
LN01987,44,27600.0,3.1,696,36700.0,12,1,45.3,13.51,Rent,Home,West,No,0,0
LN01988,35,102900.0,1.4,687,70600.0,36,0,23.2,14.86,Own,Personal,Central,No,0,0
LN01989,50,183800.0,3.2,652,23800.0,36,2,5.2,15.79,Mortgage,Car,Central,No,1,0
LN01990,56,70700.0,5.0,692,36800.0,12,0,37.8,14.7,Own,Personal,North,No,6,1
LN01991,52,26600.0,10.1,721,53100.0,36,1,44.7,12.76,Rent,Home,East,No,0,0
LN01992,31,124400.0,5.3,747,59700.0,48,0,36.5,10.49,Rent,Car,West,No,0,0
LN01993,51,80000.0,8.2,579,29500.0,60,0,19.8,17.76,Mortgage,Personal,East,Yes,5,1
LN01994,30,67700.0,7.1,708,52100.0,60,3,38.3,13.0,Own,Home,North,No,1,0
LN01995,36,73400.0,7.1,660,10000.0,60,1,41.8,16.35,Mortgage,Personal,West,No,0,0
LN01996,52,68800.0,1.0,586,22700.0,24,2,30.6,16.93,Mortgage,Business,East,No,0,0
LN01997,43,72800.0,6.8,635,82900.0,36,1,52.3,15.64,Own,Personal,West,No,5,1
LN01998,62,58300.0,4.2,658,21000.0,36,0,3.6,14.07,Own,Personal,Central,No,4,1
LN01999,50,125400.0,7.3,645,36800.0,36,2,22.5,15.12,Rent,Personal,East,No,0,0
LN02000,43,55000.0,,532,32300.0,12,0,33.5,17.19,Rent,Personal,North,No,6,1
LN02001,54,44900.0,6.3,590,78600.0,36,2,52.2,18.48,Own,Personal,West,No,0,0
LN02002,41,,5.7,654,50500.0,24,0,18.9,13.24,Rent,Car,North,No,0,0
LN02003,56,140900.0,14.9,693,25700.0,36,1,28.4,11.56,Rent,Personal,East,No,0,0
LN02004,21,82500.0,3.9,748,58300.0,60,1,31.4,13.16,Own,Home,East,No,0,0
LN02005,39,32700.0,,589,19300.0,60,1,43.6,14.51,Rent,Personal,North,No,4,1
LN02006,29,94500.0,,767,14500.0,60,3,40.1,11.5,Mortgage,Personal,North,No,0,0
LN02007,38,,6.1,662,12300.0,36,3,28.5,15.64,,Education,Central,No,0,0
LN02008,33,36700.0,4.8,712,15200.0,12,0,40.7,11.56,Mortgage,Home,North,No,0,0
LN02009,63,46400.0,10.1,709,14600.0,36,0,26.8,12.36,Mortgage,Car,West,No,0,0
LN02010,47,64600.0,6.3,711,26900.0,36,3,34.2,15.13,Own,Car,Central,Yes,0,0
LN02011,39,40600.0,5.6,567,25100.0,48,2,20.4,17.9,Mortgage,Home,North,No,3,1
LN02012,50,92800.0,3.9,659,26100.0,60,0,36.9,13.48,Rent,Home,East,Yes,0,0
LN02013,21,,3.2,703,30900.0,24,0,44.5,11.23,Mortgage,Personal,Central,No,1,0
LN02014,56,43500.0,5.3,679,32700.0,36,0,57.5,13.6,Mortgage,Home,East,Yes,5,1
LN02015,21,50200.0,6.4,768,6500.0,48,0,17.2,11.44,Mortgage,Business,East,No,1,0
LN02016,42,,8.7,768,15100.0,36,2,37.7,10.39,Mortgage,Personal,South,No,11,1
LN02017,63,29000.0,5.0,664,35400.0,48,2,48.4,13.29,Mortgage,Personal,North,No,0,0
LN02018,26,60100.0,1.7,747,27100.0,36,0,23.6,11.69,Mortgage,Home,East,No,1,0
LN02019,29,42700.0,1.1,620,24900.0,36,3,43.1,13.46,Own,Personal,South,No,0,0
LN02020,21,152500.0,4.3,540,37400.0,36,0,23.8,17.91,Own,Car,West,No,0,0
LN02021,21,58000.0,10.5,729,52300.0,60,0,35.7,12.17,Own,Education,Central,No,0,0
LN02022,43,34100.0,,752,27300.0,36,1,31.5,11.43,Own,Car,South,Yes,1,0
LN02023,42,65700.0,15.9,772,56800.0,12,2,35.1,12.52,Rent,Personal,North,No,0,0
LN02024,34,139500.0,4.8,723,36200.0,36,2,13.9,12.47,Rent,Personal,Central,No,0,0
LN02025,44,53300.0,,621,24800.0,36,2,41.2,12.44,Rent,Home,North,No,7,1
LN02026,34,51500.0,6.7,723,41000.0,24,2,23.7,12.65,Rent,Personal,East,No,1,0
LN02027,29,67200.0,11.4,621,11400.0,36,3,26.1,15.24,Rent,Car,East,No,5,1
LN02028,35,85100.0,4.3,758,29600.0,36,1,10.9,10.04,Mortgage,Business,South,No,1,0
LN02029,26,58400.0,4.6,720,31200.0,60,3,41.2,14.34,Mortgage,Home,West,No,0,0
LN02030,21,74100.0,12.3,652,18600.0,24,1,5.6,12.81,Mortgage,Education,East,No,1,0
LN02031,37,93400.0,3.2,784,22200.0,36,0,21.9,9.35,Own,Business,North,No,0,0
LN02032,45,50000.0,8.2,698,24900.0,12,1,26.7,12.88,Rent,Education,Central,No,2,0
LN02033,54,23100.0,11.6,738,45700.0,36,1,57.0,13.01,Own,Personal,Central,No,0,0
LN02034,47,96000.0,4.5,573,22500.0,60,2,23.1,16.56,Mortgage,Home,East,Yes,5,1
LN02035,36,49900.0,8.8,677,55900.0,60,0,26.4,13.57,Rent,Business,East,No,0,0
LN02036,30,,6.1,710,11400.0,36,3,33.5,14.93,Own,Car,West,No,1,0
LN02037,39,55300.0,6.7,771,21000.0,48,1,13.6,13.1,,Personal,South,No,0,0
LN02038,44,65000.0,11.0,728,29500.0,48,2,34.7,11.28,Own,Business,South,No,3,0
LN02039,39,93000.0,4.1,676,13800.0,36,0,8.2,14.88,Own,Business,Central,No,1,0
LN02040,34,31800.0,,653,28700.0,48,2,10.2,13.68,Own,Education,South,No,0,0
LN02041,45,139900.0,9.7,614,23400.0,12,1,36.1,16.74,Mortgage,Personal,East,No,0,0
LN02042,21,67500.0,5.7,707,24800.0,48,1,21.4,13.02,Own,Education,East,No,0,0
LN02043,48,30500.0,6.5,820,36300.0,48,1,47.2,9.91,Rent,Car,East,No,0,0
LN02044,61,51400.0,8.9,647,50000.0,36,2,40.8,12.5,Mortgage,Education,East,Yes,0,0
LN02045,25,56500.0,11.6,683,24500.0,48,1,31.0,12.44,Own,Education,South,No,0,0
LN02046,47,98500.0,4.3,560,43000.0,36,1,26.4,19.1,Rent,Business,North,No,9,1
LN02047,35,38600.0,8.8,698,18600.0,36,1,45.1,13.79,Mortgage,Car,West,No,0,0
LN02048,31,70300.0,8.5,588,18500.0,36,1,26.1,15.88,Own,Car,West,Yes,0,0
LN02049,48,77400.0,3.6,609,25800.0,24,1,32.4,16.68,Rent,Business,Central,No,0,0
LN02050,48,56600.0,7.3,656,31300.0,36,0,23.8,14.06,Rent,Home,Central,No,0,0
LN02051,38,25200.0,5.3,554,52800.0,48,3,54.2,17.0,Mortgage,Personal,East,No,5,1
LN02052,61,60300.0,7.8,761,18400.0,60,0,34.6,12.62,Rent,Car,Central,No,0,0
LN02053,47,86900.0,1.2,801,19800.0,24,1,4.0,8.38,Rent,Business,South,Yes,0,0
LN02054,21,46200.0,4.6,694,36100.0,12,0,35.7,11.95,Rent,Business,Central,No,1,0
LN02055,59,58200.0,6.9,713,43300.0,24,0,37.3,12.46,Rent,Business,East,No,0,0
LN02056,42,54900.0,8.4,637,24900.0,12,1,23.6,14.75,Mortgage,Personal,West,No,1,0
LN02057,60,40800.0,5.5,791,19000.0,24,0,21.9,10.11,Rent,Personal,South,No,0,0
LN02058,29,40600.0,4.1,744,44200.0,36,0,52.7,10.97,Rent,Education,West,No,0,0
LN02059,29,76500.0,5.5,572,34400.0,24,1,25.6,16.67,Mortgage,Personal,North,No,0,0
LN02060,35,81300.0,8.1,612,27100.0,24,1,31.4,16.06,Rent,Personal,South,No,2,0
LN02061,44,76000.0,9.3,690,28900.0,48,2,18.0,12.19,Mortgage,Home,Central,Yes,0,0
LN02062,49,47200.0,4.6,828,42500.0,48,0,32.7,11.69,Mortgage,Education,West,No,0,0
LN02063,31,57400.0,7.3,710,43100.0,36,1,39.2,12.52,Mortgage,Home,Central,Yes,0,0
LN02064,75,75600.0,4.5,588,29600.0,60,0,42.7,16.82,Rent,Car,West,No,4,1
LN02065,29,24400.0,9.9,620,44000.0,12,1,66.8,14.35,Rent,Car,South,No,6,1
LN02066,35,47200.0,11.6,788,20700.0,24,1,17.9,10.42,Rent,Car,Central,No,0,0
LN02067,65,52700.0,7.3,782,9700.0,24,0,18.6,10.46,Mortgage,Business,North,No,0,0
LN02068,63,34800.0,7.9,747,22000.0,60,1,25.6,12.57,Rent,Personal,North,No,0,0
LN02069,59,48200.0,7.0,667,34000.0,60,0,38.1,14.55,Mortgage,Business,North,No,0,0
LN02070,45,36300.0,13.4,697,18100.0,60,2,30.0,14.89,Mortgage,Personal,South,No,0,0
LN02071,42,87200.0,3.6,677,49900.0,24,1,45.2,14.88,Rent,Personal,West,No,0,0
LN02072,67,31300.0,7.6,648,24900.0,60,2,43.0,16.74,Rent,Car,East,No,0,0
LN02073,25,57000.0,7.4,560,17200.0,36,3,22.8,19.08,Rent,Personal,North,No,7,1
LN02074,33,64200.0,4.9,519,39100.0,60,2,45.9,16.45,Rent,Personal,North,No,8,1
LN02075,41,110000.0,2.9,740,23300.0,12,2,21.4,12.65,Rent,Education,North,No,0,0
LN02076,43,87600.0,11.3,706,58500.0,36,2,33.7,13.78,Mortgage,Car,West,No,0,0
LN02077,53,39200.0,10.8,760,56100.0,24,0,53.0,11.34,Rent,Personal,South,No,1,0
LN02078,41,144500.0,2.4,684,32100.0,12,1,8.0,13.44,Mortgage,Personal,South,Yes,3,1
LN02079,44,95600.0,4.2,767,10600.0,24,1,34.2,12.28,Rent,Personal,North,No,1,0
LN02080,46,81300.0,12.3,607,27600.0,60,0,41.5,14.42,Mortgage,Education,West,No,4,1
LN02081,36,23700.0,5.9,754,48700.0,12,0,48.3,11.5,Rent,Education,Central,No,0,0
LN02082,43,50200.0,3.6,630,11200.0,24,1,37.1,14.38,Mortgage,Car,Central,No,0,0
LN02083,26,39100.0,9.1,699,46400.0,60,1,48.7,14.33,Mortgage,Car,Central,No,6,1
LN02084,29,91100.0,,729,39400.0,60,0,38.3,11.46,,Personal,West,No,0,0
LN02085,40,56900.0,12.3,680,45500.0,60,1,30.3,14.26,Mortgage,Education,North,No,0,0
LN02086,36,72400.0,5.1,740,51700.0,60,2,45.3,13.17,Mortgage,Car,East,No,7,1
LN02087,47,62900.0,5.2,660,19500.0,24,0,13.5,11.36,Own,Education,Central,No,0,0
LN02088,40,46200.0,5.3,799,19800.0,60,1,35.5,11.54,Mortgage,Education,North,No,0,0
LN02089,43,20500.0,11.3,723,41100.0,36,0,55.4,11.59,Rent,Education,East,No,6,1
LN02090,51,92100.0,9.6,667,41200.0,60,0,33.1,16.01,Mortgage,Education,North,No,1,0
LN02091,21,42000.0,3.5,845,33800.0,24,1,26.1,9.37,Own,Business,East,No,0,0
LN02092,27,61300.0,4.4,640,34900.0,48,2,41.5,15.53,Rent,Personal,Central,No,0,0
LN02093,36,113400.0,2.9,702,22900.0,36,1,43.0,12.52,Rent,Personal,South,No,0,0
LN02094,62,55900.0,4.0,762,19800.0,12,2,32.9,11.41,Own,Business,South,No,0,0
LN02095,35,65100.0,8.9,712,40800.0,12,0,10.9,16.14,Rent,Car,West,No,0,0
LN02096,61,31400.0,1.8,628,31000.0,36,1,53.1,16.24,Rent,Car,North,No,5,1
LN02097,52,66200.0,16.6,745,23800.0,60,1,36.1,12.89,Rent,Home,South,No,0,0
LN02098,41,72400.0,5.2,534,12100.0,36,2,19.7,18.88,Rent,Business,South,No,0,0
LN02099,45,81500.0,5.1,646,15800.0,48,1,13.8,15.53,Own,Home,North,No,7,1
LN02100,47,22000.0,2.3,718,28500.0,24,0,20.8,11.68,Own,Personal,West,No,0,0
LN02101,35,57400.0,4.0,692,22500.0,36,1,50.4,13.96,Own,Personal,West,No,1,0
LN02102,58,50300.0,7.7,642,94400.0,24,3,47.4,13.68,Rent,Home,South,No,7,1
LN02103,46,26300.0,4.9,666,65600.0,12,2,68.4,12.84,Mortgage,Personal,South,No,2,0
LN02104,40,44700.0,,690,27800.0,12,0,43.7,13.29,Rent,Home,West,No,0,0
LN02105,33,39400.0,10.9,695,23900.0,36,2,28.7,12.12,Rent,Education,East,Yes,0,0
LN02106,47,78300.0,,718,27000.0,48,1,35.6,13.42,Mortgage,Home,Central,Yes,4,1
LN02107,47,55500.0,9.7,617,34000.0,12,2,32.3,15.29,Rent,Personal,Central,No,1,0
LN02108,50,67300.0,7.3,603,15700.0,36,1,38.6,16.44,Own,Car,Central,No,0,0
LN02109,67,,8.3,785,29200.0,12,1,34.9,10.15,Rent,Business,Central,Yes,0,0
LN02110,48,66500.0,3.2,626,36000.0,24,1,10.8,14.47,Own,Home,South,No,1,0
LN02111,33,77100.0,16.8,606,15700.0,12,0,20.6,16.93,Mortgage,Car,South,No,0,0
LN02112,32,94800.0,12.2,706,54000.0,12,0,31.4,13.63,Own,Home,South,No,0,0
LN02113,25,55100.0,8.4,771,29100.0,24,0,39.7,12.66,Rent,Car,South,No,1,0
LN02114,29,205600.0,2.6,656,13500.0,12,0,27.0,15.15,Own,Car,South,No,0,0
LN02115,25,58700.0,8.5,764,44400.0,36,0,38.0,9.25,Own,Home,Central,No,0,0
LN02116,52,59400.0,4.8,721,26800.0,24,2,44.1,12.86,Own,Education,North,No,0,0
LN02117,21,100300.0,,751,14100.0,48,2,23.7,11.82,Mortgage,Car,South,No,1,0
LN02118,57,45300.0,8.8,730,33800.0,48,1,21.6,12.33,Rent,Education,Central,No,0,0
LN02119,33,62100.0,2.9,611,15300.0,12,0,31.9,18.08,Rent,Business,South,No,0,0
LN02120,24,28700.0,5.9,665,42600.0,24,0,45.6,15.42,Rent,Car,West,No,6,1
LN02121,30,,,672,30500.0,12,1,42.5,13.88,Mortgage,Car,North,No,0,0
LN02122,40,63600.0,,797,12300.0,36,1,19.1,10.98,Rent,Education,West,No,6,1
LN02123,41,53700.0,3.5,771,29800.0,24,3,29.5,10.39,Rent,Personal,Central,No,0,0
LN02124,34,,10.9,750,55800.0,60,2,25.2,10.77,Mortgage,Business,West,No,0,0
LN02125,53,30300.0,7.1,675,37900.0,24,1,79.7,13.89,Own,Personal,West,No,8,1
LN02126,25,90600.0,12.5,671,38300.0,12,2,42.3,13.07,Mortgage,Personal,South,No,0,0
LN02127,29,,7.5,561,49400.0,48,1,35.9,18.36,Rent,Car,East,No,4,1
LN02128,49,91900.0,8.5,774,34900.0,36,1,25.7,11.7,Rent,Education,North,Yes,0,0
LN02129,25,38300.0,1.5,661,27200.0,60,2,35.5,13.39,Own,Car,North,No,2,1
LN02130,31,94200.0,4.0,675,18800.0,36,1,36.6,15.42,Rent,Personal,South,No,0,0
LN02131,47,40300.0,3.9,592,84000.0,60,0,64.4,16.23,Rent,Business,East,No,1,0
LN02132,47,112600.0,10.3,661,19500.0,36,2,29.9,12.86,Mortgage,Business,North,Yes,4,1
LN02133,47,44200.0,2.6,850,20800.0,36,1,24.5,10.6,Rent,Home,East,No,0,0
LN02134,48,90900.0,5.3,757,24600.0,24,0,33.2,9.33,Rent,Business,West,No,5,1
LN02135,40,76500.0,1.2,777,33400.0,60,0,21.4,12.18,Rent,Business,West,Yes,0,0
LN02136,43,71900.0,3.4,710,14600.0,60,2,26.4,12.56,Rent,Car,South,Yes,4,1
LN02137,42,66900.0,3.2,670,39800.0,36,0,32.7,15.0,Rent,Home,Central,No,1,0
LN02138,40,41600.0,9.7,525,9600.0,12,1,13.6,17.79,Own,Car,North,No,1,0
LN02139,51,26100.0,10.5,638,33800.0,36,1,50.7,17.16,Mortgage,Home,North,No,2,1
LN02140,41,63000.0,11.1,614,28200.0,12,0,39.6,15.82,Mortgage,Education,West,No,0,0
LN02141,51,77300.0,11.2,673,16600.0,48,0,16.6,15.81,Rent,Car,South,No,0,0
LN02142,41,,8.2,714,55100.0,24,2,29.7,14.35,Mortgage,Home,Central,No,10,1
LN02143,51,67000.0,,751,11600.0,60,2,21.8,11.07,Rent,Car,East,No,5,1
LN02144,21,119000.0,7.6,720,39100.0,12,2,39.2,13.85,Rent,Car,West,No,0,0
LN02145,64,51600.0,4.9,700,28500.0,60,1,26.4,13.4,Rent,Personal,South,No,0,0
LN02146,30,86000.0,,730,38900.0,36,2,21.8,10.01,Own,Personal,North,No,0,0
LN02147,36,56100.0,,717,19400.0,48,0,33.9,12.09,Own,Car,West,No,1,0
LN02148,35,61000.0,7.5,682,32200.0,60,1,24.4,12.65,Rent,Education,East,No,0,0
LN02149,63,33600.0,3.7,752,29300.0,12,2,43.1,11.76,Rent,Business,Central,No,1,0
LN02150,23,70800.0,8.2,570,25100.0,12,4,40.2,17.75,Rent,Personal,Central,No,4,1
LN02151,37,23000.0,4.5,850,30400.0,12,3,39.1,10.42,Mortgage,Personal,South,Yes,5,1
LN02152,37,34800.0,5.5,593,30900.0,48,3,26.8,16.72,Rent,Business,West,No,5,1
LN02153,69,81600.0,11.1,716,14400.0,60,1,34.0,13.23,Rent,Car,East,Yes,0,0
LN02154,57,36500.0,5.1,779,26300.0,48,1,39.5,9.44,Own,Business,South,No,0,0
LN02155,30,33100.0,9.1,675,52800.0,12,1,39.0,17.05,Own,Personal,Central,No,7,1
LN02156,37,64100.0,2.6,744,25300.0,60,2,53.3,11.35,Rent,Education,North,No,0,0
LN02157,42,80800.0,,646,40800.0,36,0,39.2,13.58,Mortgage,Car,Central,Yes,0,0
LN02158,31,38500.0,6.6,683,29700.0,24,1,42.3,13.11,Rent,Business,South,No,1,0
LN02159,58,91800.0,3.6,832,75900.0,48,0,54.6,10.8,Rent,Home,East,No,1,0
LN02160,44,60200.0,3.3,605,23500.0,36,2,10.6,16.08,Rent,Personal,Central,No,0,0
LN02161,21,34700.0,2.7,648,18800.0,60,0,47.8,13.3,Mortgage,Home,South,No,0,0
LN02162,41,41200.0,2.0,740,13400.0,48,1,32.4,11.58,Mortgage,Personal,South,No,0,0
LN02163,40,163400.0,,820,46100.0,36,1,18.8,10.61,Mortgage,Personal,East,Yes,0,0
LN02164,35,64500.0,3.0,713,31800.0,12,2,50.3,12.95,Mortgage,Personal,North,No,0,0
LN02165,43,90500.0,9.3,610,19700.0,48,1,45.6,17.93,Rent,Personal,West,No,0,0
LN02166,49,81500.0,5.6,620,51000.0,24,1,38.2,13.93,Own,Car,South,No,0,0
LN02167,37,63300.0,4.1,763,23500.0,60,1,32.5,10.52,Mortgage,Personal,Central,No,0,0
LN02168,33,70000.0,4.4,603,20600.0,48,2,36.0,15.35,Rent,Car,East,No,6,1
LN02169,45,92800.0,9.1,671,23300.0,24,0,31.3,15.25,Rent,Personal,West,No,0,0
LN02170,21,50500.0,3.1,695,30200.0,24,2,41.9,12.46,Mortgage,Car,East,No,0,0
LN02171,52,132400.0,,763,16600.0,36,1,33.5,10.9,Rent,Business,West,No,0,0
LN02172,24,94100.0,2.0,781,20400.0,36,0,43.8,10.35,Rent,Personal,North,Yes,0,0
LN02173,42,64600.0,6.6,640,24000.0,36,0,18.2,15.84,Rent,Personal,East,Yes,0,0
LN02174,38,54000.0,8.3,629,21100.0,48,1,42.7,14.89,Rent,Education,East,No,6,1
LN02175,47,71800.0,4.6,850,35300.0,36,1,20.4,11.61,Mortgage,Personal,West,Yes,5,1
LN02176,33,50800.0,7.4,719,10700.0,24,1,29.5,10.45,Mortgage,Home,West,No,0,0
LN02177,45,111900.0,5.6,644,13000.0,48,1,33.4,14.91,Rent,Home,North,No,0,0
LN02178,21,116100.0,1.8,792,33900.0,36,3,35.5,11.08,Own,Business,East,No,0,0
LN02179,57,42200.0,4.0,752,7200.0,24,2,36.0,10.94,Mortgage,Personal,South,No,1,0
LN02180,47,34700.0,3.7,694,67900.0,36,2,38.3,14.65,Mortgage,Personal,North,No,0,0
LN02181,52,80000.0,17.7,618,22300.0,24,1,34.2,15.48,Own,Home,West,No,0,0
LN02182,34,49600.0,13.0,516,29300.0,60,2,8.2,19.09,Mortgage,Personal,South,Yes,0,0
LN02183,43,72900.0,,735,41100.0,48,0,42.7,10.95,Rent,Car,South,No,0,0
LN02184,35,21500.0,3.3,728,28300.0,24,3,65.6,13.11,Mortgage,Home,Central,No,8,1
LN02185,40,68200.0,4.3,731,28600.0,48,1,44.6,12.6,Rent,Education,North,No,1,0
LN02186,27,42000.0,9.7,629,56300.0,60,3,28.5,14.98,Rent,Personal,East,No,7,1
LN02187,39,118500.0,,701,42000.0,12,1,23.9,14.54,Rent,Personal,East,No,0,0
LN02188,21,51000.0,3.2,723,14900.0,24,2,33.9,12.0,Own,Home,West,Yes,0,0
LN02189,53,42800.0,1.7,699,43600.0,36,0,49.1,13.18,Own,Car,South,No,4,1
LN02190,25,53500.0,2.9,561,42100.0,36,0,34.4,16.97,Rent,Education,West,No,0,0
LN02191,51,86800.0,20.4,598,42600.0,48,2,36.7,15.2,Mortgage,Business,East,No,7,1
LN02192,57,78800.0,12.9,675,27200.0,60,1,30.5,12.78,Own,Car,West,No,0,0
LN02193,49,78800.0,6.1,694,26200.0,36,1,43.3,13.14,Mortgage,Personal,South,Yes,0,0
LN02194,27,,2.9,781,80300.0,36,3,58.5,13.23,Rent,Personal,North,No,0,0
LN02195,44,28600.0,6.7,662,32200.0,36,1,32.1,15.65,Mortgage,Personal,East,No,0,0
LN02196,49,61500.0,1.4,594,76700.0,36,0,33.7,16.68,Mortgage,Personal,North,Yes,4,1
LN02197,50,49700.0,5.0,598,9000.0,36,1,21.4,18.93,Own,Home,South,No,0,0
LN02198,45,76100.0,13.7,752,41000.0,36,0,31.1,10.11,Rent,Education,West,Yes,0,0
LN02199,41,46000.0,4.1,603,40900.0,36,0,29.8,14.45,Rent,Business,South,No,0,0
LN02200,37,63600.0,7.6,668,68600.0,36,0,29.9,14.34,Rent,Car,East,No,0,0
LN02201,37,43400.0,,591,67200.0,48,1,32.1,16.8,Rent,Personal,North,No,0,0
LN02202,42,39100.0,3.1,715,30200.0,60,4,45.3,12.46,Rent,Car,Central,No,8,1
LN02203,39,73500.0,11.6,750,40000.0,24,2,27.3,13.34,Mortgage,Personal,North,No,1,0
LN02204,37,114300.0,6.2,574,37900.0,36,3,40.5,14.61,Mortgage,Car,North,Yes,4,1
LN02205,36,34300.0,3.7,598,42400.0,48,0,29.5,18.13,Rent,Personal,South,No,0,0
LN02206,41,44600.0,8.4,836,68100.0,36,1,33.7,8.05,Rent,Education,North,No,0,0
LN02207,33,48400.0,8.9,738,15000.0,36,0,32.9,11.9,Rent,Car,South,No,5,1
LN02208,51,146400.0,12.4,599,24200.0,12,3,35.7,17.93,Rent,Car,South,No,7,1
LN02209,41,54900.0,3.7,654,19900.0,12,2,25.6,14.07,Rent,Education,East,No,0,0
LN02210,54,80000.0,7.2,771,27800.0,36,1,38.4,11.66,Mortgage,Education,South,No,1,0
LN02211,32,61800.0,7.2,706,16600.0,48,1,16.2,11.87,Rent,Personal,North,No,0,0
LN02212,30,85900.0,2.3,771,18400.0,60,2,31.1,10.29,Own,Personal,South,No,1,0
LN02213,34,61600.0,0.9,713,30800.0,12,3,43.2,13.82,Own,Business,West,No,0,0
LN02214,39,108900.0,9.3,773,69500.0,36,4,25.3,11.45,Mortgage,Personal,North,No,0,0
LN02215,40,72000.0,9.6,709,39000.0,24,2,45.7,11.59,Mortgage,Personal,Central,No,0,0
LN02216,52,78800.0,,659,14200.0,60,0,26.1,15.17,Mortgage,Car,East,No,0,0
LN02217,21,36000.0,7.4,702,38200.0,48,1,51.9,13.65,Rent,Personal,East,No,0,0
LN02218,43,30800.0,9.4,683,29700.0,48,2,48.0,14.32,Mortgage,Home,East,No,10,1
LN02219,21,72900.0,3.1,666,45600.0,24,0,22.6,12.73,Rent,Personal,Central,No,0,0
LN02220,29,32300.0,5.2,680,68800.0,12,2,59.7,15.82,Rent,Personal,East,No,0,0
LN02221,38,40800.0,6.9,656,13800.0,24,0,27.5,14.46,Own,Personal,Central,No,0,0
LN02222,41,64600.0,8.6,757,26900.0,36,1,14.6,10.87,Rent,Home,East,No,0,0
LN02223,56,94300.0,11.5,650,51400.0,48,1,35.4,12.81,Own,Personal,West,No,6,1
LN02224,38,37000.0,9.1,668,9800.0,12,3,26.1,15.55,Mortgage,Education,West,Yes,5,1
LN02225,55,56600.0,1.6,670,31300.0,60,2,31.3,13.72,Rent,Personal,Central,No,0,0
