customer_id,enroll_date,year_birth,education,marital_status,income,kids_home,teens_home,recency,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,web_purchases,catalog_purchases,store_purchases,web_visits_month,accepted_cmp1,accepted_cmp2,accepted_cmp3,accepted_cmp4,accepted_cmp5,complain,responded
CMK01047,2022-10-23,1964,Graduation,Together,25200.0,1,2,78,268.8,35.89,77.77,29.77,22.42,39.01,4,1,4,3,0,0,1,0,0,0,0
CMK01048,2024-07-31,1974,Master,Single,21000.0,1,0,33,197.47,41.63,280.5,39.0,22.48,57.63,3,4,3,3,0,0,0,0,0,0,0
CMK01049,2024-10-17,1958,Graduation,Married,68600.0,1,1,91,463.08,77.67,211.6,51.93,26.46,78.38,2,4,8,3,0,0,0,0,0,0,0
CMK01050,2023-05-18,1976,Graduation,Single,25400.0,1,0,71,345.15,51.94,134.69,28.02,26.81,52.96,1,2,3,1,0,0,0,0,0,0,0
CMK01051,2024-08-12,1988,Basic,Married,38300.0,0,1,41,316.11,66.45,243.15,69.95,53.24,59.59,4,2,5,6,0,0,1,0,0,0,0
CMK01052,2024-02-14,1991,Graduation,Single,65000.0,0,0,74,264.01,68.2,200.2,36.28,33.4,59.72,8,3,5,6,0,1,0,0,0,0,0
CMK01053,2023-11-29,1989,Graduation,Together,22400.0,1,0,70,180.39,14.87,132.87,17.59,33.98,17.77,6,1,1,3,0,0,0,1,0,0,0
CMK01054,2023-05-24,1997,Graduation,Married,113600.0,1,0,97,666.03,157.87,368.53,78.18,67.92,102.17,0,7,10,6,0,1,0,0,0,0,0
CMK01055,2023-08-05,1997,Master,Married,22800.0,0,1,57,163.74,25.03,102.95,25.16,0.0,48.32,3,0,4,5,0,0,0,1,0,0,0
CMK01056,2023-06-03,1952,Graduation,Married,31700.0,1,0,50,193.59,30.56,193.89,23.75,27.31,52.63,3,3,0,3,0,0,0,0,0,0,0
CMK01057,2023-09-24,1966,Graduation,Together,38500.0,0,1,27,338.93,44.05,128.41,50.69,22.8,57.26,7,7,5,6,0,1,1,0,1,0,0
CMK01058,2022-09-19,1982,Graduation,Married,50700.0,1,0,20,213.35,35.62,253.9,47.86,17.9,60.18,7,2,5,7,0,1,0,1,0,0,0
CMK01059,2024-10-21,1961,Master,Married,57800.0,1,2,95,343.19,82.68,184.61,64.07,46.48,41.79,2,2,5,4,0,0,0,0,0,0,0
CMK01060,2024-10-20,1967,Graduation,Widow,55500.0,1,2,26,724.42,114.23,299.07,59.28,32.32,81.45,2,5,6,4,0,0,0,0,0,0,0
CMK01061,2024-07-27,1955,Graduation,Divorced,20300.0,0,1,6,231.48,33.92,153.53,34.82,12.9,14.72,3,3,2,3,0,0,0,0,0,0,0
CMK01062,2024-08-11,1954,Graduation,Married,29100.0,1,2,99,213.12,59.41,190.24,20.84,34.21,35.61,2,2,5,4,0,0,0,0,0,0,0
CMK01063,2023-10-05,1996,Master,Together,18700.0,0,0,60,81.19,10.56,93.83,22.87,2.81,15.34,6,0,1,8,0,0,0,0,0,0,0
CMK01064,2023-01-11,1956,Graduation,Single,38000.0,0,0,67,324.55,39.61,213.38,73.64,35.28,61.68,4,4,9,5,0,0,1,0,0,0,0
CMK01065,2022-07-27,1952,PhD,Together,21900.0,0,1,71,377.72,51.18,124.18,12.26,26.75,41.64,7,2,9,5,0,1,0,1,0,0,0
CMK01066,2024-09-11,1959,Graduation,Married,58200.0,1,0,0,233.87,45.17,201.77,47.89,59.47,59.28,2,2,2,4,0,1,0,1,0,0,1
CMK01067,2024-05-28,1964,Graduation,Married,24800.0,2,0,26,194.81,23.46,94.84,15.39,19.65,28.97,6,0,3,4,0,1,1,1,0,0,0
CMK01068,2024-08-02,1989,Graduation,Together,35400.0,0,0,53,264.72,46.84,108.98,39.25,18.04,50.46,3,1,1,3,0,0,0,0,0,0,0
CMK01069,2024-05-13,1953,Basic,Together,45400.0,0,1,52,285.83,78.29,335.3,81.02,38.18,65.52,3,6,7,3,0,0,0,0,0,0,0
CMK01070,2023-02-06,1985,Graduation,Married,43900.0,0,1,38,207.29,59.5,300.93,43.36,43.52,49.83,3,3,7,9,1,0,1,0,1,0,0
CMK01071,2023-12-22,1952,Graduation,Married,52000.0,1,1,1,231.99,35.92,131.48,32.07,36.89,25.06,6,2,7,2,0,0,0,0,0,0,0
CMK01072,2024-01-21,1979,Graduation,Single,26800.0,2,1,81,286.47,32.59,200.89,47.12,31.83,32.41,3,0,3,5,1,0,1,0,0,0,0
CMK01073,2023-11-02,1951,Master,Together,20700.0,1,1,56,236.65,34.8,145.53,46.94,21.19,50.13,4,3,4,5,0,0,0,0,0,0,0
CMK01074,2024-10-29,1976,PhD,Together,24600.0,0,0,30,168.99,17.97,162.78,41.88,16.79,50.49,5,2,7,4,0,0,1,0,0,0,0
CMK01075,2023-10-03,1996,Graduation,Married,30900.0,1,0,60,277.06,22.51,89.02,39.66,32.41,72.08,7,2,2,9,1,0,0,0,0,0,1
CMK01076,2023-09-20,1952,Graduation,Married,195500.0,0,0,36,624.03,78.22,363.13,92.55,55.8,127.89,2,3,10,2,1,1,1,0,0,0,1
CMK01077,2024-10-30,1962,Graduation,Married,63500.0,2,0,56,458.49,40.67,218.79,70.76,38.5,41.7,4,1,4,6,0,0,0,0,0,0,0
CMK01078,2022-08-13,1963,Master,Single,29000.0,1,2,97,246.14,31.82,139.53,13.33,19.32,17.44,1,2,0,5,0,0,0,0,0,0,0
CMK01079,2024-06-10,1991,Master,Together,39600.0,1,0,52,259.97,38.47,174.52,42.25,16.23,41.93,5,2,2,7,0,0,1,0,0,0,0
CMK01080,2024-05-29,1978,PhD,Together,22900.0,0,1,76,204.68,47.6,106.18,29.03,10.19,40.84,5,1,3,3,0,0,0,1,1,0,0
CMK01081,2024-01-13,1987,Graduation,Together,43100.0,0,1,11,276.13,43.02,280.47,51.65,53.08,31.94,2,7,2,8,0,1,0,0,0,0,0
CMK01082,2024-02-16,1961,Graduation,Divorced,93300.0,1,0,44,628.48,65.13,579.01,97.42,67.41,95.52,5,3,4,4,1,1,0,1,0,0,0
CMK01083,2023-03-01,1976,Graduation,Married,62300.0,1,1,83,581.76,45.73,274.91,43.69,47.8,87.16,6,4,8,2,1,0,0,0,0,0,0
CMK01084,2022-09-10,1972,Graduation,Married,45700.0,1,0,35,352.29,44.14,153.11,37.64,25.51,50.27,12,3,5,5,1,0,1,1,0,0,1
CMK01085,2023-03-20,1956,Graduation,Single,48400.0,0,1,0,363.24,49.4,157.63,42.5,37.24,66.38,8,4,6,12,1,1,1,1,0,0,1
CMK01086,2024-09-23,1997,PhD,Married,35200.0,0,1,10,288.54,61.17,179.62,64.2,19.09,61.57,3,1,6,6,0,1,0,0,0,0,0
CMK01087,2024-10-09,1963,Graduation,Widow,21600.0,0,0,82,286.52,29.07,80.12,29.61,17.11,40.72,1,1,3,5,0,0,0,0,0,0,0
CMK01088,2024-05-07,2000,Master,Single,27200.0,2,1,67,168.31,22.5,204.21,19.15,31.15,29.63,4,6,0,6,0,0,0,0,0,0,0
CMK01089,2023-01-26,1965,PhD,Married,69500.0,1,0,96,356.62,51.5,278.06,65.19,30.32,68.02,3,5,6,2,0,0,0,0,0,0,0
CMK01090,2023-04-27,1963,Graduation,Married,18300.0,0,1,14,197.18,0.0,128.72,24.75,14.64,34.6,7,2,0,4,0,0,0,0,0,0,0
CMK01091,2023-05-02,1956,Graduation,Single,63100.0,0,2,7,417.19,97.82,333.07,67.48,56.61,65.76,4,6,3,5,0,0,1,0,0,0,1
CMK01092,2024-01-29,1994,Graduation,Married,166200.0,0,0,45,417.05,81.66,472.68,110.15,57.51,101.7,2,3,8,0,0,0,0,0,0,0,0
CMK01093,2022-11-07,1989,Master,Married,32300.0,0,0,22,237.39,53.44,185.38,42.38,39.2,32.53,1,3,4,7,0,0,0,0,0,0,0
CMK01094,2024-05-09,1951,PhD,Married,79500.0,1,1,57,555.81,40.38,270.25,49.85,29.23,62.19,0,3,3,5,0,0,1,0,0,0,0
CMK01095,2023-03-17,1956,PhD,Together,36900.0,1,0,55,497.13,51.75,202.0,36.23,13.91,41.96,3,8,7,8,0,0,1,0,0,0,0
CMK01096,2023-06-21,1962,PhD,Divorced,29000.0,0,2,19,280.4,42.91,165.26,54.84,26.91,34.86,9,1,2,5,1,0,1,1,0,0,0
CMK01097,2022-08-17,1996,Basic,Divorced,16200.0,0,1,36,158.1,42.31,59.76,14.78,0.0,33.08,8,0,1,7,0,0,0,0,0,0,0
CMK01098,2024-02-10,1998,Graduation,Together,21700.0,1,1,31,290.2,23.94,115.98,43.76,14.51,35.92,5,1,5,6,0,0,0,1,1,0,0
CMK01099,2024-01-09,1966,Master,Single,54300.0,1,0,42,423.77,57.83,243.75,37.64,46.34,130.81,3,3,5,8,0,0,0,0,0,0,0
CMK01100,2022-08-13,1979,Graduation,Together,29200.0,0,0,61,220.84,58.33,136.57,43.98,40.77,37.24,10,3,8,11,0,0,0,0,0,0,0
CMK01101,2023-03-24,1954,Basic,Single,25300.0,0,0,59,262.65,31.97,61.22,29.01,29.39,48.69,6,4,4,8,1,0,0,1,1,0,1
CMK01102,2023-10-14,1981,Master,Married,80300.0,2,1,65,754.49,66.56,337.89,68.66,56.15,53.66,5,6,3,2,0,0,0,0,0,0,0
CMK01103,2023-07-13,1993,Graduation,Single,23700.0,2,1,41,206.38,42.44,114.63,21.54,23.96,35.2,1,2,6,3,0,0,0,0,0,0,0
CMK01104,2022-11-08,1960,Basic,Together,13600.0,0,1,13,130.93,30.64,127.16,32.83,4.93,29.99,4,0,1,7,0,1,0,0,0,0,0
CMK01105,2023-02-26,1988,Graduation,Divorced,25700.0,1,0,99,133.26,36.38,182.92,28.89,30.33,26.31,0,4,1,1,0,0,0,0,0,0,0
CMK01106,2024-09-18,2000,Graduation,Single,97000.0,2,1,24,405.22,84.8,506.29,62.69,49.19,78.46,8,6,5,6,0,1,1,1,1,0,1
CMK01107,2023-06-18,1995,Basic,Married,51800.0,1,1,26,381.1,54.02,331.23,54.45,43.1,84.19,7,5,5,10,1,0,1,1,0,0,1
CMK01108,2022-09-13,1963,PhD,Single,30600.0,1,2,36,187.29,39.27,160.83,57.58,39.73,53.48,0,3,5,3,0,0,0,0,0,0,0
CMK01109,2024-07-05,1962,Basic,Together,45600.0,0,0,87,558.56,67.88,340.65,58.26,34.15,107.48,10,6,7,7,0,0,1,1,0,1,0
CMK01110,2022-12-14,1960,Graduation,Widow,,0,0,77,353.8,60.14,115.07,27.53,26.77,66.26,3,1,6,7,0,0,0,0,1,0,0
CMK01111,2022-10-20,1985,Graduation,Married,142700.0,1,0,15,790.34,104.88,519.39,108.73,70.13,160.59,4,6,7,4,1,1,0,0,0,0,0
CMK01112,2024-07-24,1953,Graduation,Together,43300.0,1,1,0,256.82,35.14,212.34,76.86,20.62,62.08,1,2,10,4,0,0,1,0,0,0,1
CMK01113,2023-03-02,1997,Graduation,Single,,1,2,32,488.39,74.83,281.64,75.05,32.96,69.03,4,6,6,3,0,0,0,0,0,0,0
CMK01114,2022-11-19,1960,Graduation,Divorced,36700.0,1,1,94,306.73,66.93,152.9,46.98,32.31,82.88,1,3,4,9,1,0,0,0,0,0,0
CMK01115,2024-02-18,1976,PhD,Together,71100.0,0,1,43,469.13,64.7,249.14,60.1,49.96,114.38,4,6,8,2,1,0,1,0,0,0,1
CMK01116,2024-04-14,1978,Graduation,Married,51400.0,1,0,30,439.39,46.88,296.39,52.23,38.2,49.59,5,2,9,3,0,0,1,0,0,0,0
CMK01117,2023-02-06,1954,Graduation,Married,60100.0,0,1,77,279.19,53.47,154.7,29.69,19.63,57.16,2,7,8,2,0,0,0,0,0,0,0
CMK01118,2024-07-18,1977,Master,Married,21400.0,1,0,12,219.01,27.76,176.35,31.18,25.08,48.07,7,1,3,3,0,0,0,0,1,0,0
CMK01119,2023-04-25,1995,Basic,Married,43400.0,0,1,1,92.18,29.7,111.8,37.71,35.98,49.86,6,1,4,7,1,0,1,0,0,0,0
CMK01120,2022-08-25,1962,Graduation,Married,27000.0,1,0,28,363.85,46.46,236.24,45.94,35.65,36.4,4,3,8,4,1,1,0,1,0,0,1
CMK01121,2023-01-03,1970,Master,Married,65800.0,1,0,18,457.85,52.78,279.39,25.67,16.98,77.04,1,1,6,7,1,0,0,0,0,0,1
CMK01122,2023-01-24,1950,Graduation,Divorced,51100.0,1,0,28,335.6,68.65,128.11,44.42,52.46,58.26,2,2,8,1,0,0,0,1,0,0,0
CMK01123,2023-10-03,1986,Master,Together,65300.0,0,2,67,387.16,72.81,234.77,120.74,48.4,64.34,2,7,6,4,0,0,0,0,0,0,0
CMK01124,2023-06-10,1986,Graduation,Together,19600.0,1,0,37,290.0,26.19,223.14,32.67,43.82,42.45,1,4,4,4,0,1,1,0,0,0,0
CMK01125,2023-11-16,1976,Graduation,Married,34600.0,2,0,43,251.09,34.97,160.24,28.55,21.76,48.29,2,4,4,1,0,0,1,0,0,0,0
CMK01126,2024-02-08,1993,Basic,Single,12200.0,1,1,57,182.04,14.35,85.7,31.97,21.94,36.1,4,1,4,8,0,0,0,0,0,0,0
CMK01127,2022-10-17,1994,Master,Married,23100.0,1,0,70,265.61,32.17,89.82,18.47,41.08,33.87,3,0,6,5,0,0,1,1,0,0,0
CMK01128,2023-03-02,1980,PhD,Married,23100.0,0,0,68,252.17,46.35,166.04,34.21,39.03,7.34,1,1,2,5,0,1,0,0,1,0,0
CMK01129,2022-12-13,1990,Graduation,Together,44200.0,0,1,19,267.71,51.03,211.86,56.83,26.38,45.88,6,3,2,9,1,1,1,0,0,0,1
CMK01130,2022-07-30,1998,Master,Together,,0,0,21,353.99,38.41,300.98,33.87,15.97,49.0,3,4,3,2,0,0,0,0,0,0,0
CMK01131,2024-08-27,1962,PhD,Married,41200.0,0,1,5,318.9,28.45,218.22,24.91,43.34,37.4,3,3,4,3,0,1,0,0,0,0,0
CMK01132,2023-09-29,1996,Graduation,Married,40100.0,1,0,47,438.17,49.72,264.4,24.14,61.85,73.01,1,3,3,7,0,0,1,0,0,0,0
CMK01133,2024-03-21,2000,Master,Single,33900.0,1,1,57,368.11,45.91,60.75,17.67,30.27,42.0,5,1,6,10,0,1,0,0,0,0,0
CMK01134,2023-12-15,1953,Graduation,Married,39400.0,2,0,21,233.94,41.19,199.9,33.36,30.38,32.45,1,3,9,3,0,0,0,0,0,0,0
CMK01135,2023-01-13,1977,PhD,Together,28300.0,1,1,62,221.43,55.53,123.75,44.45,24.2,37.49,6,3,4,6,0,0,0,0,0,0,0
CMK01136,2022-10-26,1952,Graduation,Single,32100.0,0,0,66,251.75,36.8,163.31,53.96,26.17,91.07,4,10,7,7,0,0,0,0,1,0,0
CMK01137,2023-01-05,1954,Graduation,Divorced,22000.0,0,0,86,134.65,38.3,58.95,25.39,14.71,25.48,11,1,3,7,1,0,0,0,0,0,0
CMK01138,2024-09-06,1990,Graduation,Married,47000.0,0,0,28,331.47,46.06,117.81,39.02,30.54,59.6,3,3,5,6,0,0,0,0,0,0,0
CMK01139,2024-08-17,1961,Graduation,Married,27400.0,1,0,35,213.03,20.1,146.53,34.11,13.75,27.47,3,0,0,3,0,0,0,0,0,0,0
CMK01140,2023-04-20,1972,Graduation,Divorced,15800.0,0,0,9,241.99,21.62,165.88,28.41,34.05,18.12,2,0,4,2,0,0,0,0,0,0,0
CMK01141,2023-01-16,1982,PhD,Single,50400.0,1,0,99,522.28,62.38,183.75,87.64,44.29,124.24,0,5,11,0,0,0,0,0,0,0,0
CMK01142,2023-10-12,1993,Graduation,Divorced,27800.0,0,1,37,228.52,30.85,87.74,41.8,22.59,41.3,3,1,0,9,0,0,0,0,0,0,0
CMK01143,2024-08-14,1977,Graduation,Married,35700.0,1,1,43,439.25,59.42,168.48,67.37,86.8,52.94,6,2,6,4,0,0,0,0,0,0,0
CMK01144,2024-06-24,1981,Graduation,Married,,0,0,9,264.09,52.87,155.67,47.17,23.48,29.01,3,3,2,6,0,0,0,0,0,0,0
CMK01145,2023-02-22,1961,PhD,Single,33800.0,1,0,51,428.62,35.14,105.11,38.24,30.05,45.04,3,2,4,4,0,0,0,0,0,0,0
CMK01146,2023-01-02,1996,Graduation,Together,56700.0,0,0,87,291.89,72.35,193.2,48.37,23.41,31.23,4,2,5,2,1,0,0,0,1,0,0
CMK01147,2023-07-16,1966,Master,Together,,1,0,21,197.23,26.21,185.33,18.4,30.83,40.89,2,1,5,2,0,0,0,0,0,0,0
CMK01148,2024-03-31,1977,Graduation,Married,,1,1,21,177.91,21.46,92.9,13.22,10.39,39.29,0,0,3,11,0,0,0,0,0,0,0
CMK01149,2024-05-14,1971,Graduation,Married,54200.0,0,1,99,336.56,77.55,215.29,40.01,55.54,64.67,6,8,4,4,0,0,0,0,0,0,0
CMK01150,2023-06-13,1953,Graduation,Married,43600.0,0,0,25,288.8,72.94,223.99,47.18,34.41,49.21,5,2,7,1,0,0,1,0,1,0,0
CMK01151,2024-09-07,1957,Graduation,Married,14700.0,1,0,42,147.32,25.08,192.34,13.96,26.74,27.12,7,2,6,4,0,0,0,0,0,0,0
CMK01152,2023-11-23,1978,Master,Single,32600.0,0,0,62,232.79,45.6,88.99,29.57,2.35,36.61,3,2,1,11,0,0,0,0,0,0,0
CMK01153,2022-07-19,1961,Graduation,Married,40200.0,1,1,24,264.19,47.1,238.11,34.24,39.76,44.49,2,2,4,7,0,0,0,0,0,0,0
CMK01154,2024-07-23,1963,PhD,Together,76400.0,0,0,18,408.81,61.92,203.82,110.37,49.64,82.07,7,3,7,8,0,1,1,0,1,0,1
CMK01155,2023-04-22,1998,Basic,Married,43100.0,1,0,62,516.22,54.23,327.73,43.62,32.31,53.92,3,3,3,9,0,0,0,0,0,0,0
CMK01156,2024-01-17,1993,Graduation,Widow,54100.0,0,0,18,426.01,30.14,182.83,39.79,24.9,36.89,1,6,6,0,0,0,1,0,0,0,0
CMK01157,2022-12-24,1954,PhD,Married,123800.0,1,0,82,546.6,43.27,309.49,56.49,61.63,122.02,2,3,8,2,0,0,1,0,0,0,0
CMK01158,2022-08-23,1974,Graduation,Married,44900.0,0,1,42,320.62,64.0,233.63,46.53,23.63,55.75,3,2,6,10,0,0,0,0,0,0,0
CMK01159,2023-04-07,1988,Master,Married,16000.0,0,0,83,354.75,15.38,160.12,29.85,33.53,26.22,1,3,3,2,0,0,0,0,0,0,0
CMK01160,2024-10-30,1975,Master,Single,19800.0,0,1,99,160.36,35.69,92.11,27.6,27.45,23.14,4,1,0,5,1,0,0,0,0,0,0
CMK01161,2024-05-15,1982,Master,Together,67800.0,1,0,43,317.03,65.44,163.42,51.99,50.28,87.11,2,4,6,5,0,0,0,1,0,0,0
CMK01162,2024-08-06,1967,Master,Married,14700.0,1,0,42,147.93,23.36,105.97,5.59,11.87,38.81,1,1,3,5,0,0,0,0,0,0,0
CMK01163,2023-05-17,1956,PhD,Together,65600.0,0,1,44,431.34,62.39,240.63,68.18,49.56,87.6,0,4,6,4,0,0,0,0,0,0,1
CMK01164,2023-12-12,1983,Graduation,Together,16800.0,0,1,60,160.33,11.27,98.66,19.66,30.78,26.09,3,1,6,7,0,0,0,1,0,0,0
CMK01165,2023-10-16,1978,Graduation,Together,37800.0,0,1,7,270.59,30.71,119.18,49.8,22.39,38.98,6,1,4,4,0,0,0,1,0,0,0
CMK01166,2022-10-08,1954,Graduation,Single,88200.0,2,0,0,476.07,44.16,301.85,61.56,66.58,73.32,6,5,5,3,1,0,1,0,1,0,1
CMK01167,2023-11-07,1953,Basic,Single,52800.0,1,1,15,405.06,46.55,182.99,37.94,46.95,63.48,5,7,6,1,1,1,1,0,0,0,0
CMK01168,2024-01-17,1967,Graduation,Together,64500.0,0,2,28,472.06,42.23,201.8,44.3,41.41,109.76,5,3,8,3,1,0,1,0,0,0,0
CMK01169,2023-04-28,1950,PhD,Married,23100.0,0,0,94,103.68,11.78,111.25,25.75,9.52,34.24,3,0,9,5,0,0,0,0,0,0,0
CMK01170,2024-05-03,1959,Basic,Divorced,38900.0,0,0,50,270.31,45.41,168.2,47.31,35.93,34.78,5,1,6,8,0,1,1,0,0,0,0
CMK01171,2023-10-11,1959,Graduation,Married,35900.0,1,0,26,312.76,46.16,201.55,51.77,38.78,52.29,5,1,4,2,0,0,0,0,0,0,0
CMK01172,2023-09-16,1975,Master,Married,,0,0,10,288.55,41.58,100.71,56.23,20.85,30.72,5,2,1,0,0,1,0,0,0,0,0
CMK01173,2023-02-22,2000,Basic,Single,40700.0,0,1,33,173.66,20.89,177.86,27.65,26.19,46.62,2,1,4,5,0,0,0,0,0,0,0
CMK01174,2023-12-13,1975,Master,Married,48300.0,0,0,37,221.22,43.25,230.39,46.99,37.45,62.07,4,3,5,4,0,0,0,0,1,0,1
CMK01175,2023-06-05,1998,PhD,Single,32000.0,1,0,51,203.27,49.22,183.38,52.58,17.38,48.24,6,1,5,9,0,0,0,0,0,0,0
CMK01176,2024-03-19,1996,PhD,Together,22400.0,2,0,69,223.45,31.44,125.75,21.96,24.42,31.94,1,1,3,3,0,0,0,1,0,0,0
CMK01177,2024-06-25,1962,Master,Married,32400.0,0,0,15,304.88,16.02,185.23,43.17,5.36,39.5,3,2,4,9,0,1,0,0,1,0,1
CMK01178,2023-02-10,1951,Graduation,Married,33800.0,0,0,36,200.49,44.42,116.77,31.46,23.79,42.45,2,1,5,2,0,0,0,0,0,0,0
CMK01179,2024-08-06,1955,Master,Together,33300.0,0,0,19,350.51,44.53,158.06,25.76,22.86,55.6,1,1,6,3,0,0,0,0,0,0,0
CMK01180,2023-08-09,1958,Graduation,Widow,27300.0,1,0,90,209.69,55.17,196.71,57.35,23.94,67.95,5,2,6,7,1,1,0,0,0,0,0
CMK01181,2022-11-25,1981,Graduation,Divorced,35900.0,1,0,33,181.39,30.39,62.96,27.68,14.23,28.53,2,1,2,14,0,0,1,0,1,0,1
CMK01182,2024-05-31,1989,Basic,Married,57000.0,0,1,67,275.35,51.84,173.45,42.98,25.16,74.99,4,3,5,4,0,0,0,1,1,0,1
CMK01183,2023-01-14,1992,Master,Single,48600.0,0,0,24,490.35,25.07,212.92,57.36,59.11,46.47,3,6,9,4,0,0,0,0,0,0,0
CMK01184,2023-04-27,1996,PhD,Married,72800.0,0,0,31,579.9,64.25,279.47,63.36,64.49,64.12,4,4,11,6,0,1,0,0,0,0,1
CMK01185,2023-03-24,1997,Graduation,Single,32500.0,1,1,32,205.46,23.23,148.67,40.22,30.62,42.89,3,2,6,8,0,0,0,0,0,0,0
CMK01186,2024-03-15,1980,Graduation,Widow,51800.0,0,1,14,265.01,42.59,271.67,48.42,69.0,72.87,3,6,7,7,1,0,0,1,0,0,0
CMK01187,2022-09-30,1962,Basic,Single,28600.0,0,0,29,236.13,18.62,194.29,38.14,22.74,48.62,4,2,6,9,0,1,0,0,0,0,0
CMK01188,2024-04-27,1981,Graduation,Single,80600.0,0,0,34,583.67,80.38,162.4,74.96,46.21,83.47,3,4,8,2,0,1,0,0,0,0,0
CMK01189,2023-10-22,1964,Basic,Single,,1,0,17,188.96,39.91,110.97,37.04,31.68,50.27,5,6,9,3,0,0,0,0,0,0,0
CMK01190,2023-05-21,1995,PhD,Together,33200.0,2,2,55,546.87,51.68,141.88,35.88,18.34,43.0,6,2,8,7,0,0,1,0,0,0,0
CMK01191,2024-04-12,1972,Graduation,Together,37900.0,1,0,99,157.38,49.8,204.28,84.0,49.64,64.4,0,5,5,0,0,0,0,0,0,0,0
CMK01192,2024-03-05,1989,Graduation,Single,58700.0,0,0,0,341.89,47.82,91.59,43.8,21.43,69.74,8,2,4,4,0,1,1,1,1,0,1
CMK01193,2022-12-25,1950,PhD,Single,27600.0,1,0,96,573.75,35.43,292.7,54.47,36.91,35.98,2,5,3,0,0,0,0,0,0,0,0
CMK01194,2022-10-28,1961,Graduation,Married,22900.0,2,0,25,179.14,26.37,131.43,28.41,21.54,39.78,4,0,4,3,0,0,0,1,0,0,0
CMK01195,2022-11-05,1967,Master,Married,,0,2,63,332.84,70.49,209.71,39.55,28.13,61.67,4,5,7,5,0,1,0,1,1,0,0
CMK01196,2024-01-24,1963,Graduation,Widow,20100.0,1,1,81,157.23,32.23,120.92,39.82,13.37,18.64,5,2,4,5,0,0,0,0,1,0,0
CMK01197,2024-07-20,1953,PhD,Married,32500.0,1,0,47,268.01,24.71,185.66,39.75,17.33,49.7,5,4,2,3,0,0,0,0,0,0,0
CMK01198,2024-01-22,1999,Graduation,Married,63900.0,0,0,99,362.37,31.59,145.84,44.67,27.82,67.35,1,5,9,0,0,0,0,0,0,0,0
CMK01199,2024-01-15,1979,Master,Married,48200.0,0,0,17,296.15,28.49,189.06,47.89,42.54,43.44,6,2,5,3,0,0,0,0,0,0,0
CMK01200,2024-09-21,1992,Graduation,Divorced,40100.0,0,0,77,245.79,12.19,57.3,33.6,20.8,32.93,0,3,1,5,0,0,0,0,0,1,0
CMK01201,2023-12-03,1963,Graduation,Married,99100.0,1,2,83,470.86,80.25,268.02,78.18,59.36,99.98,4,10,5,5,1,0,0,0,0,0,0
CMK01202,2023-08-20,1978,PhD,Together,59800.0,2,1,80,456.32,61.24,353.05,73.73,33.73,45.45,1,3,5,7,1,0,0,0,0,0,0
CMK01203,2022-07-21,1989,Graduation,Together,77900.0,0,0,18,676.67,56.97,282.36,112.84,34.71,78.02,1,3,2,0,0,0,0,0,0,0,0
CMK01204,2022-12-14,1975,Master,Married,67800.0,1,0,81,349.76,61.15,286.72,76.03,37.17,54.58,1,6,6,3,0,0,0,0,1,0,0
CMK01205,2023-07-15,1980,Graduation,Married,40500.0,0,1,60,410.41,34.87,204.04,54.47,38.31,82.51,3,5,6,6,0,0,0,0,0,0,0
CMK01206,2024-06-01,1953,PhD,Married,41900.0,2,0,49,286.57,48.25,259.99,40.61,22.48,38.74,6,6,7,3,0,0,0,0,0,0,0
CMK01207,2023-10-20,1999,Master,Together,22300.0,1,1,38,250.51,27.4,112.75,17.6,33.74,6.11,3,4,0,5,0,1,0,1,0,0,0
CMK01208,2023-07-15,2000,Graduation,Together,26000.0,0,1,97,206.69,22.8,160.44,37.94,22.07,30.64,6,0,4,7,0,1,0,1,1,0,0
CMK01209,2024-01-05,1963,Graduation,Together,23600.0,0,2,34,136.94,20.94,117.88,41.84,25.11,57.39,1,0,5,5,0,0,0,0,0,0,0
CMK01210,2023-02-25,1999,Basic,Single,76400.0,0,1,45,307.11,48.62,278.4,34.43,54.18,82.49,5,4,10,3,0,1,0,1,0,0,0
CMK01211,2023-09-17,1997,Basic,Married,129800.0,2,1,28,761.4,123.97,526.3,116.41,71.97,90.86,1,5,14,3,0,0,0,0,0,0,0
CMK01212,2024-11-01,1977,Graduation,Together,34300.0,0,0,99,426.89,94.68,252.43,89.7,31.49,74.85,2,3,8,4,0,0,1,0,0,0,0
CMK01213,2024-02-05,1966,Graduation,Single,37500.0,2,0,7,220.43,65.89,162.71,58.11,26.42,36.99,5,3,4,4,1,0,0,1,0,0,0
CMK01214,2024-09-01,1989,Basic,Married,89000.0,1,0,20,466.33,50.49,369.87,65.06,34.87,53.63,8,7,7,8,0,1,1,0,1,0,0
CMK01215,2023-12-11,1967,Master,Together,21400.0,1,1,24,391.23,53.64,228.66,42.06,27.52,31.59,5,6,6,5,1,0,0,0,0,0,0
CMK01216,2023-09-18,1960,PhD,Single,36200.0,1,0,3,298.2,56.22,230.56,22.56,25.38,19.85,7,1,3,3,0,0,1,1,0,0,0
CMK01217,2022-08-20,1998,Graduation,Married,22000.0,0,0,81,296.62,36.75,196.23,33.67,32.54,51.25,1,3,1,7,0,0,0,0,0,0,0
CMK01218,2023-09-11,1966,PhD,Married,54600.0,0,0,45,394.76,32.8,421.8,66.26,47.15,81.85,0,2,3,2,0,0,0,0,0,0,0
