inspection_id,asset_id,inspection_date,inspector,result,health_score,duration_min,cost_inr
I002561,A0106,2023-03-20,M. Iyer,pass,83.1,52,6692
I002562,A0106,2023-03-21,M. Iyer,fail,67.0,67,1616
I002563,A0106,2023-04-09,L. Dsouza,pass,71.8,53,4068
I002564,A0106,2023-05-16,M. Iyer,pass,94.0,54,3721
I002565,A0106,2023-05-24,M. Iyer,pass,91.0,35,1319
I002566,A0106,2023-07-13,S. Khan,pass,85.3,68,1525
I002567,A0106,2023-07-18,E. Rao,fail,46.0,67,8646
I002568,A0106,2023-07-19,P. Singh,pass,79.7,48,2934
I002569,A0106,2023-07-29,L. Dsouza,fail,60.7,55,957
I002570,A0106,2023-08-13,S. Khan,pass,80.4,46,2605
I002571,A0106,2023-09-15,M. Iyer,repair,89.4,28,1640
I002572,A0106,2023-09-19,M. Iyer,pass,62.9,62,5139
I002573,A0106,2023-10-07,P. Singh,pass,86.4,30,4380
I002574,A0106,2023-10-22,L. Dsouza,repair,95.5,48,1343
I002575,A0106,2023-11-08,S. Khan,fail,72.7,80,3147
I002576,A0106,2023-12-11,M. Iyer,pass,93.9,63,2711
I002577,A0106,2023-12-14,M. Iyer,pass,71.8,7,4824
I002578,A0106,2024-01-12,E. Rao,pass,90.9,44,1250
I002579,A0106,2024-01-23,S. Khan,pass,88.3,41,652
I002580,A0106,2024-01-28,M. Iyer,repair,83.0,24,4923
I002581,A0106,2024-03-30,L. Dsouza,pass,87.3,49,4270
I002582,A0107,2022-01-02,L. Dsouza,fail,56.9,62,4072
I002583,A0107,2022-01-25,E. Rao,pass,89.5,49,861
I002584,A0107,2022-02-12,M. Iyer,pass,83.2,51,5791
I002585,A0107,2022-07-13,M. Iyer,pass,85.4,22,966
I002586,A0107,2022-08-07,S. Khan,pass,78.4,40,1506
I002587,A0107,2022-11-07,P. Singh,fail,62.4,44,2915
I002588,A0107,2022-12-04,M. Iyer,pass,88.0,53,7245
I002589,A0107,2023-01-23,M. Iyer,repair,84.7,61,339
I002590,A0107,2023-06-28,L. Dsouza,pass,74.4,44,525
I002591,A0107,2023-08-28,L. Dsouza,pass,75.5,69,7584
I002592,A0107,2023-09-04,S. Khan,pass,94.8,22,3524
I002593,A0107,2023-09-20,P. Singh,fail,74.4,51,4229
I002594,A0107,2024-01-14,M. Iyer,pass,88.8,66,6088
I002595,A0107,2024-03-14,S. Khan,pass,80.7,58,1345
I002596,A0108,2022-01-12,P. Singh,pass,92.1,38,3344
I002597,A0108,2022-01-24,E. Rao,pass,90.2,66,2508
I002598,A0108,2022-01-24,E. Rao,fail,60.3,44,5272
I002599,A0108,2022-01-31,S. Khan,pass,92.1,38,8878
I002600,A0108,2022-03-02,S. Khan,pass,94.0,40,11133
I002601,A0108,2022-04-01,M. Iyer,pass,100.0,31,2047
I002602,A0108,2022-04-06,L. Dsouza,pass,84.5,39,3772
I002603,A0108,2022-06-04,S. Khan,pass,89.7,39,650
I002604,A0108,2022-07-19,M. Iyer,pass,84.6,41,3363
I002605,A0108,2022-09-27,S. Khan,pass,86.4,67,1971
I002606,A0108,2022-10-01,L. Dsouza,pass,90.9,34,323
I002607,A0108,2022-10-13,M. Iyer,pass,84.2,46,6642
I002608,A0108,2022-10-15,S. Khan,pass,80.6,47,1757
I002609,A0108,2022-11-02,M. Iyer,pass,87.2,42,6388
I002610,A0108,2022-11-11,E. Rao,pass,75.9,79,3282
I002611,A0108,2022-12-03,L. Dsouza,pass,91.7,62,2471
I002612,A0108,2022-12-24,S. Khan,pass,73.1,41,5390
I002613,A0108,2022-12-27,E. Rao,repair,76.1,62,1400
I002614,A0108,2023-01-08,S. Khan,pass,84.1,45,2509
I002615,A0108,2023-02-03,L. Dsouza,pass,96.1,35,1124
I002616,A0108,2023-04-05,P. Singh,pass,83.8,55,4302
I002617,A0108,2023-07-19,M. Iyer,pass,80.4,45,1851
I002618,A0108,2023-09-01,P. Singh,pass,100.0,37,2323
I002619,A0108,2023-09-17,E. Rao,repair,80.7,57,4922
I002620,A0108,2023-11-09,L. Dsouza,fail,56.2,70,2051
I002621,A0108,2024-01-01,L. Dsouza,pass,74.8,41,406
I002622,A0108,2024-01-26,E. Rao,pass,100.0,53,934
I002623,A0108,2024-02-04,S. Khan,pass,100.0,38,7335
I002624,A0108,2024-03-17,L. Dsouza,pass,90.2,57,2636
I002625,A0109,2022-01-05,P. Singh,pass,76.2,52,5632
I002626,A0109,2022-01-06,P. Singh,pass,85.3,53,2814
I002627,A0109,2022-01-08,E. Rao,pass,86.4,38,2421
I002628,A0109,2022-02-25,L. Dsouza,pass,85.9,55,7239
I002629,A0109,2022-02-26,P. Singh,pass,85.7,42,2138
I002630,A0109,2022-05-15,P. Singh,pass,88.8,59,4843
I002631,A0109,2022-08-25,L. Dsouza,pass,76.4,59,952
I002632,A0109,2022-08-31,P. Singh,repair,82.7,26,3798
I002633,A0109,2022-10-01,E. Rao,pass,75.8,49,1041
I002634,A0109,2022-10-18,E. Rao,repair,75.5,19,857
I002635,A0109,2022-11-03,L. Dsouza,pass,82.6,49,8467
I002636,A0109,2022-11-22,E. Rao,pass,86.2,61,2659
I002637,A0109,2022-12-01,S. Khan,pass,94.8,66,4306
I002638,A0109,2023-01-14,S. Khan,pass,84.9,51,4651
I002639,A0109,2023-04-02,S. Khan,pass,88.4,34,1814
I002640,A0109,2023-05-27,S. Khan,pass,58.4,56,200
I002641,A0109,2023-07-25,L. Dsouza,pass,97.3,52,2092
I002642,A0109,2023-08-02,M. Iyer,pass,82.9,18,3310
I002643,A0109,2023-08-09,S. Khan,pass,83.2,63,2233
I002644,A0109,2023-08-18,M. Iyer,pass,100.0,49,887
I002645,A0109,2023-08-30,L. Dsouza,pass,84.9,37,6247
I002646,A0109,2023-10-08,L. Dsouza,pass,88.9,42,1022
I002647,A0109,2023-12-07,S. Khan,pass,74.2,35,1726
I002648,A0109,2023-12-11,M. Iyer,fail,79.6,46,2036
I002649,A0109,2023-12-15,P. Singh,pass,90.6,35,4813
I002650,A0109,2023-12-31,S. Khan,pass,78.3,28,5033
I002651,A0109,2024-02-01,L. Dsouza,pass,99.7,44,6383
I002652,A0109,2024-03-22,S. Khan,pass,89.1,50,760
I002653,A0109,2024-04-13,S. Khan,pass,66.2,54,10938
I002654,A0109,2024-04-28,E. Rao,pass,85.2,31,2809
I002655,A0109,2024-04-28,P. Singh,repair,91.4,53,1491
I002656,A0110,2022-01-04,M. Iyer,fail,49.1,27,2317
I002657,A0110,2022-01-17,P. Singh,pass,73.4,47,3954
I002658,A0110,2022-02-10,E. Rao,pass,95.5,29,3037
I002659,A0110,2022-02-23,E. Rao,pass,85.1,65,2379
I002660,A0110,2022-03-01,P. Singh,pass,73.0,33,1874
I002661,A0110,2022-03-08,P. Singh,pass,98.0,55,8465
I002662,A0110,2022-03-25,S. Khan,repair,75.8,35,9713
I002663,A0110,2022-05-01,P. Singh,pass,90.8,32,5029
I002664,A0110,2022-06-04,M. Iyer,pass,85.9,5,4934
I002665,A0110,2022-06-14,L. Dsouza,repair,66.2,54,9460
I002666,A0110,2022-08-17,L. Dsouza,pass,79.8,60,5114
I002667,A0110,2022-09-02,M. Iyer,pass,72.7,63,1034
I002668,A0110,2022-10-21,P. Singh,pass,89.2,52,2452
I002669,A0110,2022-11-11,M. Iyer,pass,80.6,50,3875
I002670,A0110,2022-11-17,M. Iyer,pass,71.3,49,411
I002671,A0110,2023-01-07,M. Iyer,pass,92.2,36,1756
I002672,A0110,2023-01-13,P. Singh,pass,88.6,56,1637
I002673,A0110,2023-01-22,P. Singh,pass,77.9,55,2412
I002674,A0110,2023-02-20,E. Rao,pass,82.0,40,4313
I002675,A0110,2023-02-24,L. Dsouza,fail,66.4,78,1729
I002676,A0110,2023-03-05,M. Iyer,repair,79.7,44,12300
I002677,A0110,2023-04-10,L. Dsouza,pass,96.4,16,1758
I002678,A0110,2023-04-15,L. Dsouza,pass,85.3,65,2243
I002679,A0110,2023-04-21,P. Singh,pass,94.0,30,1175
I002680,A0110,2023-06-19,E. Rao,pass,69.6,18,2641
I002681,A0110,2023-07-02,E. Rao,pass,71.8,44,3233
I002682,A0110,2023-07-18,L. Dsouza,pass,100.0,44,5719
I002683,A0110,2023-07-25,P. Singh,pass,85.7,49,4273
I002684,A0110,2023-08-07,P. Singh,pass,100.0,49,4355
I002685,A0110,2023-08-22,P. Singh,pass,89.8,30,2717
I002686,A0110,2023-09-11,M. Iyer,pass,87.1,34,642
I002687,A0110,2023-10-22,S. Khan,pass,71.0,56,4342
I002688,A0110,2023-11-06,M. Iyer,pass,81.4,53,1820
I002689,A0110,2023-12-02,E. Rao,fail,63.2,39,9062
I002690,A0110,2023-12-05,M. Iyer,repair,73.4,57,1842
I002691,A0110,2023-12-22,L. Dsouza,fail,54.5,26,5250
I002692,A0110,2023-12-23,S. Khan,pass,74.7,39,4456
I002693,A0110,2024-01-12,M. Iyer,fail,63.5,26,3456
I002694,A0110,2024-02-03,S. Khan,pass,84.8,62,520
I002695,A0110,2024-02-28,M. Iyer,repair,74.1,35,3544
I002696,A0110,2024-04-07,E. Rao,pass,84.8,27,3199
I002697,A0110,2024-04-23,L. Dsouza,pass,83.5,30,2176
I002698,A0111,2022-01-30,E. Rao,pass,84.9,62,3534
I002699,A0111,2022-03-08,E. Rao,pass,82.9,56,5850
I002700,A0111,2022-04-08,P. Singh,pass,96.5,54,4296
I002701,A0111,2022-05-10,L. Dsouza,repair,82.6,39,4621
I002702,A0111,2022-07-21,E. Rao,pass,70.3,48,2122
I002703,A0111,2022-08-02,M. Iyer,pass,96.7,29,423
I002704,A0111,2022-09-19,S. Khan,repair,95.5,61,1883
I002705,A0111,2022-10-10,P. Singh,pass,87.4,35,9148
I002706,A0111,2023-06-13,E. Rao,pass,85.3,32,3378
I002707,A0111,2023-07-07,L. Dsouza,repair,92.1,42,2248
I002708,A0111,2023-07-18,L. Dsouza,repair,87.7,37,1130
I002709,A0111,2023-07-25,E. Rao,pass,84.4,48,3197
I002710,A0111,2023-09-27,E. Rao,pass,81.1,71,5014
I002711,A0111,2023-10-14,M. Iyer,pass,92.7,6,3102
I002712,A0111,2023-10-23,L. Dsouza,pass,80.0,55,13397
I002713,A0111,2023-12-20,L. Dsouza,fail,46.4,41,2436
I002714,A0111,2024-03-02,P. Singh,repair,71.6,72,825
I002715,A0111,2024-04-02,L. Dsouza,pass,90.5,66,1760
I002716,A0112,2022-01-04,L. Dsouza,pass,80.5,40,5145
I002717,A0112,2022-01-16,P. Singh,fail,49.5,45,1415
I002718,A0112,2022-01-20,M. Iyer,pass,85.0,44,1959
I002719,A0112,2022-02-26,M. Iyer,fail,72.6,28,1338
I002720,A0112,2022-03-02,E. Rao,pass,86.0,60,3737
I002721,A0112,2022-03-13,M. Iyer,pass,82.2,70,11107
I002722,A0112,2022-03-17,P. Singh,pass,93.5,62,8026
I002723,A0112,2022-04-27,M. Iyer,pass,84.7,36,5557
I002724,A0112,2022-05-03,E. Rao,pass,81.4,56,4806
I002725,A0112,2022-05-30,S. Khan,fail,57.7,51,4649
I002726,A0112,2022-06-18,P. Singh,pass,78.5,37,2939
I002727,A0112,2022-06-28,P. Singh,pass,74.4,52,1798
I002728,A0112,2022-07-07,S. Khan,pass,84.0,40,695
I002729,A0112,2022-08-09,P. Singh,pass,79.2,37,5370
I002730,A0112,2022-08-14,P. Singh,pass,87.7,39,1524
I002731,A0112,2022-08-31,E. Rao,fail,74.1,69,3356
I002732,A0112,2022-09-13,L. Dsouza,pass,99.5,24,4594
I002733,A0112,2022-10-03,P. Singh,pass,79.7,62,847
I002734,A0112,2022-10-11,M. Iyer,pass,92.2,40,4879
I002735,A0112,2022-11-11,P. Singh,fail,66.4,47,1628
I002736,A0112,2022-11-13,M. Iyer,repair,88.0,40,2268
I002737,A0112,2022-11-22,P. Singh,pass,83.4,60,834
I002738,A0112,2022-12-14,P. Singh,pass,86.6,24,5663
I002739,A0112,2022-12-25,L. Dsouza,pass,83.2,41,2860
I002740,A0112,2023-03-31,L. Dsouza,pass,81.6,41,487
I002741,A0112,2023-04-21,M. Iyer,repair,92.7,33,2311
I002742,A0112,2023-05-18,M. Iyer,repair,87.9,76,12125
I002743,A0112,2023-05-27,L. Dsouza,repair,88.4,55,722
I002744,A0112,2023-07-12,M. Iyer,pass,84.7,55,1802
I002745,A0112,2023-08-01,L. Dsouza,pass,87.4,33,4078
I002746,A0112,2023-08-18,S. Khan,pass,93.0,54,1634
I002747,A0112,2023-08-26,M. Iyer,pass,84.0,61,3677
I002748,A0112,2023-09-06,E. Rao,fail,47.1,37,2432
I002749,A0112,2023-09-19,L. Dsouza,pass,78.0,47,3034
I002750,A0112,2023-09-25,P. Singh,pass,89.3,6,2054
I002751,A0112,2023-10-27,M. Iyer,pass,78.1,63,4172
I002752,A0112,2023-12-25,M. Iyer,pass,83.6,46,4726
I002753,A0112,2024-02-21,P. Singh,pass,90.0,64,7136
I002754,A0112,2024-03-19,P. Singh,pass,66.0,40,2035
I002755,A0112,2024-03-26,P. Singh,pass,85.4,36,5073
I002756,A0113,2022-02-08,L. Dsouza,pass,89.9,60,458
I002757,A0113,2022-02-10,P. Singh,pass,87.0,38,606
I002758,A0113,2022-02-15,E. Rao,pass,83.9,54,5718
I002759,A0113,2022-03-02,L. Dsouza,pass,86.0,75,4016
I002760,A0113,2022-03-30,S. Khan,fail,50.7,18,2295
I002761,A0113,2022-04-01,M. Iyer,pass,92.9,50,2567
I002762,A0113,2022-06-15,P. Singh,pass,97.2,48,5373
I002763,A0113,2022-08-27,E. Rao,pass,71.0,44,5500
I002764,A0113,2022-09-12,P. Singh,pass,75.5,37,3600
I002765,A0113,2022-09-16,P. Singh,fail,61.1,47,4267
I002766,A0113,2022-09-28,M. Iyer,pass,80.0,43,1055
I002767,A0113,2022-10-18,S. Khan,pass,83.1,41,2828
I002768,A0113,2023-01-12,E. Rao,fail,58.7,59,1107
I002769,A0113,2023-01-16,L. Dsouza,pass,99.8,29,2725
I002770,A0113,2023-01-19,L. Dsouza,fail,60.4,22,1507
I002771,A0113,2023-02-13,L. Dsouza,pass,100.0,33,1038
I002772,A0113,2023-02-28,E. Rao,pass,81.4,69,4138
I002773,A0113,2023-03-08,S. Khan,pass,85.1,24,2317
I002774,A0113,2023-03-09,P. Singh,repair,88.6,31,1288
I002775,A0113,2023-08-14,S. Khan,pass,88.5,43,7123
I002776,A0113,2023-09-19,M. Iyer,fail,56.6,42,2098
I002777,A0113,2023-11-07,L. Dsouza,repair,90.8,29,19454
I002778,A0113,2024-01-03,L. Dsouza,pass,75.3,51,2859
I002779,A0113,2024-01-15,P. Singh,pass,90.3,43,2267
I002780,A0113,2024-01-26,S. Khan,repair,72.7,30,4454
I002781,A0113,2024-03-09,P. Singh,fail,68.5,63,3117
I002782,A0113,2024-03-21,L. Dsouza,pass,92.9,29,2187
I002783,A0113,2024-03-24,S. Khan,pass,72.6,53,3316
I002784,A0113,2024-03-24,S. Khan,pass,80.2,48,916
I002785,A0113,2024-04-11,P. Singh,fail,68.4,60,2149
I002786,A0114,2022-01-10,L. Dsouza,repair,90.5,26,8427
I002787,A0114,2022-01-21,P. Singh,pass,87.9,45,5816
I002788,A0114,2022-01-22,E. Rao,pass,93.6,55,1173
I002789,A0114,2022-02-05,M. Iyer,pass,89.5,53,2700
I002790,A0114,2022-03-10,S. Khan,pass,90.4,48,2172
I002791,A0114,2022-03-24,L. Dsouza,pass,86.1,41,1494
I002792,A0114,2022-04-06,P. Singh,pass,77.6,60,2143
I002793,A0114,2022-04-16,L. Dsouza,fail,58.7,52,3357
I002794,A0114,2022-05-01,P. Singh,pass,89.2,42,9327
I002795,A0114,2022-06-25,E. Rao,pass,80.7,48,7504
I002796,A0114,2022-07-26,L. Dsouza,pass,88.3,47,5717
I002797,A0114,2022-07-28,L. Dsouza,pass,94.6,47,581
I002798,A0114,2022-08-09,S. Khan,pass,86.5,39,3918
I002799,A0114,2022-08-10,P. Singh,pass,89.2,29,7253
I002800,A0114,2022-08-11,S. Khan,pass,83.3,40,2251
I002801,A0114,2022-09-05,S. Khan,pass,73.6,27,4822
I002802,A0114,2022-09-22,E. Rao,pass,90.3,31,1474
I002803,A0114,2022-09-23,S. Khan,pass,88.4,22,548
I002804,A0114,2022-09-30,P. Singh,pass,91.8,65,1679
I002805,A0114,2022-10-20,M. Iyer,pass,84.2,51,2790
I002806,A0114,2022-12-27,S. Khan,repair,88.0,39,799
I002807,A0114,2023-02-07,E. Rao,pass,83.4,31,2772
I002808,A0114,2023-03-02,P. Singh,pass,89.8,61,1643
I002809,A0114,2023-05-01,S. Khan,pass,76.8,51,5010
I002810,A0114,2023-05-20,E. Rao,pass,83.6,19,750
I002811,A0114,2023-06-10,M. Iyer,repair,88.0,28,1940
I002812,A0114,2023-07-14,E. Rao,repair,85.7,38,11672
I002813,A0114,2023-07-16,M. Iyer,pass,88.9,70,2680
I002814,A0114,2023-07-21,S. Khan,pass,85.6,42,3351
I002815,A0114,2023-07-22,P. Singh,pass,86.5,55,2555
I002816,A0114,2023-07-27,S. Khan,pass,77.7,13,1230
I002817,A0114,2023-09-26,M. Iyer,pass,86.9,31,1277
I002818,A0114,2023-10-21,L. Dsouza,pass,88.1,46,1309
I002819,A0114,2023-12-13,L. Dsouza,pass,76.5,48,4268
I002820,A0114,2023-12-19,P. Singh,pass,72.2,45,2384
I002821,A0114,2024-01-03,S. Khan,pass,86.5,39,4063
I002822,A0114,2024-01-11,M. Iyer,pass,99.6,24,4337
I002823,A0114,2024-03-30,S. Khan,pass,91.2,34,2645
I002824,A0114,2024-03-30,E. Rao,repair,84.8,37,3385
I002825,A0114,2024-04-11,E. Rao,pass,91.1,32,1993
I002826,A0114,2024-04-17,E. Rao,pass,65.6,42,2972
I002827,A0114,2024-04-29,L. Dsouza,pass,93.4,16,5789
I002828,A0115,2022-01-12,L. Dsouza,pass,84.0,56,4013
I002829,A0115,2022-02-15,L. Dsouza,pass,83.5,50,1634
I002830,A0115,2022-03-06,P. Singh,pass,88.4,7,1577
I002831,A0115,2022-06-09,S. Khan,pass,79.7,37,2165
I002832,A0115,2022-06-11,S. Khan,pass,79.6,28,998
I002833,A0115,2022-12-13,M. Iyer,pass,87.9,41,3221
I002834,A0115,2023-03-15,S. Khan,pass,82.1,45,2420
I002835,A0115,2023-06-11,S. Khan,fail,62.5,59,1222
I002836,A0115,2023-06-18,P. Singh,pass,96.8,49,2845
I002837,A0115,2023-11-22,E. Rao,pass,72.7,40,2124
I002838,A0115,2023-11-28,M. Iyer,repair,87.2,55,4040
I002839,A0115,2023-12-02,E. Rao,pass,85.9,48,5330
I002840,A0115,2024-01-18,P. Singh,pass,96.2,28,5060
I002841,A0115,2024-02-28,E. Rao,pass,93.2,44,9099
I002842,A0115,2024-03-11,M. Iyer,fail,58.7,62,8854
I002843,A0116,2022-01-15,S. Khan,pass,93.3,48,3216
I002844,A0116,2022-03-28,L. Dsouza,repair,95.1,56,5772
I002845,A0116,2022-04-12,L. Dsouza,pass,88.4,31,3186
I002846,A0116,2022-04-26,S. Khan,fail,62.4,74,3750
I002847,A0116,2022-05-03,P. Singh,pass,75.9,57,1322
I002848,A0116,2022-06-08,M. Iyer,pass,98.9,19,1351
I002849,A0116,2022-08-22,P. Singh,pass,81.7,31,5804
I002850,A0116,2022-09-28,M. Iyer,pass,79.6,52,5957
I002851,A0116,2022-10-02,P. Singh,repair,87.1,38,3288
I002852,A0116,2023-01-20,S. Khan,fail,59.6,47,2429
I002853,A0116,2023-01-25,P. Singh,pass,84.5,27,5279
I002854,A0116,2023-06-28,S. Khan,pass,84.1,38,9535
I002855,A0116,2023-06-29,E. Rao,pass,93.2,31,2235
I002856,A0116,2023-08-06,S. Khan,pass,100.0,61,5379
I002857,A0116,2023-09-03,P. Singh,pass,75.3,33,2025
I002858,A0116,2023-09-09,L. Dsouza,pass,79.8,15,3954
I002859,A0116,2023-09-10,L. Dsouza,fail,61.3,45,2283
I002860,A0116,2023-10-10,S. Khan,pass,96.9,77,4758
I002861,A0116,2023-12-06,P. Singh,pass,100.0,36,254
I002862,A0116,2023-12-08,S. Khan,pass,80.0,52,2453
I002863,A0116,2023-12-16,P. Singh,pass,92.8,37,5895
I002864,A0116,2023-12-19,L. Dsouza,pass,88.3,58,2481
I002865,A0116,2024-03-03,M. Iyer,pass,91.1,46,2557
I002866,A0116,2024-03-23,M. Iyer,pass,79.6,37,6067
I002867,A0117,2022-02-11,L. Dsouza,pass,79.8,17,1899
I002868,A0117,2022-02-14,L. Dsouza,pass,83.7,59,1186
I002869,A0117,2022-04-02,E. Rao,repair,71.5,46,2472
I002870,A0117,2023-05-20,L. Dsouza,pass,72.8,33,4528
I002871,A0117,2023-11-21,M. Iyer,fail,65.8,60,4926
I002872,A0118,2022-03-16,P. Singh,pass,88.3,30,1257
I002873,A0118,2022-07-30,L. Dsouza,pass,97.2,43,5247
I002874,A0118,2022-10-10,S. Khan,pass,96.0,39,2628
I002875,A0118,2022-12-07,E. Rao,pass,78.4,22,3035
I002876,A0118,2023-01-28,P. Singh,pass,81.6,50,13554
I002877,A0118,2023-10-26,S. Khan,pass,85.6,48,2174
I002878,A0118,2024-03-22,S. Khan,pass,70.9,47,3882
I002879,A0119,2022-01-15,L. Dsouza,pass,82.4,55,362
I002880,A0119,2022-02-06,P. Singh,pass,78.2,63,3541
I002881,A0119,2022-02-09,M. Iyer,pass,76.4,60,3563
I002882,A0119,2022-02-11,E. Rao,pass,81.3,25,1352
I002883,A0119,2022-02-19,E. Rao,repair,100.0,67,5536
I002884,A0119,2022-02-23,E. Rao,pass,88.8,61,6616
I002885,A0119,2022-04-25,M. Iyer,pass,79.8,41,3441
I002886,A0119,2022-04-26,M. Iyer,pass,81.8,25,4731
I002887,A0119,2022-05-06,L. Dsouza,fail,71.3,45,2025
I002888,A0119,2022-05-14,P. Singh,pass,79.5,13,4241
I002889,A0119,2022-08-06,L. Dsouza,pass,87.0,20,3588
I002890,A0119,2022-08-10,L. Dsouza,pass,89.7,65,2029
I002891,A0119,2022-09-01,E. Rao,pass,82.6,53,4929
I002892,A0119,2022-09-01,S. Khan,pass,92.4,25,1228
I002893,A0119,2022-09-29,E. Rao,pass,100.0,63,2032
I002894,A0119,2022-10-11,L. Dsouza,repair,78.3,44,2735
I002895,A0119,2022-10-18,L. Dsouza,pass,97.1,47,1300
I002896,A0119,2022-10-20,M. Iyer,pass,76.9,21,7102
I002897,A0119,2022-10-31,P. Singh,pass,74.4,28,3973
I002898,A0119,2022-12-02,M. Iyer,pass,73.9,39,4967
I002899,A0119,2022-12-16,M. Iyer,pass,83.6,49,4910
I002900,A0119,2022-12-22,E. Rao,repair,72.3,26,2782
I002901,A0119,2023-02-06,M. Iyer,pass,83.2,48,5231
I002902,A0119,2023-02-12,E. Rao,pass,78.2,56,4252
I002903,A0119,2023-03-09,M. Iyer,pass,81.0,26,956
I002904,A0119,2023-03-16,L. Dsouza,pass,77.1,54,4431
I002905,A0119,2023-04-13,E. Rao,pass,99.2,26,2859
I002906,A0119,2023-04-26,P. Singh,pass,75.9,50,8018
I002907,A0119,2023-05-14,P. Singh,pass,99.9,48,1856
I002908,A0119,2023-05-28,M. Iyer,repair,94.3,12,553
I002909,A0119,2023-05-31,E. Rao,pass,91.6,35,5110
I002910,A0119,2023-06-01,M. Iyer,pass,69.4,49,2503
I002911,A0119,2023-06-13,M. Iyer,pass,87.5,21,4380
I002912,A0119,2023-06-26,M. Iyer,pass,76.9,63,2731
I002913,A0119,2023-07-06,L. Dsouza,pass,72.0,35,2014
I002914,A0119,2023-07-17,L. Dsouza,pass,73.7,43,4225
I002915,A0119,2023-08-10,S. Khan,repair,84.1,65,8763
I002916,A0119,2023-11-07,S. Khan,pass,80.9,65,6832
I002917,A0119,2023-11-14,M. Iyer,pass,78.0,54,3540
I002918,A0119,2024-01-04,S. Khan,repair,76.6,50,200
I002919,A0119,2024-02-05,M. Iyer,repair,87.7,54,8644
I002920,A0119,2024-03-30,S. Khan,pass,87.9,60,3748
I002921,A0120,2022-01-02,M. Iyer,repair,79.8,39,5400
I002922,A0120,2022-04-24,P. Singh,pass,81.6,51,3001
I002923,A0120,2022-06-14,L. Dsouza,pass,90.4,32,816
I002924,A0120,2022-09-04,M. Iyer,fail,53.9,65,4470
I002925,A0120,2022-12-14,L. Dsouza,pass,85.1,65,1110
I002926,A0120,2022-12-25,L. Dsouza,pass,97.2,31,3554
I002927,A0120,2023-01-15,P. Singh,pass,85.6,58,1871
I002928,A0120,2023-02-01,M. Iyer,pass,95.0,32,4485
I002929,A0120,2023-04-17,M. Iyer,pass,66.9,62,4252
I002930,A0120,2023-06-02,M. Iyer,pass,88.9,56,3805
I002931,A0120,2023-06-29,P. Singh,pass,77.7,63,670
I002932,A0120,2023-06-29,S. Khan,pass,89.3,59,2577
I002933,A0120,2023-07-05,P. Singh,pass,87.7,50,3629
I002934,A0120,2023-09-24,L. Dsouza,pass,79.8,35,6448
I002935,A0120,2023-10-02,L. Dsouza,pass,90.3,44,644
I002936,A0120,2023-12-02,L. Dsouza,pass,69.7,29,693
I002937,A0120,2024-01-06,E. Rao,pass,81.7,51,5061
I002938,A0120,2024-01-30,M. Iyer,pass,85.4,29,2880
I002939,A0121,2022-01-27,P. Singh,pass,98.5,34,6431
I002940,A0121,2022-03-14,M. Iyer,repair,95.8,28,4760
I002941,A0121,2022-04-21,L. Dsouza,pass,98.4,44,1944
I002942,A0121,2022-05-07,E. Rao,pass,75.3,32,7271
I002943,A0121,2022-05-13,P. Singh,pass,77.6,58,6812
I002944,A0121,2022-05-28,P. Singh,repair,89.9,46,1368
I002945,A0121,2022-06-02,M. Iyer,repair,79.9,61,1551
I002946,A0121,2022-07-22,E. Rao,pass,89.0,39,985
I002947,A0121,2022-07-29,M. Iyer,pass,87.8,35,5457
I002948,A0121,2022-09-01,E. Rao,pass,88.1,41,2617
I002949,A0121,2022-10-23,E. Rao,pass,79.5,51,3200
I002950,A0121,2022-11-06,P. Singh,pass,77.1,47,4519
I002951,A0121,2022-12-05,P. Singh,pass,81.9,64,1686
I002952,A0121,2023-02-18,E. Rao,pass,91.8,25,2021
I002953,A0121,2023-03-27,M. Iyer,fail,51.5,34,2065
I002954,A0121,2023-03-29,P. Singh,pass,74.6,11,568
I002955,A0121,2023-04-25,M. Iyer,pass,90.9,5,1884
I002956,A0121,2023-05-05,S. Khan,repair,88.6,26,3133
I002957,A0121,2023-05-31,M. Iyer,repair,82.5,52,3071
I002958,A0121,2023-06-01,L. Dsouza,pass,87.8,67,4437
I002959,A0121,2023-06-05,S. Khan,fail,74.7,48,1371
I002960,A0121,2023-06-14,M. Iyer,repair,90.0,43,3786
I002961,A0121,2023-06-15,S. Khan,pass,79.0,58,4124
I002962,A0121,2023-07-12,P. Singh,pass,89.6,24,3900
I002963,A0121,2023-08-02,L. Dsouza,pass,73.3,67,8101
I002964,A0121,2023-08-16,P. Singh,pass,78.9,14,5283
I002965,A0121,2023-09-28,L. Dsouza,pass,88.4,46,1886
I002966,A0121,2023-09-30,M. Iyer,pass,89.6,33,3571
I002967,A0121,2023-10-11,P. Singh,fail,59.4,54,2993
I002968,A0121,2023-10-19,S. Khan,pass,90.9,36,2340
I002969,A0121,2023-10-29,M. Iyer,repair,100.0,59,2628
I002970,A0121,2023-11-10,P. Singh,pass,70.1,60,3241
I002971,A0121,2023-12-27,S. Khan,pass,93.8,15,3077
I002972,A0121,2024-02-01,M. Iyer,repair,83.3,73,6652
I002973,A0121,2024-03-09,L. Dsouza,pass,99.2,69,2275
I002974,A0121,2024-03-31,E. Rao,pass,89.2,51,7816
I002975,A0121,2024-04-08,P. Singh,pass,83.4,33,6301
I002976,A0121,2024-04-28,S. Khan,pass,73.4,38,1216
