machine_id,temp_bearing,temp_motor,temp_gearbox,oil_temp,temp_ambient,vibration_x,vibration_y,vibration_z,acoustic_db,rpm,spindle_speed,feed_rate,torque,power_kw,current_a,current_b,current_c,load_pct,pressure_in,pressure_out,coolant_flow,oil_level,voltage,humidity,condition
MX0904,64.84,69.36,56.15,57.38,28.38,1.3,0.97,1.18,67.9,1532.62,4966.91,254.79,102.97,70.67,18.67,21.05,18.41,63.83,75.54,56.59,28.97,83.0,415.05,45.13,Normal
MX0905,57.38,56.67,55.5,51.4,28.05,2.44,2.1,1.79,78.46,1553.37,5018.27,219.7,126.11,57.39,20.58,19.41,19.37,59.23,77.78,53.16,21.18,77.03,414.78,44.92,Normal
MX0906,60.04,61.44,57.3,49.59,29.33,1.81,1.45,1.1,72.3,1675.89,5241.04,237.4,121.6,66.64,19.31,20.97,20.31,64.81,82.07,50.79,24.75,84.45,414.73,44.93,Normal
MX0907,67.94,68.82,63.0,62.64,28.34,2.91,2.18,1.86,77.22,1324.42,4349.85,216.84,103.21,60.02,18.8,19.41,16.57,49.06,77.03,52.36,26.48,71.91,414.84,45.03,Warning
MX0908,66.95,75.57,65.76,61.4,29.3,2.16,1.98,1.93,74.43,1828.95,6912.88,272.81,121.2,85.36,25.58,22.97,21.22,69.67,86.95,62.44,30.94,86.42,415.0,44.92,Normal
MX0909,68.91,74.91,60.01,60.02,26.44,1.6,1.46,1.6,74.29,1641.25,5832.24,208.35,103.94,74.47,23.17,21.03,21.65,59.46,75.25,65.18,29.22,77.36,414.91,44.81,Warning
MX0910,74.31,82.41,69.7,64.49,29.85,1.88,2.5,2.04,80.53,2050.14,6797.02,290.79,128.06,90.4,22.92,25.02,25.76,78.08,91.56,64.54,34.33,80.71,414.97,44.97,Warning
MX0911,67.42,69.89,64.38,57.83,28.58,2.09,2.17,1.84,76.31,1877.77,6787.94,237.38,119.58,86.36,23.17,22.67,22.47,69.39,78.55,55.76,30.98,76.21,415.2,44.94,Warning
MX0912,68.68,70.9,66.4,58.07,25.62,1.52,1.74,1.43,77.16,1552.05,4643.22,175.66,91.22,58.42,19.63,16.92,18.35,50.76,63.82,56.22,31.13,79.35,414.72,44.4,Normal
MX0913,71.55,80.78,71.17,68.11,30.21,3.22,2.74,2.54,81.84,2329.67,8578.33,344.56,154.44,111.08,28.9,27.41,31.41,87.66,99.25,69.96,37.8,77.86,415.17,44.98,Failure
MX0914,59.51,61.41,57.32,48.05,29.46,0.95,0.93,0.91,69.3,1215.13,3686.72,149.57,72.19,53.45,17.4,13.56,13.77,51.01,60.79,48.79,24.95,83.85,415.22,45.27,Normal
MX0915,68.39,75.23,66.62,59.4,27.75,3.25,3.24,2.52,82.5,2316.46,8567.34,313.0,157.11,86.52,25.88,28.71,26.1,79.74,91.25,70.8,36.73,82.35,415.34,45.27,Warning
MX0916,69.62,71.16,62.23,59.78,26.56,1.42,0.78,1.43,70.83,1084.14,3450.6,180.03,88.73,54.51,13.79,17.42,16.93,39.77,68.52,52.87,29.02,77.77,414.56,45.19,Normal
MX0917,61.82,67.2,57.79,55.27,29.39,1.94,1.54,1.61,77.34,1711.07,5741.43,232.38,127.11,79.48,20.96,21.86,20.44,64.06,80.1,54.82,27.63,84.48,414.78,44.84,Normal
MX0918,62.06,63.9,62.13,54.64,28.25,0.98,0.88,0.95,67.4,1193.9,4056.23,171.59,82.44,45.0,16.59,14.44,15.54,53.54,70.95,48.02,26.05,77.7,415.37,45.09,Normal
MX0919,80.66,85.8,78.61,66.82,27.1,3.25,2.96,2.61,84.74,2096.74,6697.31,287.29,146.97,94.27,26.36,25.46,24.8,77.09,93.92,65.91,39.02,78.74,415.11,45.39,Failure
MX0920,63.69,63.94,63.62,58.94,26.64,2.99,2.61,2.6,85.28,1843.35,5441.44,230.6,117.99,62.72,18.98,21.66,20.49,63.92,84.21,61.35,28.36,82.78,415.08,44.78,Normal
MX0921,62.1,57.52,56.2,51.47,27.56,1.69,1.56,1.38,74.0,1048.29,2483.64,149.61,57.83,41.12,12.75,13.93,13.65,29.64,66.02,47.62,18.97,72.47,414.79,45.32,Normal
MX0922,61.6,58.67,55.18,50.58,26.76,1.43,0.9,1.02,71.96,1364.68,3728.94,189.0,82.93,46.53,13.16,15.79,15.14,45.03,72.37,48.0,23.91,77.93,415.03,45.03,Normal
MX0923,68.14,70.5,59.13,59.63,30.0,1.65,1.66,1.44,74.55,1653.87,5880.77,232.32,125.9,78.62,19.69,21.99,23.13,61.27,85.97,62.88,31.81,81.5,415.13,44.75,Warning
MX0924,72.94,77.7,68.46,62.11,27.49,3.12,3.22,2.54,83.33,2146.57,7914.12,300.46,144.04,94.57,26.15,29.38,25.96,78.36,86.62,66.27,35.79,76.12,414.88,45.68,Warning
MX0925,67.32,70.36,61.41,58.92,28.99,1.42,1.36,1.65,76.22,1357.47,3157.52,165.28,98.82,53.76,17.29,16.11,14.91,44.74,75.51,49.93,26.88,79.45,415.23,44.6,Warning
MX0926,65.34,66.71,59.82,59.4,29.71,1.75,1.44,1.26,72.84,1249.44,2850.52,162.04,71.99,38.69,14.92,12.39,11.58,37.16,65.93,48.61,24.66,79.95,414.81,44.96,Normal
MX0927,66.92,70.43,59.03,58.57,28.79,1.23,1.09,1.16,73.43,1453.15,3927.47,214.87,97.48,55.45,16.33,18.51,18.68,46.28,69.6,51.03,24.07,81.18,415.09,44.94,Normal
MX0928,62.93,65.62,57.04,58.29,28.83,1.29,1.55,1.4,78.36,1605.21,5413.09,204.96,111.28,64.54,18.45,20.74,20.25,53.59,79.07,55.4,30.05,85.32,414.51,45.11,Normal
MX0929,54.23,60.11,52.86,49.44,26.87,1.53,1.15,0.91,71.98,1348.55,4827.06,203.69,89.24,55.87,15.53,18.2,16.42,46.23,63.91,56.53,27.43,88.85,414.81,45.04,Normal
MX0930,61.65,64.37,60.26,56.21,28.8,1.69,1.36,1.79,73.32,1324.91,4956.68,202.12,84.15,58.37,16.94,19.3,18.53,51.58,78.57,65.01,23.77,71.69,414.89,44.9,Normal
MX0931,71.29,80.7,68.95,62.51,28.84,3.09,2.75,2.33,82.47,2074.16,8398.95,327.89,150.49,98.06,27.16,29.31,27.8,79.81,87.58,68.8,31.67,78.59,415.18,44.57,Warning
MX0932,72.78,74.63,68.29,63.51,27.83,1.95,1.8,1.83,77.59,2135.64,7359.1,314.06,138.1,88.46,24.49,27.56,24.38,79.39,90.05,60.59,33.13,83.32,414.93,44.94,Warning
MX0933,69.4,69.33,65.06,60.01,28.18,3.07,2.5,1.99,82.77,2152.55,7370.48,275.0,128.98,85.02,24.21,27.52,26.21,74.2,95.98,65.79,33.46,77.99,415.44,44.92,Warning
MX0934,62.63,68.13,56.7,57.63,29.12,1.87,1.71,1.6,74.31,1584.81,4599.3,207.77,102.7,58.7,13.89,18.62,19.83,56.03,78.96,53.3,26.92,86.14,414.63,45.1,Normal
MX0935,68.81,71.11,66.54,60.83,27.81,3.54,3.61,2.78,82.98,2045.26,7566.64,288.4,137.14,87.64,23.2,23.27,27.21,71.31,87.58,62.63,30.62,79.53,414.78,44.9,Warning
MX0936,54.57,53.8,46.14,51.24,24.91,1.88,1.81,1.6,78.77,1843.76,5373.18,229.49,99.2,68.06,16.1,19.38,18.05,59.59,67.79,58.22,23.89,79.71,415.01,44.64,Normal
MX0937,54.84,57.53,50.29,50.34,26.4,1.51,1.12,1.23,74.21,1354.61,3318.81,179.38,64.81,47.98,13.23,13.38,14.95,46.64,65.02,46.65,19.68,84.8,414.42,45.12,Normal
MX0938,78.43,84.85,72.0,66.53,29.96,2.97,3.25,2.44,84.84,2119.3,8165.13,343.61,156.3,103.46,27.22,25.88,26.35,83.58,91.16,70.57,31.73,72.83,414.71,45.08,Failure
MX0939,66.27,69.38,58.42,54.34,27.86,1.92,1.73,1.69,76.44,1817.73,5795.29,241.63,126.75,70.14,21.83,21.26,21.56,68.69,73.2,58.12,28.22,83.64,415.08,45.19,Normal
MX0940,58.47,63.22,55.32,51.87,26.25,1.96,1.54,1.23,73.69,1629.15,4596.41,215.21,108.03,59.82,20.26,18.65,19.91,47.14,76.13,50.29,22.65,77.98,415.26,45.05,Normal
MX0941,69.01,79.29,64.93,63.61,28.78,3.1,2.96,2.5,83.27,2333.67,8924.99,334.38,146.5,101.38,31.3,27.94,28.05,95.93,88.67,69.1,33.14,82.13,414.84,45.34,Normal
MX0942,68.65,75.76,66.33,62.66,29.01,1.97,1.86,1.69,76.56,1937.23,7330.85,277.12,136.03,86.51,25.43,23.95,23.78,75.47,85.76,58.58,31.39,80.36,414.76,45.13,Warning
MX0943,80.15,84.02,74.94,62.02,29.85,3.17,2.64,2.45,82.37,2084.7,8327.75,334.46,162.15,97.05,29.28,28.86,25.87,86.98,89.77,72.26,36.65,82.67,414.86,44.75,Failure
MX0944,80.96,89.04,76.85,72.09,28.32,4.08,4.07,3.52,91.43,2561.48,9553.72,372.94,160.85,111.35,33.21,31.35,33.46,87.59,108.67,69.41,41.26,73.66,414.92,45.15,Failure
MX0945,66.07,75.61,61.59,61.84,28.68,2.0,1.8,1.58,74.61,1919.16,6446.07,267.98,121.93,73.09,22.2,22.24,23.39,72.36,82.46,58.24,32.46,84.46,414.91,45.15,Normal
MX0946,63.28,63.52,53.74,53.16,27.84,1.22,0.6,0.81,67.91,1128.58,3218.6,156.72,93.02,55.09,15.83,14.5,13.59,41.58,67.99,44.92,29.91,81.58,414.59,45.09,Normal
MX0947,53.47,55.11,53.95,52.58,27.42,1.5,1.16,1.14,72.57,1549.64,5259.43,215.02,104.09,63.02,18.28,20.29,21.18,53.9,64.96,51.82,22.52,80.88,415.09,44.96,Normal
MX0948,69.19,75.79,67.95,64.69,28.36,3.27,2.84,2.42,82.07,2109.4,8211.14,267.96,147.93,93.58,27.48,30.03,25.95,85.63,89.6,70.45,30.64,76.47,414.95,45.15,Failure
MX0949,51.53,57.13,56.82,45.06,27.2,1.92,1.83,1.4,78.12,1690.29,5588.22,220.45,106.75,52.41,20.01,15.04,17.67,50.66,81.16,55.04,23.57,83.55,414.74,45.2,Normal
MX0950,63.31,69.54,64.6,58.24,28.08,2.5,2.26,2.27,81.55,1754.68,6131.3,249.97,123.76,84.52,21.74,23.48,24.6,76.37,80.61,62.81,27.44,76.33,414.46,44.98,Warning
MX0951,75.63,82.72,74.48,65.05,27.06,3.28,2.97,2.39,84.89,2128.6,7753.69,315.96,149.8,86.13,28.79,26.25,25.87,82.39,91.09,68.05,31.42,78.94,414.9,44.75,Warning
MX0952,71.42,84.59,64.96,61.15,27.83,1.99,2.0,1.81,81.68,2193.01,7621.94,311.65,144.52,100.31,27.54,25.67,26.27,84.36,82.66,67.53,36.39,83.17,414.31,44.81,Normal
MX0953,75.63,82.61,71.25,62.48,30.32,2.56,2.74,2.03,82.84,2499.92,8507.97,331.58,147.62,105.07,29.0,28.83,32.98,87.34,92.87,73.05,41.3,80.5,415.13,45.13,Warning
MX0954,69.85,76.74,65.73,61.2,28.24,3.07,2.75,2.01,82.44,2262.99,7954.31,276.36,130.66,96.05,27.46,26.74,26.66,83.21,82.37,68.94,36.95,79.94,414.88,45.12,Warning
MX0955,64.56,73.22,56.77,58.94,27.78,1.14,1.02,1.17,71.58,1749.82,5820.24,238.14,105.51,68.13,22.51,21.89,22.46,62.51,73.48,58.6,27.88,85.06,414.96,45.2,Normal
MX0956,69.93,77.19,64.92,60.39,29.26,2.82,2.77,2.19,81.59,2092.22,8181.19,314.62,148.49,87.15,26.35,23.44,24.64,76.15,90.24,68.76,31.63,75.58,415.44,44.83,Warning
MX0957,60.11,61.61,58.98,54.85,30.15,2.59,2.71,2.3,78.95,2124.24,6983.48,263.69,130.29,93.65,26.97,25.21,22.87,68.18,84.81,64.52,29.99,77.34,415.09,45.01,Normal
MX0958,68.64,69.92,62.51,62.92,30.93,2.33,2.02,1.94,79.6,1659.13,5276.87,251.64,123.04,75.99,22.14,21.25,22.99,66.2,90.21,65.32,29.63,77.4,414.97,45.41,Normal
MX0959,70.33,78.91,65.91,58.77,28.48,2.38,2.01,1.44,76.06,2019.49,8078.07,294.69,146.16,103.41,28.52,28.61,29.35,77.15,85.07,71.83,34.32,77.74,414.87,45.17,Normal
MX0960,58.86,62.25,56.87,52.23,27.72,1.44,1.06,1.19,75.91,1808.97,6007.83,250.16,115.54,76.37,22.31,22.16,20.9,69.58,75.33,53.28,26.52,84.92,415.0,45.0,Normal
MX0961,64.07,61.9,61.1,57.12,26.53,2.62,2.36,2.2,79.78,1737.86,5365.55,219.7,107.54,64.4,22.28,19.21,19.33,58.42,74.91,58.81,27.9,80.0,415.46,45.25,Normal
MX0962,62.96,69.8,65.81,57.52,28.33,3.34,3.26,2.53,81.31,2222.55,8170.83,329.16,152.49,109.18,26.43,28.79,28.77,83.25,87.43,65.46,33.24,77.24,414.87,44.93,Warning
MX0963,67.95,66.02,60.53,57.18,29.05,2.38,2.37,2.04,79.74,1839.48,6278.89,251.0,114.78,69.45,20.96,21.34,22.81,66.09,78.94,55.89,26.11,78.87,414.61,44.89,Warning
MX0964,79.04,85.33,76.02,65.43,28.27,3.71,3.75,3.08,95.74,2478.84,8208.95,341.34,168.64,103.62,30.36,29.78,26.38,88.04,94.19,71.98,33.08,71.82,414.53,44.73,Warning
MX0965,65.67,65.94,58.2,56.24,25.58,2.52,2.68,1.97,81.74,1363.28,3820.79,196.06,92.39,54.86,15.24,19.24,18.36,45.79,73.89,48.34,30.69,77.42,415.17,45.29,Normal
MX0966,62.58,71.62,61.89,62.06,27.67,2.32,1.87,1.62,77.4,1711.47,6022.63,182.03,118.83,70.52,20.78,20.86,19.01,58.33,82.1,58.56,26.23,84.02,414.78,44.88,Normal
MX0967,58.03,58.99,55.98,51.4,28.16,0.84,0.33,0.84,71.17,1350.63,4142.25,182.82,80.25,52.86,10.39,16.86,16.07,49.48,67.29,49.16,24.49,90.94,414.94,44.67,Normal
MX0968,50.29,55.47,49.04,46.29,25.6,1.14,0.89,0.71,71.47,1287.71,3391.12,199.35,73.18,41.5,14.4,13.42,15.33,42.71,65.14,43.82,23.77,83.71,414.75,45.16,Normal
MX0969,49.78,52.55,51.06,47.8,27.78,1.42,1.78,1.62,72.78,1074.31,3129.69,165.07,74.04,34.94,14.34,12.34,15.65,41.96,54.57,48.07,29.3,81.65,414.87,45.06,Normal
MX0970,68.98,78.22,66.31,60.75,28.99,2.1,2.29,2.13,78.05,2606.8,9178.36,356.7,160.51,102.94,30.92,29.74,31.81,90.89,97.49,75.26,38.54,85.64,414.7,44.83,Warning
MX0971,69.2,72.24,66.79,61.08,27.6,2.98,2.89,2.1,79.45,1844.21,6820.42,282.42,127.58,74.95,24.75,23.69,22.33,70.55,79.67,58.65,30.87,82.62,415.19,44.93,Warning
MX0972,62.6,65.66,63.33,55.49,27.4,2.86,2.72,1.91,81.87,1990.64,7266.15,262.54,126.3,76.77,21.69,22.58,24.8,64.96,81.06,61.98,26.58,76.79,414.93,45.11,Normal
MX0973,64.65,68.23,62.18,55.91,27.14,2.54,2.46,1.83,79.17,2193.05,7436.29,294.59,130.32,90.63,28.71,24.88,25.79,81.42,84.96,65.53,32.97,78.37,415.25,44.79,Normal
MX0974,68.72,74.51,62.1,59.49,29.47,1.68,1.85,1.46,76.52,1713.72,5793.43,254.07,106.03,68.32,20.42,23.48,20.08,60.29,81.25,55.42,32.34,80.92,415.01,44.85,Warning
MX0975,62.99,70.48,61.57,55.52,27.56,2.18,1.88,1.48,77.35,1891.29,6531.52,280.75,112.19,80.73,22.45,23.1,23.73,71.65,79.24,59.73,27.84,78.5,415.11,44.78,Warning
MX0976,65.06,65.78,61.69,56.23,28.56,2.5,2.14,2.07,78.72,1351.31,5431.6,170.6,104.87,54.59,17.62,16.79,16.78,48.94,74.96,53.67,28.37,79.39,414.59,45.21,Normal
MX0977,54.25,54.18,51.07,50.47,29.05,1.9,1.81,1.47,77.42,1729.19,5772.25,224.79,111.69,66.34,21.71,19.95,18.64,62.02,79.8,55.99,24.48,85.25,415.06,45.16,Normal
MX0978,59.69,65.48,57.81,57.17,27.17,1.9,1.96,1.83,75.89,1549.87,5129.53,221.04,118.66,65.88,16.84,17.75,21.03,60.9,80.04,53.27,27.06,79.79,415.52,44.94,Normal
MX0979,75.22,81.72,71.72,63.06,28.7,2.47,3.09,2.39,86.99,2083.3,7676.79,299.06,132.65,84.5,28.26,27.94,27.86,67.52,82.62,66.78,30.4,81.33,415.36,45.14,Warning
MX0980,64.78,66.79,59.34,52.16,24.69,2.12,2.29,1.64,77.83,1910.4,6569.93,228.21,136.08,74.34,22.95,22.87,23.2,70.08,78.75,60.51,30.63,81.27,415.06,45.05,Normal
MX0981,54.55,57.86,50.3,50.97,27.77,1.32,1.44,1.32,68.95,1258.64,3237.55,164.01,82.53,42.13,12.79,14.81,13.3,46.36,67.75,50.06,18.75,77.32,415.09,45.06,Normal
MX0982,57.84,58.24,50.37,49.27,27.35,1.53,0.98,1.11,72.9,1298.46,2868.32,154.97,78.58,36.62,11.88,12.14,15.59,42.15,71.26,52.14,26.65,71.33,415.38,44.91,Normal
MX0983,61.65,63.93,55.36,58.21,28.12,1.9,1.87,1.65,77.31,1552.5,4343.05,192.53,94.77,59.61,16.44,16.71,19.48,55.67,68.58,53.86,27.06,81.46,414.97,44.81,Normal
MX0984,63.95,65.82,60.07,56.38,26.81,2.69,2.43,2.16,82.8,2182.47,7766.96,309.3,147.09,80.05,26.74,24.73,23.13,77.22,85.93,62.32,28.7,83.26,414.9,44.8,Warning
MX0985,63.12,68.89,60.2,58.94,27.44,1.99,1.98,1.54,77.11,1925.6,6584.3,296.16,109.75,83.78,23.55,23.33,21.53,70.26,78.14,63.97,32.61,86.37,415.47,45.05,Normal
MX0986,69.4,76.67,69.32,62.82,25.42,2.62,1.93,1.88,77.43,1889.6,6709.19,252.91,139.77,92.59,25.41,22.32,23.34,63.75,89.33,69.29,32.83,78.6,414.78,45.31,Warning
MX0987,62.08,62.44,59.32,57.6,28.22,1.26,1.18,1.24,71.98,1086.88,2931.25,131.55,70.95,37.88,13.5,12.62,16.74,36.84,62.95,53.34,20.76,81.93,415.16,45.03,Normal
MX0988,54.22,57.78,51.46,51.61,26.18,0.8,0.06,0.65,67.37,706.98,891.1,99.8,49.01,14.94,8.05,6.8,10.78,15.86,57.18,43.8,19.39,75.87,415.24,44.97,Normal
MX0989,72.9,73.01,66.3,61.93,28.79,1.95,1.95,1.79,77.13,1719.33,5336.05,219.56,100.67,61.85,20.53,20.22,21.71,56.93,77.25,58.56,31.31,75.26,415.31,45.31,Normal
MX0990,74.0,75.14,72.0,62.08,28.37,2.43,2.54,2.13,82.83,1660.77,6766.09,271.21,118.2,80.84,20.56,24.16,22.77,65.75,78.99,60.27,29.81,74.05,414.41,44.81,Warning
MX0991,60.17,63.38,56.95,50.39,28.0,0.77,0.71,1.08,70.74,1429.35,3992.83,213.29,87.19,53.76,17.28,19.82,18.95,55.27,69.58,52.12,22.76,82.54,415.1,45.43,Normal
MX0992,71.34,73.5,64.7,61.03,27.07,1.1,1.2,1.18,73.4,1804.76,5857.38,241.94,127.12,76.99,24.37,22.39,21.73,58.76,74.92,53.3,34.33,76.69,415.59,45.19,Warning
MX0993,72.34,77.5,69.18,62.01,29.62,2.16,1.63,1.41,77.49,1828.38,5625.21,268.29,123.75,77.66,24.47,21.16,21.23,63.84,81.34,59.01,29.45,77.5,415.22,45.2,Warning
MX0994,68.44,70.84,59.59,60.39,28.94,1.45,1.73,1.85,75.9,1400.74,4494.91,223.58,85.93,64.6,17.85,19.18,19.5,49.63,74.12,53.72,28.38,78.62,415.11,45.18,Normal
MX0995,67.4,71.71,63.52,62.32,27.5,2.24,1.74,1.91,76.56,1670.39,4377.92,207.28,95.09,70.49,19.9,19.39,19.56,57.6,79.25,60.73,25.3,81.81,415.49,45.09,Normal
MX0996,70.58,73.97,67.43,58.33,26.44,2.87,2.86,2.17,87.77,2098.26,6875.84,273.63,143.83,82.96,22.44,24.83,24.41,70.26,96.98,66.98,34.99,80.65,414.98,44.93,Normal
MX0997,74.55,79.03,71.41,61.71,27.8,2.53,2.46,2.24,79.47,1852.31,6475.15,265.09,134.98,82.3,24.23,22.46,22.78,67.09,86.28,62.71,28.04,75.27,415.18,45.21,Failure
MX0998,74.17,73.95,67.65,65.1,26.24,2.81,2.39,2.42,82.15,2046.06,6646.5,288.33,130.46,82.92,22.98,21.99,23.74,69.46,90.64,63.53,30.6,69.65,414.8,44.77,Failure
MX0999,77.27,86.18,70.93,66.38,28.9,3.83,3.76,2.99,86.98,2810.04,9587.11,375.84,173.68,129.41,33.03,36.97,34.53,105.19,101.84,79.23,43.25,72.58,414.63,45.05,Failure
MX1000,60.18,62.88,55.38,54.19,27.44,1.63,1.57,1.08,74.14,1599.0,4954.57,223.9,95.32,68.32,20.6,18.84,19.34,49.55,78.67,58.08,23.71,83.46,414.2,45.02,Normal
MX1001,70.91,76.55,67.59,59.69,30.93,2.53,2.46,1.88,82.43,1950.16,6673.14,282.07,121.35,82.13,23.82,23.19,21.17,67.19,82.93,65.31,33.79,81.61,415.01,45.13,Warning
MX1002,59.06,60.37,54.69,54.37,28.27,1.64,1.62,1.29,74.46,1512.49,4358.17,194.55,90.34,52.89,15.55,18.54,16.59,42.39,67.77,49.56,20.91,77.43,415.38,45.03,Normal
MX1003,64.49,63.29,60.51,54.93,27.06,1.4,1.29,1.39,76.4,1634.27,5210.22,197.15,103.03,68.52,19.42,19.03,18.96,59.26,77.33,54.25,27.8,81.7,414.36,44.83,Normal
MX1004,64.76,71.08,60.0,57.43,27.02,2.21,2.08,1.7,78.69,1957.54,6712.96,249.78,128.51,91.7,24.1,25.4,24.13,73.31,74.12,59.29,32.55,82.67,415.17,44.64,Normal
MX1005,70.96,74.97,68.91,64.58,28.14,2.74,3.11,2.22,82.51,2257.83,7274.86,311.5,131.38,94.58,26.56,28.18,26.96,79.0,81.44,71.36,34.05,82.4,414.99,44.95,Normal
MX1006,72.94,81.13,70.73,64.96,27.43,2.21,2.2,1.92,79.34,1716.53,5487.16,264.41,143.61,80.37,24.1,23.48,23.37,63.18,85.66,56.43,32.92,71.9,415.36,44.67,Warning
MX1007,77.9,78.93,72.03,66.82,29.83,2.33,2.34,2.18,88.18,2004.02,6601.55,291.07,136.78,87.64,25.45,24.84,27.42,76.82,87.29,68.94,40.01,72.79,414.66,45.06,Warning
MX1008,63.79,67.05,56.77,54.36,27.3,2.03,1.64,1.51,75.26,1802.22,5950.89,291.56,111.28,71.59,23.51,22.45,20.83,67.47,75.33,60.79,33.42,85.88,415.09,45.1,Normal
MX1009,63.78,57.44,55.37,53.16,24.59,2.15,1.38,1.74,74.7,1242.89,3966.54,161.74,86.69,40.44,16.36,15.51,12.11,44.67,66.48,52.13,22.88,81.01,414.48,44.72,Normal
MX1010,53.3,53.71,49.89,47.0,26.84,0.52,0.0,0.51,71.93,501.8,221.62,71.41,40.2,12.42,5.51,7.65,4.98,16.51,51.0,33.48,20.03,81.35,415.22,45.11,Normal
MX1011,72.82,77.5,68.54,61.82,25.72,3.07,3.39,2.28,83.61,2732.85,9937.97,369.96,157.77,115.16,32.08,32.14,34.47,100.06,100.92,75.48,36.83,87.61,415.05,44.94,Normal
MX1012,71.72,78.4,70.21,64.71,28.23,2.29,2.28,1.98,81.11,2072.36,7150.43,320.48,142.61,97.71,28.96,25.51,27.17,76.74,82.47,66.27,32.84,73.95,415.26,44.91,Failure
MX1013,67.39,69.4,63.59,61.87,28.82,2.48,2.74,2.13,78.98,1968.23,5932.22,249.42,124.13,82.46,23.37,21.34,23.74,70.01,76.99,64.44,27.8,81.02,414.27,45.11,Normal
MX1014,56.23,62.14,55.36,53.45,27.05,0.88,1.0,0.91,66.92,1173.77,2997.93,145.62,65.5,42.34,13.98,12.68,15.96,36.86,68.36,50.98,27.45,79.23,415.86,44.89,Normal
MX1015,68.49,70.24,62.25,60.47,25.49,2.69,1.96,2.21,76.42,1345.82,4668.47,228.73,108.28,61.52,18.75,18.78,19.44,49.68,86.81,63.87,26.96,74.09,415.2,45.14,Warning
MX1016,75.27,81.49,71.77,67.55,28.14,3.12,2.93,3.09,83.93,2373.05,8961.32,342.04,155.13,109.0,32.81,31.82,31.08,93.66,92.34,72.63,38.27,80.72,415.63,44.7,Failure
MX1017,54.57,48.73,48.66,48.78,27.5,0.46,0.52,0.9,67.7,585.52,1107.33,79.42,53.76,11.59,9.14,7.17,9.99,23.9,58.25,40.36,18.55,83.9,415.51,45.12,Normal
MX1018,60.69,65.36,57.9,54.1,27.56,1.96,1.72,1.46,75.91,1819.28,4977.25,249.6,113.12,67.96,20.25,23.35,19.41,62.24,74.09,54.73,24.1,77.58,415.14,44.83,Normal
MX1019,60.61,62.88,59.89,49.84,25.5,2.35,2.37,2.25,80.01,1890.51,7117.59,286.96,128.99,88.84,24.16,22.88,21.57,70.22,83.09,57.67,28.13,81.19,415.26,45.28,Normal
MX1020,70.75,74.52,65.45,60.4,26.57,2.69,2.19,2.17,77.84,1894.54,6413.47,236.12,120.37,85.77,24.58,21.88,24.01,68.78,88.75,63.69,34.82,75.03,414.68,45.15,Failure
MX1021,63.44,66.9,62.25,56.97,27.81,3.44,3.34,2.48,82.38,2095.0,7479.86,296.34,157.54,94.58,24.55,24.1,29.6,77.12,87.1,70.27,31.48,76.91,415.0,45.24,Warning
MX1022,69.36,76.6,66.92,58.82,28.11,2.47,2.12,1.76,76.1,1569.42,6289.43,270.01,117.22,77.37,23.6,22.09,22.5,62.46,80.04,57.63,31.39,83.74,414.66,44.95,Normal
MX1023,82.25,91.08,77.84,67.52,29.66,3.56,3.5,2.64,85.54,2686.5,10335.94,398.81,187.97,120.72,31.53,35.53,37.08,97.21,97.3,78.5,40.31,82.29,414.66,44.89,Warning
MX1024,56.89,54.81,55.14,50.21,26.14,1.4,1.37,0.99,71.97,1530.39,3737.67,179.03,98.69,45.47,14.19,14.56,16.64,46.62,68.6,42.49,24.39,78.37,415.09,44.93,Normal
MX1025,67.18,64.06,58.98,58.57,23.29,2.2,1.75,1.82,79.32,1449.5,5518.53,201.66,103.26,62.25,15.14,18.84,17.78,50.46,77.85,56.29,26.85,73.13,415.08,45.04,Warning
MX1026,69.97,72.03,64.15,58.14,27.86,2.66,2.51,2.28,81.36,2045.86,7116.9,266.82,129.87,77.97,26.38,24.13,23.5,73.33,80.34,64.62,34.88,80.64,415.03,45.21,Normal
MX1027,77.86,85.06,72.09,62.71,30.69,2.79,2.01,1.87,82.24,2237.07,8195.13,313.64,149.76,96.81,26.67,31.31,29.81,91.93,99.7,67.34,35.37,79.87,415.0,44.94,Warning
MX1028,69.53,75.46,65.3,60.96,29.36,2.23,1.89,1.83,76.56,1874.44,6290.31,232.44,102.39,71.35,19.59,21.94,22.99,65.33,84.51,55.93,30.39,76.58,415.17,45.22,Normal
MX1029,70.18,80.73,63.37,62.67,26.34,2.52,2.31,1.55,78.72,2106.42,7269.22,324.26,149.72,98.62,26.3,25.1,27.06,74.07,86.55,65.45,36.23,78.28,414.58,44.74,Warning
MX1030,57.0,64.89,54.48,53.3,26.92,1.04,0.82,0.83,72.24,1495.68,4204.59,207.19,82.72,64.68,16.21,15.42,15.32,50.75,69.86,52.41,26.13,84.27,414.49,44.58,Normal
MX1031,51.52,53.87,50.1,50.57,26.42,1.3,1.19,1.35,70.87,1239.21,3576.54,161.27,90.29,45.97,12.9,15.25,13.84,43.1,69.39,50.75,21.22,84.99,415.16,45.16,Normal
MX1032,72.4,77.86,68.82,58.74,30.43,2.15,2.1,2.05,77.89,2155.99,7796.87,319.86,160.89,99.46,25.65,25.79,26.91,89.64,89.19,67.57,34.01,83.63,414.71,44.85,Warning
