current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
196.7,24.69,6.4,6.51,0.759,16.0,1.07,5.0,Aluminum,1
203.7,23.63,8.73,6.79,0.552,11.7,0.21,6.0,Carbon,0
217.5,25.59,6.65,6.64,0.837,17.0,1.49,8.0,Aluminum,0
150.7,23.71,5.97,4.7,0.598,17.0,1.31,10.0,Stainless,0
156.8,23.45,7.23,4.83,0.509,18.6,0.12,10.0,Carbon,0
150.8,21.51,6.93,4.2,0.468,16.7,0.37,10.0,Carbon,0
220.5,24.62,6.14,7.4,0.884,20.2,0.04,5.0,Carbon,0
186.7,23.89,7.17,5.92,0.622,16.8,0.53,3.0,Carbon,0
212.7,23.6,5.28,5.93,0.951,17.8,1.94,16.0,Stainless,0
200.3,23.24,4.86,6.14,0.958,17.2,0.75,5.0,Stainless,0
166.1,21.44,6.4,4.5,0.557,16.5,0.25,6.0,Carbon,0
178.8,23.15,9.57,5.74,0.433,15.7,0.51,5.0,Stainless,0
197.8,24.33,10.84,5.53,0.444,19.4,0.16,5.0,Stainless,1
191.4,24.05,10.3,6.49,0.447,19.8,0.44,16.0,Carbon,1
206.2,22.29,9.51,6.21,0.483,17.5,0.8,5.0,Carbon,1
200.7,23.98,8.62,6.62,0.559,21.7,0.4,3.0,Stainless,0
200.6,23.38,6.43,5.74,0.729,19.3,1.0,6.0,Carbon,0
203.1,23.98,5.93,6.69,0.821,18.7,0.36,10.0,Stainless,1
253.6,24.87,9.91,7.81,0.637,18.5,1.15,6.0,Aluminum,1
172.0,22.08,8.54,5.29,0.444,19.6,0.61,8.0,Carbon,0
131.2,23.09,8.14,3.51,0.372,17.3,0.51,3.0,Stainless,0
235.2,25.82,9.4,7.85,0.646,11.1,0.23,5.0,Carbon,0
230.7,26.11,8.44,7.22,0.714,18.8,0.13,8.0,Aluminum,1
132.1,22.02,9.53,2.27,0.305,16.9,1.44,10.0,Stainless,0
173.1,23.22,12.99,4.9,0.309,16.0,1.09,6.0,Carbon,1
199.1,23.66,13.76,5.22,0.343,13.1,1.34,3.0,Carbon,1
198.6,24.66,9.56,6.04,0.512,18.7,0.03,16.0,Carbon,0
160.9,21.04,9.31,4.89,0.364,15.2,0.45,12.0,Carbon,1
170.0,23.05,6.58,6.66,0.596,15.6,0.44,16.0,Carbon,0
155.3,21.34,12.0,4.43,0.276,20.4,0.65,8.0,Aluminum,0
220.5,24.87,8.67,5.79,0.633,14.8,0.52,16.0,Carbon,0
220.1,24.08,8.58,6.98,0.617,16.6,2.28,12.0,Carbon,1
168.0,22.26,6.76,4.86,0.554,14.9,0.58,8.0,Carbon,0
199.8,25.29,12.05,4.96,0.42,19.5,0.54,16.0,Aluminum,0
242.3,24.65,4.57,7.83,1.306,10.9,0.59,16.0,Stainless,0
175.4,26.33,10.49,5.13,0.44,16.4,0.47,16.0,Carbon,0
160.7,22.72,12.8,4.26,0.285,21.4,0.68,12.0,Carbon,1
169.2,21.41,4.66,5.4,0.777,17.3,1.31,16.0,Stainless,0
195.7,23.94,12.64,5.87,0.371,20.9,1.31,5.0,Stainless,1
181.4,24.37,8.89,6.02,0.497,15.8,1.03,16.0,Stainless,0
205.8,24.82,9.02,5.7,0.566,15.2,0.4,3.0,Stainless,0
183.2,23.57,5.73,5.41,0.754,20.8,0.18,10.0,Carbon,0
184.8,22.33,6.79,6.23,0.608,22.2,1.16,12.0,Stainless,1
151.8,21.53,9.29,3.64,0.352,16.8,0.77,5.0,Aluminum,0
226.6,25.96,7.72,7.46,0.762,14.8,0.1,5.0,Carbon,1
216.3,24.8,10.89,6.88,0.492,12.7,0.09,3.0,Carbon,0
237.7,22.96,8.7,6.91,0.627,17.8,0.66,12.0,Carbon,0
148.3,20.78,6.73,4.66,0.458,15.2,0.88,3.0,Aluminum,0
143.7,22.48,10.09,4.96,0.32,15.8,0.82,5.0,Carbon,0
201.6,25.21,6.94,5.11,0.733,23.7,0.23,12.0,Stainless,0
215.1,25.13,7.85,5.85,0.689,18.2,0.86,5.0,Carbon,0
149.6,21.89,9.86,4.01,0.332,20.6,1.21,5.0,Stainless,0
160.0,20.64,7.93,4.8,0.417,17.1,0.78,16.0,Aluminum,1
156.1,23.76,8.61,4.01,0.43,16.3,0.43,16.0,Carbon,0
171.7,23.21,7.36,4.82,0.542,20.2,1.24,12.0,Stainless,1
189.1,25.64,5.97,4.94,0.813,17.3,0.39,12.0,Carbon,0
211.3,23.99,3.69,4.83,1.373,19.0,0.91,12.0,Stainless,0
199.2,21.95,8.63,4.87,0.507,20.3,0.95,5.0,Stainless,1
215.1,23.1,12.95,6.95,0.384,19.6,0.58,3.0,Carbon,1
175.9,23.6,8.36,5.14,0.496,15.6,0.89,8.0,Stainless,0
224.5,24.68,11.47,6.89,0.483,15.9,0.93,16.0,Carbon,1
146.4,21.7,6.27,3.95,0.507,12.5,0.07,16.0,Carbon,1
177.6,21.5,8.76,4.35,0.436,16.3,1.6,10.0,Carbon,1
130.3,22.04,8.17,3.25,0.351,12.1,0.32,8.0,Stainless,0
230.4,25.5,8.57,6.53,0.686,14.9,0.64,5.0,Carbon,0
172.4,23.19,5.21,4.97,0.768,12.1,0.96,10.0,Carbon,1
212.2,25.52,8.73,5.44,0.62,20.6,0.79,8.0,Carbon,0
204.0,22.87,8.56,7.07,0.545,18.3,1.79,3.0,Carbon,1
177.6,24.64,6.7,6.02,0.653,16.3,0.69,16.0,Carbon,0
213.1,24.55,8.06,6.96,0.65,16.9,0.68,6.0,Aluminum,0
136.0,20.89,5.26,2.93,0.54,14.9,0.24,5.0,Carbon,0
194.0,22.56,11.36,5.82,0.385,14.4,0.85,16.0,Carbon,1
126.3,20.14,6.45,3.3,0.394,12.2,0.41,10.0,Stainless,0
170.5,23.51,7.89,5.24,0.508,20.8,0.84,5.0,Carbon,0
244.2,25.71,6.14,7.08,1.022,15.3,0.5,10.0,Stainless,0
194.8,23.14,9.69,5.38,0.465,18.1,1.48,8.0,Carbon,0
194.6,21.87,9.26,4.65,0.46,13.1,1.14,8.0,Stainless,1
215.3,24.21,7.23,5.99,0.721,17.9,0.39,5.0,Carbon,0
227.7,26.23,6.88,7.68,0.869,13.6,0.68,6.0,Carbon,0
202.3,25.77,8.63,6.23,0.604,17.0,1.42,12.0,Carbon,1
233.9,24.37,12.8,6.74,0.446,16.5,0.25,12.0,Carbon,0
254.4,24.68,8.73,7.64,0.719,16.0,0.95,6.0,Aluminum,0
208.0,25.76,11.07,5.96,0.484,10.5,0.68,3.0,Stainless,1
184.0,22.08,7.02,5.76,0.579,16.8,0.67,10.0,Aluminum,0
176.5,22.44,8.89,5.89,0.445,10.0,0.32,12.0,Stainless,0
234.6,26.4,7.67,6.53,0.808,24.2,0.55,10.0,Aluminum,1
233.3,24.75,10.11,6.56,0.571,16.8,0.66,16.0,Carbon,1
210.5,24.93,7.88,7.18,0.666,12.0,0.8,5.0,Carbon,0
188.4,24.72,5.69,5.78,0.818,14.6,0.73,12.0,Carbon,0
244.7,25.81,9.71,7.58,0.651,15.7,0.67,6.0,Stainless,0
156.0,23.26,11.82,5.36,0.307,16.6,0.76,6.0,Aluminum,1
226.1,23.02,8.87,8.01,0.587,21.4,0.47,6.0,Carbon,0
137.6,22.63,5.74,5.72,0.542,11.7,0.68,12.0,Stainless,0
182.3,23.66,10.76,5.58,0.401,15.9,0.26,8.0,Carbon,0
181.1,21.14,3.0,5.2,1.276,14.9,0.09,5.0,Aluminum,0
166.2,23.5,6.77,5.53,0.577,19.5,0.3,8.0,Stainless,0
261.1,26.66,10.15,7.4,0.686,17.7,1.75,8.0,Aluminum,0
153.2,23.84,8.21,4.82,0.445,15.8,0.42,3.0,Aluminum,0
139.0,23.11,7.79,3.95,0.412,13.5,0.22,12.0,Carbon,0
187.0,22.13,7.81,7.03,0.53,13.2,1.3,6.0,Stainless,1
214.6,25.7,4.6,7.27,1.198,17.6,2.01,8.0,Carbon,0
197.9,23.68,7.69,6.13,0.609,17.1,0.19,5.0,Stainless,0
243.9,28.5,9.16,7.78,0.759,11.0,0.16,6.0,Carbon,0
169.6,21.26,6.2,5.32,0.581,17.5,0.9,3.0,Aluminum,1
196.2,24.38,8.82,7.26,0.542,15.4,1.24,5.0,Carbon,0
221.4,23.48,8.63,6.9,0.602,16.0,0.08,5.0,Carbon,0
178.8,22.57,5.43,5.16,0.743,17.8,0.09,12.0,Carbon,0
215.6,26.06,6.43,6.45,0.873,14.7,1.53,8.0,Carbon,0
191.7,25.14,11.42,5.23,0.422,18.7,0.55,10.0,Carbon,0
169.8,26.63,7.14,5.09,0.633,14.4,0.92,16.0,Aluminum,1
187.2,24.4,7.68,6.22,0.595,18.8,1.25,6.0,Carbon,1
136.7,22.12,11.39,4.11,0.265,12.2,0.46,8.0,Aluminum,1
143.5,21.94,9.09,4.12,0.346,13.1,1.95,3.0,Carbon,1
190.9,25.25,13.41,5.17,0.359,23.8,0.58,6.0,Stainless,0
152.2,25.39,11.0,4.58,0.351,11.3,0.62,3.0,Carbon,1
182.6,23.73,7.9,5.5,0.548,21.1,0.46,16.0,Stainless,0
160.5,23.5,5.84,4.59,0.645,13.4,0.26,10.0,Carbon,0
165.5,23.5,8.02,5.46,0.485,17.6,0.34,5.0,Carbon,0
197.0,24.66,10.14,6.11,0.479,23.8,0.94,16.0,Stainless,0
169.7,21.25,6.38,4.8,0.565,12.6,0.26,8.0,Stainless,0
176.9,24.62,8.44,5.0,0.516,16.1,0.8,10.0,Aluminum,0
180.1,22.34,6.76,5.24,0.595,18.2,0.97,5.0,Carbon,1
184.4,23.73,7.5,6.81,0.584,14.9,0.4,6.0,Carbon,0
157.3,23.69,9.56,5.32,0.39,15.2,0.74,3.0,Stainless,0
166.4,21.59,5.71,4.34,0.629,19.4,1.11,12.0,Aluminum,0
179.9,23.4,4.65,5.12,0.905,11.3,0.91,10.0,Stainless,0
211.0,23.87,9.81,5.39,0.513,16.9,0.67,10.0,Aluminum,1
158.3,23.99,11.57,4.64,0.328,19.0,1.04,16.0,Stainless,1
187.6,24.19,7.69,6.47,0.59,13.2,0.57,16.0,Stainless,1
178.5,23.33,13.52,4.02,0.308,15.3,0.98,3.0,Carbon,1
176.2,24.65,10.0,4.78,0.434,15.8,0.61,8.0,Carbon,0
204.5,23.7,7.94,5.71,0.61,14.5,1.58,3.0,Aluminum,1
157.8,23.07,9.03,4.3,0.403,15.5,0.36,5.0,Aluminum,1
157.7,22.18,5.26,5.32,0.665,14.9,1.05,16.0,Aluminum,1
119.5,22.7,7.66,2.86,0.354,16.6,0.76,3.0,Aluminum,0
210.1,24.12,5.32,6.28,0.952,18.9,0.84,6.0,Carbon,0
177.1,20.7,3.72,5.57,0.986,14.4,1.04,3.0,Carbon,0
160.5,23.19,8.51,3.7,0.437,13.6,0.67,8.0,Carbon,0
174.7,22.19,8.56,4.54,0.453,19.3,0.81,10.0,Stainless,0
195.7,23.87,10.75,5.51,0.435,9.0,0.31,5.0,Carbon,0
222.4,23.29,6.06,7.04,0.855,16.0,0.15,12.0,Carbon,0
217.7,24.94,6.29,6.12,0.863,14.8,0.65,12.0,Carbon,0
183.4,24.31,3.0,4.57,1.486,14.3,0.65,6.0,Stainless,0
167.8,23.75,7.79,4.67,0.512,19.7,0.64,16.0,Stainless,1
157.7,23.13,3.95,3.52,0.923,20.6,0.48,8.0,Carbon,1
112.6,21.63,7.39,4.39,0.329,13.1,0.89,5.0,Aluminum,0
176.8,20.95,9.36,5.03,0.396,10.5,0.3,16.0,Carbon,0
198.6,23.74,10.3,5.95,0.457,10.1,1.08,16.0,Carbon,1
170.6,22.63,9.93,5.88,0.389,20.8,1.2,5.0,Carbon,0
184.6,23.24,6.79,5.51,0.632,18.0,0.75,16.0,Carbon,0
213.5,24.66,5.33,6.08,0.988,14.5,2.09,6.0,Carbon,0
176.8,23.59,8.0,7.35,0.521,11.3,0.91,6.0,Aluminum,1
196.8,24.34,11.35,5.52,0.422,15.9,0.73,6.0,Aluminum,1
212.4,24.41,9.33,7.12,0.556,14.8,0.48,5.0,Stainless,0
182.8,26.88,8.44,5.33,0.582,17.3,1.15,16.0,Carbon,1
165.3,22.04,9.29,4.65,0.392,14.6,0.07,12.0,Carbon,1
211.0,25.27,7.51,7.84,0.71,11.0,0.25,5.0,Carbon,0
180.3,24.35,7.88,4.77,0.558,15.5,2.58,8.0,Carbon,1
212.6,23.13,8.47,5.86,0.58,11.6,0.17,6.0,Aluminum,0
173.2,20.81,8.74,5.57,0.412,24.3,0.32,6.0,Stainless,1
158.3,22.62,6.39,4.57,0.56,11.4,0.84,16.0,Carbon,0
195.7,24.74,7.52,5.98,0.644,18.0,0.64,3.0,Carbon,0
143.4,22.37,11.04,4.52,0.291,18.3,0.01,6.0,Stainless,0
201.0,22.83,9.97,5.28,0.46,12.0,0.89,10.0,Carbon,1
218.7,25.21,7.58,6.24,0.728,16.0,0.76,6.0,Aluminum,0
175.6,22.93,6.48,4.11,0.622,18.1,0.57,10.0,Carbon,0
168.3,21.85,9.74,6.59,0.377,21.4,0.54,10.0,Carbon,0
189.5,24.32,7.61,6.21,0.605,14.4,0.55,6.0,Stainless,0
210.7,23.58,12.58,5.71,0.395,16.0,0.26,3.0,Carbon,0
167.5,24.47,10.88,4.15,0.377,14.5,0.61,3.0,Stainless,1
215.0,26.57,8.97,6.2,0.637,15.7,0.32,3.0,Carbon,0
203.5,25.61,6.59,5.74,0.791,13.0,0.18,5.0,Carbon,0
234.6,22.49,9.16,8.05,0.576,17.6,1.05,16.0,Stainless,1
183.3,23.53,6.95,5.29,0.621,15.7,0.76,3.0,Carbon,1
155.7,23.69,6.82,3.24,0.541,19.3,0.26,8.0,Carbon,0
223.7,26.52,10.1,6.43,0.587,10.4,1.35,12.0,Stainless,1
212.6,24.46,9.6,6.97,0.542,15.8,0.65,5.0,Aluminum,1
179.4,24.27,6.36,4.8,0.684,16.4,0.87,10.0,Stainless,0
143.3,21.91,6.88,3.96,0.456,16.0,0.76,5.0,Carbon,1
196.1,23.96,8.33,5.28,0.564,19.6,0.4,6.0,Aluminum,0
215.8,27.2,8.54,6.41,0.687,13.5,0.35,6.0,Carbon,0
128.6,22.23,8.35,4.09,0.342,14.7,0.7,12.0,Stainless,1
194.9,23.86,8.55,6.77,0.544,9.3,0.11,5.0,Aluminum,0
161.3,23.11,9.49,5.37,0.393,18.3,0.58,5.0,Stainless,1
172.3,20.72,5.81,4.5,0.614,19.2,0.36,10.0,Carbon,0
162.6,22.34,8.65,5.52,0.42,11.6,0.5,10.0,Carbon,1
163.1,24.83,10.27,5.35,0.394,13.3,0.72,16.0,Carbon,0
195.4,20.99,8.15,5.38,0.503,13.8,0.8,3.0,Carbon,0
135.5,22.82,8.51,5.19,0.364,20.1,1.23,16.0,Carbon,1
150.5,24.14,11.74,4.69,0.309,13.6,0.26,8.0,Carbon,1
212.4,22.32,10.85,6.02,0.437,13.4,0.81,5.0,Carbon,1
216.6,24.63,5.08,7.21,1.051,14.9,0.1,5.0,Carbon,0
197.6,25.49,7.61,5.98,0.662,13.0,1.0,5.0,Stainless,1
230.7,24.43,7.93,6.17,0.711,14.2,1.66,3.0,Carbon,1
180.0,23.76,11.36,5.52,0.376,12.3,1.81,3.0,Carbon,0
190.9,24.49,10.81,4.68,0.433,15.1,0.33,6.0,Carbon,0
234.9,27.66,11.38,5.57,0.571,15.9,0.08,8.0,Carbon,0
175.5,22.64,8.76,5.1,0.454,12.2,1.34,16.0,Stainless,1
258.3,28.23,5.31,8.17,1.373,19.7,0.12,10.0,Aluminum,0
136.7,20.46,7.63,3.75,0.367,15.8,0.58,12.0,Carbon,0
151.4,23.19,10.51,4.02,0.334,18.8,0.3,12.0,Stainless,0
175.0,26.05,9.34,5.92,0.488,16.3,0.47,16.0,Stainless,0
187.1,23.15,8.27,4.99,0.524,15.6,0.83,3.0,Carbon,0
202.6,26.02,7.05,5.98,0.748,22.4,0.59,3.0,Carbon,0
182.8,20.66,7.84,5.82,0.482,12.5,0.42,5.0,Carbon,0
167.1,21.99,10.47,4.39,0.351,13.8,0.28,16.0,Carbon,0
164.0,22.37,4.17,5.02,0.879,12.8,0.65,12.0,Carbon,0
174.6,24.31,8.78,5.58,0.483,17.0,1.09,5.0,Carbon,1
199.9,23.84,11.83,5.17,0.403,10.0,0.42,3.0,Stainless,0
209.6,24.12,5.85,6.41,0.863,11.1,1.31,6.0,Carbon,1
152.7,22.95,7.82,4.11,0.448,12.8,0.37,3.0,Carbon,0
196.8,22.81,6.82,6.16,0.658,22.1,0.49,10.0,Aluminum,1
215.3,23.5,9.3,6.92,0.544,20.3,0.63,6.0,Stainless,0
121.9,22.57,7.99,4.4,0.344,16.0,0.17,16.0,Carbon,1
237.0,24.74,11.08,7.58,0.529,19.5,0.51,3.0,Aluminum,0
203.5,24.37,7.15,5.55,0.694,14.8,0.12,8.0,Carbon,0
149.5,22.86,7.05,3.88,0.484,12.2,0.86,12.0,Aluminum,0
212.5,24.19,7.6,6.08,0.677,16.1,0.24,10.0,Carbon,0
203.0,25.06,8.89,6.25,0.572,16.9,0.66,6.0,Aluminum,0
202.3,21.87,9.55,5.49,0.463,15.9,0.77,10.0,Stainless,1
170.8,24.56,8.82,4.45,0.476,17.7,0.57,5.0,Stainless,0
168.5,25.39,7.92,4.67,0.54,14.7,0.43,6.0,Stainless,0
197.9,23.65,5.35,5.6,0.876,10.7,0.39,16.0,Stainless,1
195.0,23.42,5.4,5.65,0.846,14.9,0.3,16.0,Carbon,1
169.0,23.91,5.37,3.53,0.753,15.8,0.79,8.0,Stainless,1
173.5,21.73,11.89,3.98,0.317,16.5,1.08,6.0,Stainless,1
180.7,23.44,5.93,5.04,0.714,19.2,0.73,8.0,Carbon,1
181.4,23.18,4.6,5.3,0.914,23.1,0.22,10.0,Stainless,0
225.3,22.06,12.55,6.35,0.396,12.7,1.71,3.0,Stainless,1
225.6,26.4,8.76,6.23,0.68,22.5,0.44,5.0,Stainless,0
176.2,22.83,7.99,5.71,0.503,17.2,1.07,10.0,Aluminum,1
166.5,24.93,10.54,4.92,0.394,9.4,0.75,3.0,Carbon,0
185.3,22.92,9.67,6.09,0.439,14.0,0.51,16.0,Carbon,0
183.7,23.24,6.87,5.36,0.621,14.0,0.92,10.0,Aluminum,0
130.5,23.0,10.93,3.62,0.274,20.1,0.4,3.0,Carbon,0
198.2,24.3,9.52,5.64,0.506,19.0,0.16,12.0,Carbon,1
208.1,23.35,5.15,6.68,0.944,12.5,0.67,12.0,Aluminum,0
183.6,24.3,4.2,4.42,1.063,19.7,1.47,3.0,Stainless,0
192.0,25.93,7.92,6.74,0.628,15.7,0.26,16.0,Aluminum,1
203.3,26.88,12.57,4.68,0.435,18.4,0.49,6.0,Stainless,0
187.3,21.31,8.11,6.49,0.492,14.0,0.14,16.0,Stainless,1
200.7,23.48,7.06,6.23,0.668,15.7,1.04,5.0,Stainless,0
147.5,24.02,9.69,4.34,0.366,14.3,0.6,5.0,Carbon,1
217.1,24.77,7.05,6.47,0.762,16.4,0.12,12.0,Carbon,0
275.5,26.89,9.12,7.82,0.812,17.9,0.06,8.0,Aluminum,0
210.6,25.44,8.3,6.69,0.646,14.6,0.75,3.0,Aluminum,0
172.7,22.96,9.22,4.45,0.43,16.7,0.91,6.0,Carbon,1
175.4,22.59,6.7,6.38,0.592,21.6,1.01,5.0,Carbon,0
238.9,23.37,8.74,7.77,0.638,17.8,0.66,3.0,Aluminum,0
199.7,25.41,7.66,6.27,0.662,18.4,0.2,8.0,Carbon,0
179.0,23.59,11.09,6.2,0.381,21.7,0.31,12.0,Carbon,0
220.5,25.64,7.59,6.8,0.745,16.8,1.16,5.0,Carbon,0
193.3,24.33,7.61,6.58,0.618,21.1,1.29,12.0,Carbon,1
197.3,23.29,8.87,6.48,0.518,14.6,0.24,16.0,Aluminum,0
205.5,25.89,11.4,5.93,0.466,17.7,1.26,12.0,Stainless,1
186.1,24.77,5.24,5.71,0.879,12.8,1.19,8.0,Carbon,1
170.0,25.42,8.55,5.29,0.505,15.7,1.77,5.0,Aluminum,1
141.3,22.36,10.19,4.25,0.31,15.5,0.75,16.0,Carbon,0
191.1,23.21,11.43,6.17,0.388,16.9,1.56,6.0,Stainless,1
222.9,23.41,5.89,6.91,0.887,13.5,0.45,8.0,Carbon,0
153.7,24.12,7.54,4.49,0.492,15.3,0.51,8.0,Carbon,0
197.5,24.92,6.17,5.21,0.798,19.0,2.18,6.0,Carbon,0
186.8,21.49,6.31,5.78,0.636,16.3,0.71,3.0,Aluminum,0
222.1,22.79,9.36,5.96,0.541,18.4,0.8,12.0,Carbon,1
160.0,22.79,11.02,4.33,0.331,18.6,1.25,5.0,Stainless,1
215.8,22.28,12.09,4.84,0.398,14.0,0.24,3.0,Stainless,0
155.1,23.2,8.32,4.95,0.432,19.3,0.59,6.0,Carbon,0
190.6,23.37,11.46,5.32,0.388,13.9,0.37,5.0,Carbon,0
141.6,22.54,11.92,3.96,0.268,12.5,0.53,10.0,Stainless,0
181.5,25.63,3.19,5.58,1.458,22.4,0.77,3.0,Aluminum,0
201.0,22.89,8.73,6.28,0.527,18.3,0.74,6.0,Stainless,0
208.0,25.16,8.47,6.33,0.618,14.0,0.2,16.0,Aluminum,0
226.4,25.01,6.18,6.2,0.917,12.8,0.75,16.0,Stainless,1
182.0,22.76,7.63,5.48,0.543,17.3,0.69,5.0,Carbon,0
152.6,22.76,7.37,5.23,0.471,17.5,0.44,6.0,Carbon,0
218.0,25.3,7.26,6.79,0.76,16.9,0.62,6.0,Carbon,0
191.4,24.84,7.9,5.6,0.602,14.0,1.57,5.0,Carbon,0
232.9,23.87,10.63,6.14,0.523,13.2,0.74,12.0,Aluminum,1
157.4,21.88,8.45,4.75,0.408,15.8,0.71,5.0,Carbon,0
167.8,24.2,8.07,4.97,0.503,16.4,0.14,16.0,Carbon,0
185.5,22.78,3.62,5.97,1.166,18.0,0.4,5.0,Stainless,0
213.1,23.12,5.87,5.03,0.839,13.9,0.17,8.0,Carbon,0
170.9,23.46,5.54,6.2,0.724,15.7,1.03,5.0,Stainless,0
231.5,25.98,8.99,6.66,0.669,13.4,0.1,12.0,Stainless,0
181.5,23.64,8.7,6.22,0.493,17.8,0.17,16.0,Carbon,0
195.7,23.34,8.54,5.96,0.534,12.4,0.97,12.0,Stainless,0
175.4,23.54,5.89,4.56,0.701,19.8,0.84,6.0,Stainless,0
144.0,23.72,7.26,4.29,0.471,16.0,0.83,6.0,Carbon,1
185.6,25.83,4.59,5.04,1.045,15.0,0.63,8.0,Carbon,1
165.2,22.82,8.97,5.5,0.42,16.2,0.29,10.0,Stainless,0
172.3,24.43,10.78,5.76,0.391,12.6,2.17,16.0,Carbon,1
125.2,22.83,6.41,3.51,0.446,10.2,0.05,3.0,Carbon,0
139.9,22.45,11.21,4.63,0.28,14.1,1.41,12.0,Carbon,1
214.3,23.7,7.2,7.17,0.706,14.3,0.69,5.0,Carbon,0
165.2,23.22,8.73,4.54,0.439,16.0,0.57,16.0,Stainless,1
222.6,25.26,10.91,6.92,0.515,20.4,0.57,8.0,Carbon,1
137.5,24.05,11.31,4.31,0.292,13.4,1.01,8.0,Stainless,0
237.0,25.39,5.92,7.74,1.017,10.3,0.78,3.0,Stainless,0
161.3,23.91,10.64,5.15,0.363,19.6,0.23,5.0,Aluminum,1
154.8,21.21,8.37,3.95,0.392,19.0,0.71,3.0,Carbon,1
176.1,24.7,7.36,5.12,0.591,6.0,1.25,8.0,Stainless,0
173.5,23.91,13.57,4.91,0.306,15.3,0.33,5.0,Stainless,0
217.6,22.53,6.01,6.11,0.816,16.3,0.05,5.0,Carbon,0
172.4,22.73,7.46,5.25,0.525,10.5,0.97,6.0,Stainless,1
160.3,24.25,8.35,5.31,0.466,12.8,0.93,16.0,Carbon,1
137.3,23.26,6.13,5.14,0.521,18.1,1.28,3.0,Aluminum,1
226.9,23.26,7.37,6.43,0.716,16.7,0.36,10.0,Carbon,1
214.7,24.07,7.93,5.57,0.651,21.8,1.76,3.0,Stainless,0
210.1,25.57,6.85,5.87,0.784,17.9,0.2,3.0,Carbon,0
155.7,21.68,10.52,4.45,0.321,18.6,0.79,10.0,Carbon,0
205.4,24.45,11.61,7.07,0.432,12.2,0.11,5.0,Stainless,0
226.4,24.47,8.48,7.34,0.653,14.7,0.21,6.0,Carbon,0
223.4,25.24,9.36,8.06,0.602,14.4,0.88,5.0,Carbon,0
179.2,24.17,5.51,4.37,0.786,15.8,0.47,10.0,Carbon,0
211.6,23.45,8.89,6.36,0.558,12.2,0.82,3.0,Stainless,0
182.2,24.18,7.93,5.89,0.555,16.2,0.62,12.0,Stainless,0
162.0,25.14,9.26,6.02,0.44,13.7,1.02,12.0,Aluminum,0
204.1,24.8,4.29,5.91,1.18,21.6,0.23,3.0,Carbon,0
185.4,24.75,11.92,6.58,0.385,16.9,0.42,12.0,Carbon,0
144.6,21.25,9.75,3.61,0.315,14.1,0.5,5.0,Stainless,0
183.1,22.7,8.81,6.29,0.472,14.4,0.57,6.0,Carbon,0
183.0,22.36,9.35,4.93,0.438,16.7,0.6,12.0,Carbon,0
181.5,23.7,5.12,5.76,0.84,13.3,0.15,8.0,Carbon,0
176.1,22.41,5.66,4.25,0.697,21.1,0.44,12.0,Carbon,0
217.3,25.34,8.42,6.6,0.654,18.8,0.6,8.0,Carbon,0
199.6,22.48,7.21,6.49,0.623,14.0,0.87,6.0,Stainless,0
198.7,23.78,5.08,6.56,0.931,15.9,0.58,6.0,Stainless,0
125.8,20.86,6.09,4.17,0.431,20.2,0.44,5.0,Aluminum,0
174.8,21.14,7.3,5.13,0.506,15.5,0.55,16.0,Stainless,0
126.4,21.38,7.77,4.3,0.348,13.6,0.63,6.0,Stainless,0
187.1,24.32,9.84,5.37,0.463,16.0,0.51,8.0,Carbon,0
175.3,22.97,8.27,4.22,0.487,16.2,1.14,5.0,Stainless,0
169.2,21.58,4.5,4.83,0.811,15.1,0.12,3.0,Carbon,0
177.9,25.5,9.65,4.63,0.47,12.7,0.15,10.0,Carbon,0
190.7,24.66,7.4,6.01,0.635,17.0,0.45,6.0,Carbon,0
143.0,22.5,6.2,3.84,0.519,19.0,0.27,5.0,Carbon,0
190.8,23.26,7.62,5.7,0.583,18.1,1.41,5.0,Carbon,0
179.0,22.52,4.33,4.8,0.93,19.9,0.31,16.0,Carbon,1
200.1,25.72,6.18,5.82,0.833,20.5,0.56,8.0,Carbon,0
202.0,22.51,11.32,7.2,0.402,11.4,0.23,6.0,Carbon,0
232.6,23.66,8.02,6.35,0.687,18.7,0.65,5.0,Aluminum,0
272.7,26.38,9.15,8.67,0.787,12.3,1.1,6.0,Stainless,1
164.2,22.6,14.21,4.45,0.261,16.4,1.05,3.0,Carbon,1
156.3,23.46,9.22,4.32,0.398,24.2,1.08,16.0,Carbon,0
176.4,23.3,7.03,5.81,0.584,13.5,0.59,10.0,Stainless,0
202.8,21.48,8.18,6.56,0.532,15.1,0.15,5.0,Carbon,0
155.9,21.25,5.15,3.34,0.644,21.9,0.34,8.0,Carbon,0
147.5,25.01,6.62,4.3,0.557,14.0,1.28,6.0,Aluminum,1
147.0,22.76,8.54,3.68,0.392,15.0,0.1,8.0,Aluminum,0
211.1,26.09,8.79,6.6,0.626,16.0,0.88,3.0,Carbon,0
163.6,22.75,12.62,5.59,0.295,11.7,0.96,16.0,Aluminum,0
254.1,26.92,10.07,6.43,0.679,13.3,0.7,12.0,Stainless,0
202.4,24.3,10.29,6.43,0.478,16.6,1.11,12.0,Stainless,0
156.1,19.82,8.93,4.49,0.346,17.6,0.76,5.0,Stainless,1
192.7,24.37,7.02,6.66,0.669,11.4,0.16,10.0,Carbon,1
