machine_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,vibration_mm_s,unplanned_downtime_min,failure_mode,failure
M006,302.03,313.93,1878,54.19,163.3,4.26,54.0,PowerFailure,1
M012,300.61,308.95,1524,47.09,34.8,4.18,0.0,None,0
M002,303.58,312.95,1829,39.38,170.9,4.51,0.0,None,0
M032,298.65,308.87,1689,49.87,72.8,3.77,0.0,None,0
M006,296.88,307.09,1576,38.58,164.2,3.92,0.0,None,0
M006,302.09,313.3,1635,51.3,221.8,3.92,0.0,None,0
M017,299.29,309.32,1532,29.1,36.0,3.42,0.0,None,0
M020,296.75,306.14,1479,44.8,148.3,5.08,0.0,None,0
M006,298.52,310.14,1245,25.11,64.7,3.99,0.0,None,0
M006,300.22,310.38,1497,48.26,112.0,4.12,0.0,None,0
M012,297.93,308.05,1463,50.61,109.8,5.01,0.0,None,0
M020,300.21,310.82,1671,55.17,68.1,4.01,0.0,None,0
M020,301.43,311.54,1458,49.76,,3.55,244.0,Overstrain,1
M028,301.08,313.18,1497,40.02,193.9,3.82,0.0,None,0
M028,302.32,311.0,1462,37.99,157.1,3.57,348.0,HeatDissipation,1
M022,297.06,307.32,1640,34.42,133.1,3.48,0.0,None,0
M023,304.67,314.0,1439,21.58,194.8,3.32,116.0,PowerFailure,1
M007,295.68,305.0,1431,39.58,172.2,3.35,0.0,None,0
M002,298.48,308.0,1585,26.97,34.3,3.25,0.0,None,0
M038,297.55,307.67,1637,44.15,138.7,3.95,0.0,None,0
M002,301.25,311.08,1390,31.51,127.5,3.75,0.0,None,0
M037,300.53,310.19,1381,31.93,144.7,3.56,0.0,None,0
M032,302.81,311.46,1833,36.37,130.7,4.53,0.0,None,0
M038,302.09,311.86,1881,42.98,31.4,4.41,0.0,None,0
M032,301.69,311.32,1265,42.8,146.0,3.76,0.0,None,0
M019,299.98,308.84,1505,37.26,52.7,3.33,0.0,None,0
M011,300.89,310.83,1550,50.91,,3.65,0.0,None,0
M022,299.48,308.59,1781,35.74,235.1,3.59,0.0,None,0
M030,302.32,312.42,1415,30.27,119.3,3.11,0.0,None,0
M008,301.51,310.59,1579,46.91,196.9,3.78,169.0,Overstrain,1
M023,302.76,313.29,1461,31.66,21.6,3.75,0.0,None,0
M008,300.47,308.78,1546,40.51,231.1,3.83,0.0,None,0
M019,299.82,310.03,1739,31.11,203.3,3.59,0.0,None,0
M026,301.35,311.77,1750,28.45,192.5,3.74,271.0,ToolWear,1
M021,299.2,308.51,1758,48.46,192.8,4.67,0.0,None,0
M030,299.65,309.18,1366,35.36,116.0,3.67,0.0,None,0
M011,298.3,308.78,1583,51.19,168.5,4.62,0.0,None,0
M018,301.21,312.67,1745,30.76,187.9,3.69,0.0,None,0
M038,300.6,310.68,1714,59.66,160.2,4.58,0.0,None,0
M027,298.77,308.64,1515,26.87,141.4,3.45,0.0,None,0
M007,304.2,314.0,1816,47.83,226.7,3.79,0.0,None,0
M028,301.25,309.42,1464,25.45,188.2,3.05,51.0,HeatDissipation,1
M032,299.63,308.74,1642,22.37,117.5,3.26,0.0,None,0
M020,298.25,308.59,1641,37.57,246.3,3.54,0.0,None,0
M026,298.37,310.25,1404,41.42,118.3,4.14,0.0,None,0
M017,299.78,310.23,1515,54.45,238.8,3.62,233.0,Overstrain,1
M021,296.7,307.82,1638,40.09,214.1,4.24,0.0,None,0
M038,298.21,307.52,1492,44.13,219.5,3.47,0.0,None,0
M001,300.46,309.85,1520,30.36,112.6,4.37,0.0,None,0
M007,301.77,314.0,1594,57.06,34.1,5.2,320.0,PowerFailure,1
M007,297.64,307.34,1805,55.17,125.8,3.92,0.0,None,0
M013,302.38,310.42,1424,32.1,,3.4,301.0,HeatDissipation,1
M014,301.64,311.11,1679,43.51,164.8,3.57,0.0,None,0
M036,297.88,308.29,1342,55.53,74.3,4.13,0.0,None,0
M018,297.08,306.39,1818,17.76,80.1,3.71,0.0,None,0
M025,301.19,311.41,1523,50.54,216.7,5.17,0.0,None,0
M012,301.3,312.03,1571,45.91,58.9,3.76,0.0,None,0
M023,299.51,311.32,1762,40.62,33.5,3.89,0.0,None,0
M039,301.51,313.97,1939,58.25,246.8,4.01,304.0,Overstrain,1
M020,305.0,314.0,1493,27.74,212.2,3.5,0.0,None,0
M008,299.96,311.11,1343,28.27,176.3,3.06,0.0,None,0
M012,302.88,313.08,1639,37.97,211.9,4.08,0.0,None,0
M026,299.01,308.8,1340,18.05,12.2,3.23,170.0,PowerFailure,1
M027,297.2,308.61,1479,51.72,52.1,3.61,0.0,None,0
M016,297.93,308.27,1461,46.38,35.0,4.33,0.0,None,0
M023,296.81,307.41,1705,39.76,176.3,3.45,0.0,None,0
M025,302.13,312.59,1566,56.88,169.4,4.02,206.0,Overstrain,1
M014,300.51,312.02,1439,48.33,65.1,4.02,0.0,None,0
M036,300.92,310.12,1413,43.58,232.0,3.95,133.0,Overstrain,1
M022,301.21,310.25,1898,33.45,81.6,4.3,0.0,None,0
M009,298.62,308.12,1413,41.29,63.2,3.48,0.0,None,0
M022,300.25,308.37,1945,31.48,140.4,3.51,0.0,None,0
M033,299.07,309.48,1497,49.82,171.8,3.88,0.0,None,0
M026,299.27,308.75,1700,44.1,,4.6,0.0,None,0
M032,297.8,308.51,1659,37.94,251.4,4.0,0.0,None,0
M007,296.82,307.57,1329,40.87,56.6,3.91,0.0,None,0
M026,299.99,309.19,1508,28.85,231.0,3.13,0.0,None,0
M002,298.36,308.75,1328,10.11,227.4,2.87,0.0,None,0
M033,298.54,307.47,1452,75.42,130.3,4.36,171.0,HeatDissipation,1
M003,301.95,311.64,1619,22.33,224.4,3.41,0.0,None,0
M007,300.32,309.39,1710,48.17,25.5,4.04,0.0,None,0
M017,299.96,308.33,1718,29.03,19.7,4.52,0.0,None,0
M031,299.56,310.42,1775,12.98,27.5,3.08,0.0,None,0
M023,299.8,309.65,1230,30.25,214.8,3.6,0.0,None,0
M006,302.08,311.83,1598,26.04,58.6,3.19,0.0,None,0
M032,299.3,309.84,1524,42.32,85.4,3.65,0.0,None,0
M038,303.44,314.0,1342,42.37,24.4,3.25,0.0,None,0
M019,302.87,312.32,1502,29.15,42.0,3.95,0.0,None,0
M027,297.43,308.23,1473,48.61,11.0,3.58,0.0,None,0
M034,299.31,309.32,1505,40.68,151.0,4.06,0.0,None,0
M014,301.88,311.39,1520,43.03,110.9,3.47,0.0,None,0
M019,298.45,308.32,1527,39.06,132.0,3.63,0.0,None,0
M008,296.74,306.71,1808,52.93,185.5,5.36,0.0,None,0
M004,300.57,312.48,1525,35.46,175.7,3.77,0.0,None,0
M014,302.81,312.94,1271,35.04,217.4,3.11,0.0,None,0
M002,296.68,308.09,1695,37.08,13.0,3.41,0.0,None,0
M027,302.11,312.95,1372,39.08,181.2,3.19,0.0,None,0
M021,297.27,305.33,1397,35.42,179.1,3.28,0.0,None,0
M015,298.2,308.2,1445,41.09,106.6,3.41,0.0,None,0
M015,300.8,311.23,1255,31.45,246.6,3.24,0.0,None,0
M012,299.21,308.67,1420,35.44,200.2,3.36,0.0,None,0
M004,298.82,308.32,1634,36.0,60.3,3.71,0.0,None,0
M001,299.12,308.79,1707,23.58,14.7,3.38,0.0,None,0
M014,296.17,306.96,1669,54.72,202.9,3.89,0.0,None,0
M031,302.81,313.24,1791,45.27,246.6,3.92,0.0,None,0
M032,298.99,307.07,1579,55.37,,4.36,0.0,None,0
M037,297.74,307.3,1696,48.0,67.5,3.69,0.0,None,0
M040,297.55,305.41,1503,42.94,130.1,3.61,0.0,None,0
M034,300.95,311.27,1297,47.15,205.0,3.38,275.0,Overstrain,1
M003,300.45,311.42,1532,55.37,191.7,,78.0,Overstrain,1
M008,296.3,305.48,1891,27.1,144.8,4.05,0.0,None,0
M003,298.85,310.57,1644,34.29,205.9,3.33,0.0,None,0
M001,296.92,305.43,1465,28.88,115.1,3.43,0.0,None,0
M003,300.63,311.08,1441,42.16,159.3,3.37,0.0,None,0
M004,298.53,309.21,1484,36.62,180.6,3.86,103.0,ToolWear,1
M015,301.05,310.17,1799,47.13,36.6,4.28,0.0,None,0
M034,301.16,311.17,1334,26.31,121.6,3.94,0.0,None,0
M016,302.07,312.38,1388,47.48,232.3,3.71,137.0,Overstrain,1
M019,299.1,310.55,1303,34.5,129.9,3.66,0.0,None,0
M012,298.92,307.94,1338,53.86,247.6,3.51,0.0,None,0
M017,300.21,310.49,1618,28.52,16.4,3.18,0.0,None,0
M032,301.79,311.08,1326,34.04,46.3,3.05,0.0,None,0
M034,299.13,310.32,1403,30.09,255.5,,29.0,ToolWear,1
M011,298.98,309.35,1475,38.94,225.9,3.84,0.0,None,0
M001,301.88,311.59,1647,28.8,95.3,4.65,0.0,None,0
M014,296.27,307.42,1199,57.23,223.6,3.7,46.0,Overstrain,1
M001,302.9,313.25,1564,43.37,137.8,3.74,0.0,None,0
M015,299.69,308.97,1607,49.85,188.0,3.9,0.0,None,0
M034,300.63,309.51,1191,64.06,254.7,3.73,85.0,Overstrain,1
M018,302.17,311.04,1417,43.4,8.0,4.83,145.0,HeatDissipation,1
M004,298.27,308.37,1409,53.84,202.7,4.58,0.0,None,0
M010,300.47,309.3,1311,51.37,,3.4,22.0,HeatDissipation,1
M005,302.38,311.17,1563,46.4,40.4,3.72,0.0,None,0
M028,300.61,309.55,1765,24.7,88.3,4.08,210.0,ToolWear,1
M022,301.53,311.96,1627,47.17,191.6,3.57,0.0,None,0
M022,298.63,307.7,1986,31.81,132.7,3.51,0.0,None,0
M028,301.5,312.11,1489,38.59,234.2,3.49,0.0,None,0
M026,300.42,311.11,1621,52.93,243.0,4.11,301.0,Overstrain,1
M010,299.19,307.69,1542,44.01,181.8,3.38,177.0,Overstrain,1
M018,297.38,307.51,1695,29.31,69.9,3.44,0.0,None,0
M011,300.88,311.22,1326,33.23,228.7,3.05,0.0,None,0
M013,297.88,307.32,1767,48.71,63.6,5.38,0.0,None,0
M020,300.67,311.75,1813,43.11,55.3,4.48,0.0,None,0
M020,302.95,312.79,1369,43.89,232.8,3.64,0.0,None,0
M037,299.29,308.72,1667,50.89,257.9,3.91,260.0,Overstrain,1
M031,300.75,309.53,1584,64.61,191.6,4.34,0.0,None,0
M021,297.79,307.88,1364,29.84,107.7,2.97,0.0,None,0
M038,301.56,312.08,1411,48.98,67.8,3.76,0.0,None,0
M038,295.82,305.0,1730,64.48,90.5,4.96,0.0,None,0
M030,300.01,308.34,1561,46.05,20.4,3.91,111.0,ToolWear,1
M017,297.63,306.67,1690,35.73,147.1,3.79,0.0,None,0
M010,297.99,307.27,1497,38.42,65.3,4.09,0.0,None,0
M031,298.02,308.08,1479,22.47,82.9,3.56,353.0,PowerFailure,1
M016,303.21,313.18,1604,19.34,213.8,3.87,297.0,PowerFailure,1
M023,298.15,306.54,1604,49.07,52.7,4.04,0.0,None,0
M029,302.83,311.51,1463,33.14,234.0,3.4,313.0,HeatDissipation,1
M029,299.79,309.37,1269,27.83,182.4,3.62,0.0,None,0
M035,298.59,308.48,1618,27.16,131.7,3.43,0.0,None,0
M019,299.86,309.9,1679,31.04,220.9,4.16,0.0,None,0
M011,299.62,309.92,1587,45.1,105.3,3.73,0.0,None,0
M035,299.72,308.46,1326,32.49,196.6,3.79,0.0,None,0
M009,302.01,313.05,1753,56.89,,4.73,211.0,Overstrain,1
M031,296.56,305.68,1447,31.12,37.5,4.27,0.0,None,0
M007,300.56,308.49,1255,32.61,218.3,3.27,0.0,None,0
M010,299.9,309.31,1893,46.26,40.5,3.92,0.0,None,0
M028,300.76,310.94,1515,32.1,126.7,4.19,0.0,None,0
M025,298.46,310.09,1420,24.88,61.8,3.04,0.0,None,0
M008,303.58,314.0,1493,35.63,47.1,3.14,0.0,None,0
M023,300.72,312.49,1572,42.78,73.6,3.54,112.0,ToolWear,1
M027,298.1,308.32,1399,40.83,156.7,3.89,0.0,None,0
M021,299.08,307.84,1450,45.93,96.3,3.62,0.0,None,0
M023,299.46,311.12,1645,41.8,171.5,3.41,0.0,None,0
M038,298.99,310.18,1365,52.08,161.1,3.69,0.0,None,0
M032,301.86,312.12,1229,47.14,223.2,3.38,0.0,None,0
M033,297.77,308.89,1520,44.71,96.2,3.82,0.0,None,0
M017,305.0,314.0,1410,44.88,86.3,3.98,0.0,None,0
M032,299.05,307.11,1612,51.17,72.8,4.4,0.0,None,0
M024,299.64,309.15,1573,46.33,153.5,4.02,0.0,None,0
M009,299.64,309.52,1317,36.74,134.1,4.2,0.0,None,0
M038,301.16,310.56,1726,49.58,63.8,3.98,0.0,None,0
M003,295.7,305.49,1299,44.68,252.2,4.28,55.0,Overstrain,1
M007,299.88,309.13,1692,44.7,189.7,4.3,0.0,None,0
M027,301.48,312.37,1321,41.74,253.2,3.81,0.0,None,0
M016,299.25,310.22,1592,38.42,236.7,3.74,0.0,None,0
M021,300.85,310.92,1418,56.0,141.2,4.06,100.0,Overstrain,1
M023,303.54,314.0,1679,38.15,186.3,3.62,0.0,None,0
M010,297.85,307.59,1581,50.31,34.6,3.86,0.0,None,0
M034,298.3,309.07,1459,38.47,119.4,3.33,0.0,None,0
M035,299.93,310.25,1275,34.64,81.2,2.97,0.0,None,0
M017,300.35,310.9,1486,44.55,11.1,3.64,0.0,None,0
M002,299.84,310.98,1519,30.56,,3.6,0.0,None,0
M015,298.2,308.98,1537,35.75,214.1,3.41,0.0,None,0
M005,298.54,309.16,1484,29.1,181.6,3.55,0.0,None,0
M027,298.96,307.66,1585,39.16,91.8,3.69,0.0,None,0
M005,300.88,311.77,1534,40.95,183.5,3.77,0.0,None,0
M017,305.0,314.0,1418,33.45,15.2,3.19,0.0,None,0
M015,300.19,310.91,1430,39.31,193.4,3.46,0.0,None,0
M016,296.92,307.91,1610,18.48,185.6,3.88,193.0,PowerFailure,1
M003,303.41,312.34,1526,42.89,211.7,3.55,0.0,None,0
M022,299.19,309.54,1201,43.97,248.1,3.2,0.0,None,0
M009,301.59,312.13,1301,51.99,162.8,3.84,0.0,None,0
M008,300.89,309.8,1773,23.86,133.4,3.65,0.0,None,0
M033,299.84,309.18,1473,43.54,247.1,4.07,0.0,None,0
M001,300.26,311.72,1628,54.56,253.8,4.19,339.0,Overstrain,1
M028,295.69,305.64,1378,49.94,72.9,3.66,0.0,None,0
M019,302.09,311.44,1720,52.99,222.0,4.26,191.0,Overstrain,1
M040,295.0,305.35,1695,45.42,64.3,3.63,0.0,None,0
M024,302.97,312.61,1678,20.51,205.1,3.59,0.0,None,0
M040,299.77,309.41,1450,33.78,94.0,3.34,0.0,None,0
M016,296.07,305.73,1807,51.69,179.6,3.82,0.0,None,0
M012,300.71,310.72,1657,49.22,97.5,3.79,0.0,None,0
M015,303.59,312.93,1516,45.29,210.0,4.34,0.0,None,0
M015,303.48,313.9,1493,43.26,199.0,4.51,0.0,None,0
M022,301.17,311.86,1447,36.03,167.2,3.6,0.0,None,0
M036,301.28,311.13,1416,48.0,,,0.0,None,0
M008,300.65,310.33,1708,43.67,69.8,4.13,0.0,None,0
M037,301.92,309.96,1513,51.22,207.2,4.1,0.0,None,0
M003,299.65,310.93,1315,36.42,11.3,3.79,0.0,None,0
M031,301.54,311.59,1702,62.56,242.5,4.57,110.0,Overstrain,1
M018,297.68,307.83,1556,52.8,237.5,3.67,59.0,Overstrain,1
M018,300.97,310.27,1302,28.76,67.9,2.86,0.0,None,0
M007,297.43,309.25,1182,48.19,225.3,3.71,80.0,Overstrain,1
M017,297.8,308.89,1605,38.37,170.3,3.88,0.0,None,0
M012,302.94,313.01,1545,37.39,5.3,3.56,0.0,None,0
M020,300.62,310.98,1498,45.63,141.7,3.53,0.0,None,0
M015,304.13,314.0,1314,25.06,153.4,3.15,0.0,None,0
M013,298.06,308.06,1710,40.7,204.1,3.61,0.0,None,0
M010,296.32,305.41,1490,41.17,201.8,3.86,0.0,None,0
M017,297.96,307.88,1663,30.89,12.5,3.95,0.0,None,0
M021,301.95,312.52,1881,36.27,99.5,3.72,0.0,None,0
M038,301.55,311.6,1612,24.44,63.5,3.49,0.0,None,0
M026,297.17,307.25,1482,46.89,188.9,3.7,144.0,Overstrain,1
M025,298.92,310.11,1429,35.64,145.4,3.22,0.0,None,0
M006,300.31,310.69,1564,46.92,179.0,4.11,173.0,Overstrain,1
M012,299.11,307.83,1205,47.28,60.6,4.4,92.0,HeatDissipation,1
M036,295.67,305.7,1568,22.0,111.9,3.35,0.0,None,0
M016,305.0,314.0,1422,48.56,177.5,4.19,97.0,Overstrain,1
M026,304.35,312.25,1735,30.69,252.0,4.06,0.0,None,0
M030,301.73,312.56,1545,32.77,212.4,3.13,0.0,None,0
M040,297.93,305.72,1327,17.81,195.7,2.84,117.0,HeatDissipation,1
M004,296.42,308.02,1397,42.97,43.8,3.54,0.0,None,0
M034,301.63,311.79,1819,34.97,192.3,4.39,0.0,None,0
M025,301.21,310.86,1629,33.74,21.7,3.57,137.0,ToolWear,1
M022,302.35,312.48,1667,37.87,108.0,4.12,0.0,None,0
M023,302.69,313.0,1338,39.8,47.1,3.8,0.0,None,0
M028,299.48,308.67,1463,42.79,116.3,4.23,0.0,None,0
M018,299.4,309.47,1486,60.52,182.5,5.12,260.0,Overstrain,1
M024,300.35,309.72,1556,40.61,119.9,3.5,0.0,None,0
M031,299.47,310.18,1420,43.56,137.6,3.84,0.0,None,0
M005,297.61,307.85,1572,35.53,229.2,3.35,0.0,None,0
M014,300.02,311.58,1437,33.76,15.1,3.67,0.0,None,0
M039,302.67,313.74,1833,37.75,237.0,4.13,319.0,Overstrain,1
M031,300.17,312.09,1756,15.48,60.2,3.39,0.0,None,0
M012,300.71,309.06,1313,37.76,237.4,3.65,0.0,None,0
M024,303.98,314.0,1649,44.39,42.3,3.73,0.0,None,0
M013,298.81,308.14,1745,25.35,139.7,3.57,303.0,ToolWear,1
M008,300.05,309.83,1602,31.85,128.3,3.48,0.0,None,0
M003,299.55,309.99,1589,43.19,100.3,4.27,0.0,None,0
M025,299.96,309.04,1443,34.7,149.2,3.14,0.0,None,0
M019,300.8,310.81,1613,22.05,5.2,3.55,0.0,None,0
M021,297.94,307.78,1597,53.12,50.4,4.74,0.0,None,0
M011,299.75,308.44,1650,36.4,85.5,4.96,0.0,None,0
M005,304.68,314.0,1720,22.59,29.8,,0.0,None,0
M033,297.86,306.57,1817,14.74,199.3,3.06,0.0,None,0
M037,300.66,310.8,1682,32.43,174.1,3.38,0.0,None,0
M023,302.97,313.41,1424,28.51,223.9,3.57,0.0,None,0
M018,304.34,314.0,1630,35.96,14.1,3.55,0.0,None,0
M028,301.78,310.57,1707,54.54,79.4,4.09,0.0,None,0
M009,298.02,306.54,1614,42.85,,3.62,0.0,None,0
M011,299.47,309.69,1570,34.81,55.4,3.47,0.0,None,0
M014,302.77,314.0,1853,29.76,2.5,4.3,205.0,ToolWear,1
M019,302.71,313.59,1331,58.79,36.1,4.01,0.0,None,0
M008,298.92,308.34,1666,34.52,6.7,3.67,0.0,None,0
M018,299.96,310.52,1541,47.68,37.6,3.59,0.0,None,0
M035,302.97,314.0,1744,53.36,152.0,4.71,0.0,None,0
M009,297.94,308.47,1694,37.33,225.3,3.5,0.0,None,0
M008,303.18,314.0,1294,34.71,131.2,3.81,0.0,None,0
M020,296.21,306.79,1507,26.13,43.7,3.38,0.0,None,0
M019,297.8,306.74,1347,36.91,44.3,3.6,68.0,HeatDissipation,1
M022,301.23,311.61,1542,32.43,255.3,4.17,0.0,None,0
M033,301.05,312.1,1439,40.86,68.2,3.49,0.0,None,0
M028,297.85,308.2,1751,33.92,228.9,4.64,0.0,None,0
M014,303.82,310.73,1902,35.0,65.7,3.74,0.0,None,0
M014,298.39,305.45,1614,51.17,169.6,4.08,276.0,Overstrain,1
M023,300.84,312.61,1307,55.14,187.1,3.53,0.0,None,0
M015,303.89,314.0,1487,57.13,24.6,4.12,0.0,None,0
M035,301.16,311.57,1724,33.09,32.5,3.88,0.0,None,0
M022,302.53,311.77,1653,30.37,161.9,3.27,0.0,None,0
M007,297.68,310.17,1532,23.67,208.6,3.84,0.0,None,0
M035,298.94,307.9,1566,23.31,227.6,3.24,0.0,None,0
M038,297.41,305.14,1601,48.81,257.6,4.44,0.0,None,0
M010,300.55,311.89,1320,28.02,,2.94,0.0,None,0
M004,299.95,310.43,1799,43.37,48.8,3.68,0.0,None,0
M032,298.56,309.61,1605,40.42,116.4,3.54,0.0,None,0
M032,301.37,311.28,1255,44.83,63.5,4.01,0.0,None,0
M033,299.09,307.96,1661,32.84,218.9,3.4,0.0,None,0
M009,302.6,311.6,1658,33.39,68.9,3.76,0.0,None,0
M006,301.03,309.02,1355,39.38,137.0,3.29,0.0,None,0
M038,298.97,308.76,1829,51.54,205.4,3.8,0.0,None,0
M017,301.61,311.01,1626,25.3,158.8,3.21,0.0,None,0
M021,300.49,310.25,1743,27.13,91.7,3.52,0.0,None,0
M005,303.29,314.0,1717,32.99,47.9,4.36,0.0,None,0
M004,297.97,308.23,1520,43.0,36.1,3.66,0.0,None,0
M021,302.25,311.04,1579,50.96,128.3,3.63,0.0,None,0
M038,299.78,309.78,1593,25.06,62.6,3.68,0.0,None,0
M035,298.35,308.61,1588,39.44,65.5,3.49,0.0,None,0
M037,302.07,313.62,1613,29.04,190.1,3.36,0.0,None,0
M038,297.97,307.43,1304,36.72,113.4,3.13,0.0,None,0
M018,299.53,310.37,1520,46.32,242.6,3.66,0.0,None,0
M005,300.44,309.71,1576,42.68,120.4,4.18,0.0,None,0
M010,301.65,312.31,1571,45.82,192.6,3.62,0.0,None,0
M003,300.42,310.69,1789,42.7,190.2,4.19,0.0,None,0
M037,298.28,307.76,1511,40.25,9.8,4.35,0.0,None,0
M033,300.93,309.62,1941,45.76,222.3,4.13,210.0,Overstrain,1
M002,296.8,306.37,1670,11.11,201.2,3.2,0.0,None,0
M001,296.68,306.52,1633,46.64,19.6,3.75,0.0,None,0
M016,297.81,307.59,1636,38.14,237.3,3.93,0.0,None,0
M034,301.26,311.04,1326,44.97,81.3,3.45,0.0,None,0
M035,298.3,307.53,1229,38.7,126.7,3.12,0.0,None,0
M016,300.62,311.57,1544,45.12,51.3,4.29,0.0,None,0
M032,299.64,308.75,1778,47.83,159.8,4.46,0.0,None,0
M027,298.86,308.94,1415,52.28,9.8,3.51,295.0,ToolWear,1
M024,299.7,311.43,1561,23.63,,3.24,0.0,None,0
M037,303.71,313.17,1588,58.45,242.3,4.01,0.0,None,0
M040,302.09,311.24,1530,35.82,177.7,4.5,0.0,None,0
M009,300.01,308.5,1776,46.49,158.4,3.97,0.0,None,0
M007,299.7,311.86,1350,59.26,72.9,4.04,0.0,None,0
M029,295.77,305.57,1591,49.26,236.4,3.84,0.0,None,0
M035,302.6,311.64,1684,20.88,226.2,3.41,0.0,None,0
M024,300.43,309.83,1927,49.66,30.0,4.52,0.0,None,0
M028,301.56,311.46,1536,21.38,239.8,4.28,0.0,None,0
M035,302.98,314.0,1806,40.58,168.3,3.85,0.0,None,0
M008,299.17,309.53,1438,35.5,176.6,4.5,279.0,ToolWear,1
M026,303.65,311.73,1715,33.07,211.0,3.76,0.0,None,0
M016,296.65,306.71,1618,46.35,43.3,3.69,0.0,None,0
M030,299.06,306.49,1489,40.98,170.2,4.51,0.0,None,0
M015,298.26,306.81,1742,37.49,84.3,3.72,0.0,None,0
M038,298.48,307.7,1623,25.06,195.5,3.44,0.0,None,0
M018,302.76,312.4,1459,45.33,244.8,4.68,104.0,Overstrain,1
M017,301.46,313.06,1609,54.93,156.0,3.74,0.0,None,0
M033,301.71,311.86,1663,21.87,194.6,3.41,0.0,None,0
M017,298.7,308.94,2023,48.53,3.6,3.85,0.0,None,0
M014,300.8,309.97,1449,43.65,25.2,4.17,0.0,None,0
M004,296.65,307.38,1441,36.4,214.9,3.76,0.0,None,0
M005,301.38,310.53,1486,34.35,196.3,3.62,0.0,None,0
M033,296.95,305.95,1424,32.63,78.7,3.42,0.0,None,0
M035,298.67,310.53,1639,32.16,212.4,3.75,0.0,None,0
M021,297.69,307.23,1477,45.12,198.0,3.74,0.0,None,0
M021,300.86,308.96,1545,38.99,146.8,3.46,0.0,None,0
M040,297.69,308.67,1598,54.79,78.4,4.01,333.0,PowerFailure,1
M002,300.96,309.72,1316,18.66,202.5,3.46,0.0,None,0
M015,301.06,311.39,1410,31.86,80.0,3.31,0.0,None,0
M002,296.86,308.53,1640,42.8,170.0,3.95,0.0,None,0
M036,302.78,313.08,1632,25.64,240.0,3.24,0.0,None,0
M040,301.26,311.19,1733,49.88,95.5,3.85,0.0,None,0
M017,298.72,309.0,1540,57.88,237.4,3.81,297.0,Overstrain,1
M003,298.88,308.35,1281,36.1,214.7,3.7,0.0,None,0
M034,299.66,309.38,1480,38.06,159.9,3.55,0.0,None,0
M002,300.55,311.93,1600,51.13,40.0,4.33,0.0,None,0
M008,300.36,309.23,1620,54.38,227.7,4.46,156.0,Overstrain,1
M028,298.4,308.4,1548,46.9,213.9,3.77,0.0,None,0
M003,301.49,311.34,1802,53.12,162.3,4.41,226.0,PowerFailure,1
M001,299.03,308.12,1160,55.71,113.5,3.4,0.0,None,0
M011,299.5,308.84,1549,57.7,98.3,3.95,0.0,None,0
M011,298.47,306.42,1688,43.27,65.4,3.64,0.0,None,0
M034,301.68,311.42,1614,56.06,30.9,,0.0,None,0
M025,301.62,312.04,1446,32.9,108.3,3.32,0.0,None,0
M035,302.44,311.61,1268,43.73,5.3,4.01,326.0,ToolWear,1
M028,298.54,309.13,1619,35.76,208.8,3.43,0.0,None,0
M007,299.99,309.7,1600,53.07,239.0,3.98,282.0,Overstrain,1
M028,301.18,311.24,1346,25.52,94.6,3.14,0.0,None,0
M012,297.89,306.73,1477,41.52,153.5,3.33,0.0,None,0
M035,297.56,306.42,1620,43.1,69.5,3.48,0.0,None,0
M026,300.97,310.26,1547,38.45,68.4,3.78,0.0,None,0
M012,298.06,307.8,1492,38.18,45.1,3.67,0.0,None,0
M010,299.45,308.65,1590,45.6,107.8,,0.0,None,0
M031,298.15,309.21,1385,38.8,110.3,3.24,0.0,None,0
M034,302.65,313.45,1461,51.75,65.0,3.97,0.0,None,0
M001,301.41,310.81,1437,54.88,232.6,3.6,0.0,None,0
M036,300.59,310.05,1607,51.6,129.3,3.84,0.0,None,0
M010,302.02,312.08,1418,31.04,40.0,3.45,0.0,None,0
M010,300.27,310.36,1345,39.14,178.8,3.53,0.0,None,0
M006,298.97,309.98,1434,19.54,60.7,3.07,0.0,None,0
M005,304.43,314.0,1462,23.17,115.1,3.14,282.0,PowerFailure,1
M036,298.87,309.7,1575,40.19,197.3,3.6,0.0,None,0
M017,305.0,314.0,1183,45.11,117.9,3.25,0.0,None,0
M018,298.88,308.84,1335,32.15,174.5,3.51,0.0,None,0
M019,301.64,312.3,1383,27.7,19.3,3.23,0.0,None,0
M010,296.56,305.94,1661,33.35,260.0,3.47,0.0,None,0
M016,300.96,312.13,1695,24.8,169.3,3.5,0.0,None,0
M010,299.42,309.71,1398,40.18,72.6,3.78,0.0,None,0
M024,299.16,307.65,1802,34.02,116.0,,0.0,None,0
M011,299.62,311.01,1576,19.9,36.4,3.1,0.0,None,0
M040,299.24,309.95,1628,30.71,58.7,,178.0,ToolWear,1
M021,301.21,312.47,1542,32.25,23.4,3.65,0.0,None,0
M010,303.76,313.44,1291,31.37,129.5,2.95,0.0,None,0
M027,298.79,307.81,1511,32.14,199.4,3.32,0.0,None,0
M038,296.31,305.0,1235,39.31,194.4,3.46,0.0,None,0
M003,298.44,310.66,1471,48.04,91.8,3.79,0.0,None,0
M030,299.65,310.33,1624,44.92,148.3,3.78,0.0,None,0
M026,298.1,306.89,1222,35.54,27.6,3.82,0.0,None,0
M021,300.72,309.91,1978,33.6,249.0,4.09,0.0,None,0
